,county,todays_date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
4159,Sutter,6/11/2020,0,0,14,0,0,0
4160,Trinity,6/11/2020,0,0,54,0,0,0
4161,San Bernardino,6/11/2020,194,77,4821,16,133,271
4162,Tehama,6/11/2020,0,0,106,0,7,0
4163,Plumas,6/11/2020,0,0,45,0,0,0
4164,Inyo,6/11/2020,1,0,42,0,2,1
4165,Mono,6/11/2020,0,1,40,0,2,1
4166,Glenn,6/11/2020,1,0,47,0,0,1
4167,Tuolumne,6/11/2020,0,0,151,0,0,0
4168,Butte,6/11/2020,5,37,448,7,15,42
4169,Imperial,6/11/2020,86,1,237,0,0,87
4170,Contra Costa,6/11/2020,22,29,1628,4,112,51
4171,Tulare,6/11/2020,35,6,780,0,11,41
4172,Yuba,6/11/2020,5,1,445,0,6,6
4173,Siskiyou,6/11/2020,0,0,65,0,4,0
4174,Shasta,6/11/2020,2,0,667,0,8,2
4175,San Mateo,6/11/2020,26,7,1089,0,50,33
4176,Kings,6/11/2020,29,2,199,0,5,31
4177,Alameda,6/11/2020,86,38,2968,7,145,124
4178,Napa,6/11/2020,0,3,397,0,3,3
4179,Mendocino,6/11/2020,0,0,180,0,3,0
4180,Sonoma,6/11/2020,4,23,871,1,49,27
4181,Los Angeles,6/11/2020,1397,576,23666,97,1220,1973
4182,Ventura,6/11/2020,43,47,1360,10,46,90
4183,San Joaquin,6/11/2020,42,25,1366,2,17,67
4184,Orange,6/11/2020,325,67,6976,16,368,392
4185,Yolo,6/11/2020,0,1,186,0,2,1
4186,Del Norte,6/11/2020,0,1,51,0,3,1
4187,Sacramento,6/11/2020,39,23,2501,5,105,62
4188,Placer,6/11/2020,10,8,753,2,48,18
4189,Lassen,6/11/2020,0,0,25,0,0,0
4190,Modoc,6/11/2020,0,0,41,0,0,0
4191,Humboldt,6/11/2020,1,8,352,0,2,9
4192,San Diego,6/11/2020,277,75,6187,16,325,352
4193,Calaveras,6/11/2020,0,0,50,0,8,0
4194,Stanislaus,6/11/2020,29,18,1369,1,82,47
4195,Fresno,6/11/2020,67,32,2142,1,79,99
4196,El Dorado,6/11/2020,0,1,235,1,10,1
4197,Butte,6/12/2020,5,0,448,0,20,5
4198,Colusa,6/12/2020,0,0,88,0,6,0
4199,Solano,6/12/2020,18,9,707,2,46,27
4200,Imperial,6/12/2020,81,1,237,0,2,82
4201,Calaveras,6/12/2020,0,0,50,0,10,0
4202,Sonoma,6/12/2020,4,38,871,3,42,42
4203,Marin,6/12/2020,8,3,390,1,12,11
4204,Mono,6/12/2020,0,0,40,0,2,0
4205,Humboldt,6/12/2020,1,13,352,2,0,14
4206,Fresno,6/12/2020,69,33,2140,1,87,102
4207,Tulare,6/12/2020,12,13,780,0,25,25
4208,Modoc,6/12/2020,0,0,41,0,0,0
4209,Nevada,6/12/2020,0,0,136,0,6,0
4210,Merced,6/12/2020,5,1,242,0,3,6
4211,Mariposa,6/12/2020,0,0,30,0,0,0
4212,Tuolumne,6/12/2020,0,0,151,0,2,0
4213,Siskiyou,6/12/2020,0,1,65,1,5,1
4214,San Joaquin,6/12/2020,49,19,1366,1,16,68
4215,San Francisco,6/12/2020,41,11,2647,1,91,52
4216,Kern,6/12/2020,96,15,1742,1,72,111
4217,Yolo,6/12/2020,0,0,186,0,4,0
4218,Ventura,6/12/2020,46,63,1361,11,42,109
4219,Napa,6/12/2020,0,8,397,1,1,8
4220,Madera,6/12/2020,5,4,528,0,14,9
4221,Lake,6/12/2020,0,2,110,2,0,2
4222,Stanislaus,6/12/2020,34,34,1369,3,84,68
4223,Monterey,6/12/2020,15,0,811,0,87,15
4224,Placer,6/12/2020,7,8,753,1,46,15
4225,Contra Costa,6/12/2020,22,20,1628,3,111,42
4226,Lassen,6/12/2020,0,0,25,0,0,0
4227,Plumas,6/12/2020,0,0,45,0,0,0
4228,Del Norte,6/12/2020,0,0,51,0,4,0
4229,Mendocino,6/12/2020,0,0,180,0,5,0
4230,San Diego,6/12/2020,275,41,6210,13,328,316
4231,Santa Barbara,6/12/2020,30,4,717,0,58,34
4232,Trinity,6/12/2020,0,0,54,0,0,0
4233,Alameda,6/12/2020,84,42,2968,6,120,126
4234,El Dorado,6/12/2020,0,3,235,3,14,3
4235,San Luis Obispo,6/12/2020,2,3,471,0,24,5
4236,Amador,6/12/2020,0,0,51,0,0,0
4237,Tehama,6/12/2020,0,1,106,1,6,1
4238,Yuba,6/12/2020,6,0,445,0,9,6
4239,Sutter,6/12/2020,0,0,14,0,0,0
4240,San Mateo,6/12/2020,22,10,1089,1,51,32
4241,Riverside,6/12/2020,236,83,4018,14,139,319
4242,Kings,6/12/2020,34,0,199,0,5,34
4243,San Benito,6/12/2020,0,0,25,0,1,0
4244,Inyo,6/12/2020,1,0,42,0,3,1
4245,Santa Clara,6/12/2020,43,17,3375,3,223,60
4246,Sacramento,6/12/2020,35,32,2474,8,91,67
4247,Glenn,6/12/2020,1,0,47,0,0,1
4248,San Bernardino,6/12/2020,205,78,4821,16,138,283
4249,Los Angeles,6/12/2020,1383,487,23655,78,1228,1870
4250,Santa Cruz,6/12/2020,4,6,397,0,15,10
4251,Orange,6/12/2020,311,117,6976,27,384,428
4252,Shasta,6/12/2020,1,0,667,0,7,1
4253,San Mateo,6/13/2020,18,9,1089,0,55,27
4254,Yolo,6/13/2020,0,0,186,1,2,0
4255,San Joaquin,6/13/2020,50,21,1366,3,10,71
4256,Sacramento,6/13/2020,28,23,2444,5,84,51
4257,Kings,6/13/2020,33,1,199,0,6,34
4258,Santa Barbara,6/13/2020,36,6,717,3,58,42
4259,Inyo,6/13/2020,1,0,42,0,2,1
4260,El Dorado,6/13/2020,0,3,235,3,11,3
4261,San Benito,6/13/2020,0,0,25,0,0,0
4262,Fresno,6/13/2020,64,34,2140,3,83,98
4263,Marin,6/13/2020,10,2,390,0,12,12
4264,Nevada,6/13/2020,0,0,128,0,4,0
4265,Santa Cruz,6/13/2020,4,5,397,0,10,9
4266,Ventura,6/13/2020,44,50,1354,8,51,94
4267,Solano,6/13/2020,17,5,707,1,49,22
4268,Sonoma,6/13/2020,5,6,871,0,47,11
4269,Lassen,6/13/2020,0,0,25,0,0,0
4270,San Francisco,6/13/2020,41,9,2647,0,94,50
4271,Calaveras,6/13/2020,0,0,50,0,12,0
4272,Modoc,6/13/2020,0,0,41,0,0,0
4273,Riverside,6/13/2020,235,101,3992,17,137,336
4274,Del Norte,6/13/2020,0,0,51,0,2,0
4275,Yuba,6/13/2020,6,0,445,0,14,6
4276,San Luis Obispo,6/13/2020,2,6,449,1,23,8
4277,Los Angeles,6/13/2020,1285,483,23688,84,1262,1768
4278,Merced,6/13/2020,3,1,242,0,5,4
4279,Stanislaus,6/13/2020,41,21,1369,1,86,62
4280,Tulare,6/13/2020,9,27,780,1,6,36
4281,Plumas,6/13/2020,0,0,45,0,0,0
4282,Mono,6/13/2020,0,0,40,0,2,0
4283,Humboldt,6/13/2020,1,13,352,2,0,14
4284,Sutter,6/13/2020,0,0,14,0,0,0
4285,Orange,6/13/2020,336,70,6976,14,402,406
4286,San Diego,6/13/2020,284,58,6195,18,324,342
4287,Imperial,6/13/2020,78,8,237,0,0,86
4288,Alameda,6/13/2020,87,27,2968,3,150,114
4289,Shasta,6/13/2020,1,0,667,0,6,1
4290,Butte,6/13/2020,3,0,448,1,20,3
4291,Amador,6/13/2020,0,0,51,0,3,0
4292,Mariposa,6/13/2020,0,0,30,0,0,0
4293,Colusa,6/13/2020,0,0,88,0,6,0
4294,Contra Costa,6/13/2020,23,24,1628,6,108,47
4295,Lake,6/13/2020,0,1,110,1,0,1
4296,Siskiyou,6/13/2020,0,1,65,1,3,1
4297,Santa Clara,6/13/2020,35,14,3423,3,211,49
4298,Glenn,6/13/2020,1,0,47,0,0,1
4299,Trinity,6/13/2020,0,1,54,0,0,1
4300,Monterey,6/13/2020,15,3,811,0,91,18
4301,Placer,6/13/2020,7,6,753,2,50,13
4302,Kern,6/13/2020,79,28,1742,4,78,107
4303,Tehama,6/13/2020,0,0,106,0,6,0
4304,Mendocino,6/13/2020,0,0,180,0,5,0
4305,San Bernardino,6/13/2020,204,81,4821,18,129,285
4306,Tuolumne,6/13/2020,0,0,151,0,0,0
4307,Madera,6/13/2020,6,2,528,0,8,8
4308,Napa,6/13/2020,0,5,397,0,3,5
4309,Marin,6/14/2020,9,2,390,0,12,11
4310,Plumas,6/14/2020,0,0,45,0,0,0
4311,Nevada,6/14/2020,0,1,128,1,4,1
4312,San Joaquin,6/14/2020,49,25,1366,2,10,74
4313,Calaveras,6/14/2020,0,0,50,0,10,0
4314,Yolo,6/14/2020,0,0,186,1,2,0
4315,Butte,6/14/2020,3,0,448,0,19,3
4316,Sacramento,6/14/2020,30,21,2441,5,90,51
4317,Alameda,6/14/2020,88,36,2968,9,149,124
4318,San Luis Obispo,6/14/2020,2,10,449,4,20,12
4319,Imperial,6/14/2020,79,11,237,0,0,90
4320,Trinity,6/14/2020,0,0,54,0,0,0
4321,San Francisco,6/14/2020,40,9,2647,2,96,49
4322,Glenn,6/14/2020,1,0,47,0,0,1
4323,Mono,6/14/2020,0,0,40,0,2,0
4324,Monterey,6/14/2020,11,4,811,0,95,15
4325,Mendocino,6/14/2020,0,0,180,0,4,0
4326,Shasta,6/14/2020,0,0,667,0,7,0
4327,Siskiyou,6/14/2020,0,1,65,1,3,1
4328,Yuba,6/14/2020,7,0,445,0,13,7
4329,Los Angeles,6/14/2020,1288,509,23703,80,1283,1797
4330,San Mateo,6/14/2020,18,11,1089,1,51,29
4331,Lassen,6/14/2020,0,0,25,0,0,0
4332,Kern,6/14/2020,81,22,1742,3,76,103
4333,Del Norte,6/14/2020,0,0,51,0,0,0
4334,Napa,6/14/2020,2,1,397,1,2,3
4335,Fresno,6/14/2020,58,35,2135,3,79,93
4336,Modoc,6/14/2020,0,0,41,0,0,0
4337,Sutter,6/14/2020,0,0,14,0,0,0
4338,Riverside,6/14/2020,228,92,3992,19,120,320
4339,Tehama,6/14/2020,0,0,106,0,6,0
4340,San Diego,6/14/2020,282,84,6145,21,323,366
4341,Placer,6/14/2020,7,6,753,2,49,13
4342,Lake,6/14/2020,0,1,110,1,0,1
4343,Kings,6/14/2020,38,2,199,0,3,40
4344,Inyo,6/14/2020,0,0,42,0,3,0
4345,Colusa,6/14/2020,0,0,88,0,6,0
4346,Ventura,6/14/2020,42,47,1354,7,55,89
4347,Merced,6/14/2020,3,1,242,0,5,4
4348,Santa Barbara,6/14/2020,37,4,717,2,59,41
4349,Santa Cruz,6/14/2020,3,6,397,0,12,9
4350,Solano,6/14/2020,14,7,707,1,49,21
4351,Santa Clara,6/14/2020,38,16,3423,3,204,54
4352,San Bernardino,6/14/2020,206,89,4821,18,140,295
4353,Amador,6/14/2020,0,0,51,0,1,0
4354,El Dorado,6/14/2020,0,4,235,4,10,4
4355,Stanislaus,6/14/2020,44,12,1369,1,87,56
4356,San Benito,6/14/2020,0,0,25,0,0,0
4357,Madera,6/14/2020,5,0,528,0,8,5
4358,Sonoma,6/14/2020,5,29,871,0,52,34
4359,Tuolumne,6/14/2020,0,0,151,0,0,0
4360,Mariposa,6/14/2020,0,0,30,0,0,0
4361,Tulare,6/14/2020,38,2,780,1,23,40
4362,Contra Costa,6/14/2020,26,16,1628,3,121,42
4363,Humboldt,6/14/2020,0,4,352,0,3,4
4364,Orange,6/14/2020,321,100,6976,21,414,421
4365,San Bernardino,6/15/2020,221,74,4821,18,149,295
4366,Yuba,6/15/2020,6,0,445,0,16,6
4367,Amador,6/15/2020,1,0,51,0,0,1
4368,Sutter,6/15/2020,0,0,14,0,0,0
4369,Glenn,6/15/2020,1,0,47,0,0,1
4370,Sonoma,6/15/2020,6,30,871,0,46,36
4371,Merced,6/15/2020,3,0,242,0,5,3
4372,Santa Clara,6/15/2020,38,16,3423,3,239,54
4373,Kings,6/15/2020,38,1,199,0,2,39
4374,San Francisco,6/15/2020,37,8,2647,0,94,45
4375,Tuolumne,6/15/2020,0,0,151,0,2,0
4376,Madera,6/15/2020,5,2,528,0,7,7
4377,Shasta,6/15/2020,0,0,667,0,9,0
4378,Solano,6/15/2020,16,7,707,1,44,23
4379,Contra Costa,6/15/2020,27,6,1628,2,115,33
4380,Trinity,6/15/2020,0,0,54,0,0,0
4381,Fresno,6/15/2020,61,25,2111,2,86,86
4382,Tulare,6/15/2020,46,3,780,1,12,49
4383,Santa Cruz,6/15/2020,2,3,397,0,8,5
4384,Mariposa,6/15/2020,0,0,30,0,0,0
4385,Siskiyou,6/15/2020,0,0,65,0,0,0
4386,San Luis Obispo,6/15/2020,3,1,447,0,26,4
4387,Butte,6/15/2020,3,2,448,1,14,5
4388,Kern,6/15/2020,90,17,1742,3,78,107
4389,Colusa,6/15/2020,0,0,88,0,6,0
4390,Napa,6/15/2020,5,1,397,1,5,6
4391,Mono,6/15/2020,0,0,40,0,2,0
4392,Del Norte,6/15/2020,0,0,51,0,0,0
4393,El Dorado,6/15/2020,0,2,235,2,6,2
4394,Tehama,6/15/2020,0,0,106,0,7,0
4395,San Benito,6/15/2020,0,0,25,0,0,0
4396,Calaveras,6/15/2020,0,0,50,0,9,0
4397,Santa Barbara,6/15/2020,42,7,717,0,63,49
4398,Inyo,6/15/2020,0,0,42,0,2,0
4399,Los Angeles,6/15/2020,1420,536,23659,88,1333,1956
4400,Alameda,6/15/2020,98,31,2968,9,148,129
4401,Orange,6/15/2020,346,79,6976,21,417,425
4402,Riverside,6/15/2020,237,98,4071,16,136,335
4403,Marin,6/15/2020,6,3,390,0,15,9
4404,Ventura,6/15/2020,44,39,1350,7,55,83
4405,Yolo,6/15/2020,0,0,186,0,3,0
4406,Imperial,6/15/2020,79,3,237,0,2,82
4407,San Joaquin,6/15/2020,46,13,1376,2,16,59
4408,Lassen,6/15/2020,0,0,25,0,0,0
4409,Nevada,6/15/2020,0,2,131,2,5,2
4410,Stanislaus,6/15/2020,43,18,1364,1,88,61
4411,San Mateo,6/15/2020,17,5,1089,1,50,22
4412,Plumas,6/15/2020,0,0,45,0,0,0
4413,Placer,6/15/2020,7,6,753,2,48,13
4414,Monterey,6/15/2020,14,2,811,0,93,16
4415,Modoc,6/15/2020,0,0,41,0,0,0
4416,Mendocino,6/15/2020,0,1,180,1,5,1
4417,Lake,6/15/2020,0,0,110,0,0,0
4418,Humboldt,6/15/2020,0,5,352,1,2,5
4419,Sacramento,6/15/2020,33,15,2428,5,104,48
4420,San Diego,6/15/2020,294,66,6129,13,356,360
4421,Modoc,6/16/2020,0,0,41,0,0,0
4422,Nevada,6/16/2020,0,1,134,0,7,1
4423,Fresno,6/16/2020,67,36,2129,3,86,103
4424,Madera,6/16/2020,5,3,528,0,11,8
4425,Kings,6/16/2020,47,0,199,0,2,47
4426,San Luis Obispo,6/16/2020,5,8,471,5,27,13
4427,Mariposa,6/16/2020,0,0,30,0,0,0
4428,San Benito,6/16/2020,0,0,25,0,0,0
4429,Tuolumne,6/16/2020,0,0,151,0,0,0
4430,Monterey,6/16/2020,13,4,824,0,93,17
4431,Lassen,6/16/2020,0,0,25,0,0,0
4432,Imperial,6/16/2020,83,2,237,0,0,85
4433,Santa Clara,6/16/2020,32,16,3423,3,228,48
4434,Kern,6/16/2020,96,14,1742,2,80,110
4435,Del Norte,6/16/2020,0,0,51,0,2,0
4436,El Dorado,6/16/2020,0,1,235,1,7,1
4437,San Mateo,6/16/2020,17,11,1089,1,54,28
4438,Ventura,6/16/2020,47,45,1347,9,58,92
4439,San Joaquin,6/16/2020,47,14,1376,2,20,61
4440,Shasta,6/16/2020,0,0,667,0,9,0
4441,Sonoma,6/16/2020,5,13,871,0,51,18
4442,Calaveras,6/16/2020,0,0,50,0,9,0
4443,Sacramento,6/16/2020,36,21,2457,8,87,57
4444,Contra Costa,6/16/2020,26,14,1628,4,108,40
4445,Solano,6/16/2020,17,8,707,2,45,25
4446,Los Angeles,6/16/2020,1429,518,23667,87,1175,1947
4447,San Francisco,6/16/2020,34,8,2647,0,91,42
4448,Mendocino,6/16/2020,0,0,180,0,4,0
4449,Santa Barbara,6/16/2020,42,8,717,1,57,50
4450,Tulare,6/16/2020,49,4,780,0,24,53
4451,Marin,6/16/2020,6,3,390,0,14,9
4452,Amador,6/16/2020,1,0,51,0,3,1
4453,Plumas,6/16/2020,0,0,45,0,0,0
4454,Placer,6/16/2020,8,10,753,2,51,18
4455,San Bernardino,6/16/2020,229,64,4821,13,156,293
4456,Glenn,6/16/2020,1,0,47,0,0,1
4457,Orange,6/16/2020,364,65,6976,18,455,429
4458,San Diego,6/16/2020,289,54,6168,12,320,343
4459,Yolo,6/16/2020,1,0,186,0,6,1
4460,Merced,6/16/2020,6,2,242,0,5,8
4461,Lake,6/16/2020,0,2,110,1,0,2
4462,Santa Cruz,6/16/2020,3,1,397,0,7,4
4463,Riverside,6/16/2020,257,84,4071,18,136,341
4464,Tehama,6/16/2020,0,0,106,0,4,0
4465,Alameda,6/16/2020,95,38,2968,12,142,133
4466,Yuba,6/16/2020,6,0,445,0,17,6
4467,Sutter,6/16/2020,0,0,14,0,0,0
4468,Colusa,6/16/2020,0,1,88,0,6,1
4469,Stanislaus,6/16/2020,50,14,1369,3,89,64
4470,Inyo,6/16/2020,0,0,42,0,2,0
4471,Butte,6/16/2020,3,0,448,0,10,3
4472,Napa,6/16/2020,4,6,397,0,6,10
4473,Trinity,6/16/2020,0,0,54,0,0,0
4474,Mono,6/16/2020,0,0,40,0,2,0
4475,Humboldt,6/16/2020,1,7,352,1,0,8
4476,Siskiyou,6/16/2020,0,1,65,1,4,1
4477,Orange,6/17/2020,351,74,6976,16,407,425
4478,Madera,6/17/2020,4,3,528,1,7,7
4479,Los Angeles,6/17/2020,1446,512,23646,61,1151,1958
4480,Amador,6/17/2020,1,0,51,0,1,1
4481,Marin,6/17/2020,7,1,390,1,9,8
4482,Sacramento,6/17/2020,34,18,2395,5,77,52
4483,Plumas,6/17/2020,0,0,45,0,0,0
4484,Kern,6/17/2020,99,24,1412,0,31,123
4485,Sonoma,6/17/2020,6,13,871,2,47,19
4486,Tulare,6/17/2020,46,3,780,1,23,49
4487,Butte,6/17/2020,3,0,448,0,4,3
4488,Mendocino,6/17/2020,0,0,180,0,4,0
4489,Fresno,6/17/2020,73,30,2138,1,81,103
4490,Santa Barbara,6/17/2020,38,10,717,3,35,48
4491,Tuolumne,6/17/2020,0,0,151,0,0,0
4492,Santa Cruz,6/17/2020,3,4,397,3,9,7
4493,Ventura,6/17/2020,37,64,1368,9,45,101
4494,Merced,6/17/2020,6,4,242,0,3,10
4495,Calaveras,6/17/2020,0,0,50,0,9,0
4496,Yuba,6/17/2020,5,0,445,0,18,5
4497,San Francisco,6/17/2020,35,9,2647,3,86,44
4498,Inyo,6/17/2020,0,0,42,0,3,0
4499,Yolo,6/17/2020,2,0,186,0,6,2
4500,San Luis Obispo,6/17/2020,4,3,365,1,73,7
4501,Napa,6/17/2020,3,6,397,0,6,9
4502,Glenn,6/17/2020,1,0,47,0,0,1
4503,Tehama,6/17/2020,0,0,106,0,6,0
4504,Lake,6/17/2020,0,1,110,0,0,1
4505,Stanislaus,6/17/2020,49,25,1369,3,84,74
4506,El Dorado,6/17/2020,0,2,88,0,11,2
4507,Santa Clara,6/17/2020,37,18,3438,0,204,55
4508,San Bernardino,6/17/2020,233,64,4821,12,146,297
4509,Sutter,6/17/2020,0,0,14,0,0,0
4510,Solano,6/17/2020,13,6,707,0,52,19
4511,Del Norte,6/17/2020,0,0,51,0,2,0
4512,San Benito,6/17/2020,0,0,25,0,0,0
4513,Mariposa,6/17/2020,0,0,30,0,0,0
4514,Riverside,6/17/2020,285,94,4071,19,91,379
4515,Colusa,6/17/2020,0,0,88,0,6,0
4516,Humboldt,6/17/2020,0,3,352,1,0,3
4517,Contra Costa,6/17/2020,23,9,1628,3,96,32
4518,Modoc,6/17/2020,0,0,41,0,0,0
4519,Lassen,6/17/2020,0,0,25,0,0,0
4520,Imperial,6/17/2020,86,3,237,0,0,89
4521,San Diego,6/17/2020,283,60,6235,17,324,343
4522,Monterey,6/17/2020,15,2,824,1,85,17
4523,San Joaquin,6/17/2020,50,11,1376,1,23,61
4524,Siskiyou,6/17/2020,1,3,65,0,2,4
4525,Trinity,6/17/2020,0,2,54,0,0,2
4526,Placer,6/17/2020,6,10,753,1,51,16
4527,Shasta,6/17/2020,0,0,667,0,12,0
4528,Kings,6/17/2020,48,1,199,0,4,49
4529,Mono,6/17/2020,0,0,40,0,2,0
4530,Nevada,6/17/2020,2,0,145,0,9,2
4531,Alameda,6/17/2020,90,47,2968,13,135,137
4532,San Mateo,6/17/2020,14,6,1089,1,50,20
4533,Madera,6/18/2020,10,6,528,1,11,16
4534,San Diego,6/18/2020,288,63,6190,15,313,351
4535,San Luis Obispo,6/18/2020,6,2,450,0,19,8
4536,Mariposa,6/18/2020,0,0,30,0,0,0
4537,Contra Costa,6/18/2020,25,18,1628,4,146,43
4538,Solano,6/18/2020,18,11,707,0,53,29
4539,Marin,6/18/2020,5,1,390,0,9,6
4540,Kern,6/18/2020,89,14,1742,0,87,103
4541,Inyo,6/18/2020,0,0,42,0,2,0
4542,Nevada,6/18/2020,2,1,123,0,9,3
4543,Los Angeles,6/18/2020,1406,494,23644,88,1195,1900
4544,Modoc,6/18/2020,0,0,41,0,0,0
4545,Trinity,6/18/2020,0,2,54,0,0,2
4546,Kings,6/18/2020,48,2,199,0,1,50
4547,Imperial,6/18/2020,72,1,237,0,6,73
4548,Placer,6/18/2020,12,7,753,2,60,19
4549,Shasta,6/18/2020,1,0,667,0,8,1
4550,Merced,6/18/2020,12,5,242,0,6,17
4551,Glenn,6/18/2020,1,0,47,0,0,1
4552,Tehama,6/18/2020,0,0,106,0,4,0
4553,Tulare,6/18/2020,47,4,780,0,11,51
4554,Napa,6/18/2020,4,3,397,0,5,7
4555,Calaveras,6/18/2020,0,1,50,0,8,1
4556,Siskiyou,6/18/2020,1,0,65,0,4,1
4557,Yuba,6/18/2020,4,0,445,0,8,4
4558,Tuolumne,6/18/2020,0,0,151,0,0,0
4559,Fresno,6/18/2020,72,26,2131,0,70,98
4560,San Mateo,6/18/2020,15,9,1089,2,59,24
4561,San Benito,6/18/2020,0,0,25,0,1,0
4562,Humboldt,6/18/2020,0,3,352,1,4,3
4563,Riverside,6/18/2020,292,129,4017,21,97,421
4564,Santa Cruz,6/18/2020,2,2,397,0,10,4
4565,San Joaquin,6/18/2020,56,20,1376,5,23,76
4566,Santa Clara,6/18/2020,38,11,3438,2,205,49
4567,Monterey,6/18/2020,20,1,824,0,89,21
4568,Sonoma,6/18/2020,5,11,871,1,64,16
4569,Del Norte,6/18/2020,0,0,51,0,2,0
4570,San Bernardino,6/18/2020,253,60,4821,8,156,313
4571,Colusa,6/18/2020,0,0,88,0,6,0
4572,Ventura,6/18/2020,40,37,1372,10,39,77
4573,San Francisco,6/18/2020,33,12,2647,2,155,45
4574,Butte,6/18/2020,4,0,448,0,6,4
4575,Plumas,6/18/2020,0,0,45,0,0,0
4576,Sacramento,6/18/2020,34,13,2462,1,180,47
4577,Stanislaus,6/18/2020,56,37,1369,3,88,93
4578,Orange,6/18/2020,335,87,6976,15,412,422
4579,Santa Barbara,6/18/2020,42,6,717,1,33,48
4580,Alameda,6/18/2020,77,53,2968,16,195,130
4581,Sutter,6/18/2020,0,0,14,0,0,0
4582,Mono,6/18/2020,0,0,40,0,2,0
4583,Lassen,6/18/2020,0,0,25,0,0,0
4584,Lake,6/18/2020,0,2,110,0,1,2
4585,Mendocino,6/18/2020,0,0,180,0,4,0
4586,Amador,6/18/2020,1,1,51,0,1,2
4587,Yolo,6/18/2020,2,1,186,0,4,3
4588,El Dorado,6/18/2020,0,3,227,3,8,3
4589,Imperial,6/19/2020,80,0,237,0,5,80
4590,Glenn,6/19/2020,0,0,47,0,0,0
4591,Marin,6/19/2020,5,0,390,0,12,5
4592,Placer,6/19/2020,11,11,753,2,65,22
4593,Humboldt,6/19/2020,0,1,352,1,1,1
4594,Tehama,6/19/2020,0,0,106,0,1,0
4595,Colusa,6/19/2020,0,0,88,0,6,0
4596,Solano,6/19/2020,17,7,707,0,49,24
4597,Sonoma,6/19/2020,4,4,871,1,57,8
4598,San Benito,6/19/2020,0,0,25,0,2,0
4599,Tuolumne,6/19/2020,0,0,151,0,2,0
4600,San Luis Obispo,6/19/2020,5,2,440,0,15,7
4601,Napa,6/19/2020,3,8,397,0,4,11
4602,Los Angeles,6/19/2020,1426,494,23649,73,1197,1920
4603,Merced,6/19/2020,9,1,242,0,5,10
4604,Sutter,6/19/2020,0,0,14,0,0,0
4605,Mariposa,6/19/2020,0,0,30,0,0,0
4606,San Bernardino,6/19/2020,261,57,4821,9,147,318
4607,Amador,6/19/2020,0,0,51,0,2,0
4608,Kings,6/19/2020,49,1,199,0,4,50
4609,Yuba,6/19/2020,4,0,445,0,7,4
4610,El Dorado,6/19/2020,0,3,235,3,9,3
4611,Fresno,6/19/2020,64,37,2135,2,72,101
4612,Riverside,6/19/2020,296,90,4013,25,91,386
4613,Sacramento,6/19/2020,37,17,2479,5,180,54
4614,Modoc,6/19/2020,0,0,41,0,0,0
4615,Shasta,6/19/2020,1,0,667,0,1,1
4616,Lassen,6/19/2020,0,0,25,0,0,0
4617,Santa Cruz,6/19/2020,4,4,397,2,7,8
4618,Mendocino,6/19/2020,1,3,180,0,4,4
4619,Contra Costa,6/19/2020,30,11,1628,1,150,41
4620,Kern,6/19/2020,93,10,1742,0,87,103
4621,Nevada,6/19/2020,2,3,123,0,5,5
4622,Siskiyou,6/19/2020,1,0,65,0,3,1
4623,Butte,6/19/2020,4,1,448,1,9,5
4624,Del Norte,6/19/2020,0,0,51,0,5,0
4625,Orange,6/19/2020,344,66,6976,11,420,410
4626,San Mateo,6/19/2020,15,5,1089,0,61,20
4627,Plumas,6/19/2020,0,0,45,0,0,0
4628,San Diego,6/19/2020,294,65,6214,10,302,359
4629,San Joaquin,6/19/2020,59,15,1376,2,56,74
4630,Yolo,6/19/2020,2,0,186,0,4,2
4631,Ventura,6/19/2020,43,38,1348,7,39,81
4632,Monterey,6/19/2020,18,1,824,0,87,19
4633,Lake,6/19/2020,0,0,110,0,1,0
4634,Trinity,6/19/2020,0,4,54,0,0,4
4635,Inyo,6/19/2020,0,0,42,0,2,0
4636,San Francisco,6/19/2020,30,9,2647,4,151,39
4637,Calaveras,6/19/2020,0,1,50,0,9,1
4638,Stanislaus,6/19/2020,59,34,1364,4,86,93
4639,Tulare,6/19/2020,48,2,780,0,9,50
4640,Madera,6/19/2020,10,1,528,0,11,11
4641,Alameda,6/19/2020,80,57,2968,20,192,137
4642,Mono,6/19/2020,0,0,40,0,2,0
4643,Santa Barbara,6/19/2020,46,4,717,1,53,50
4644,Santa Clara,6/19/2020,39,21,3438,3,209,60
4645,Inyo,6/20/2020,0,0,42,0,3,0
4646,El Dorado,6/20/2020,0,2,235,2,9,2
4647,Stanislaus,6/20/2020,67,30,1364,4,97,97
4648,Contra Costa,6/20/2020,34,17,1628,6,145,51
4649,Calaveras,6/20/2020,1,1,50,1,9,2
4650,Orange,6/20/2020,363,83,6976,25,410,446
4651,Modoc,6/20/2020,0,0,41,0,0,0
4652,Fresno,6/20/2020,71,44,2134,3,80,115
4653,San Benito,6/20/2020,0,0,25,0,3,0
4654,San Diego,6/20/2020,280,50,6169,10,308,330
4655,Sonoma,6/20/2020,5,0,871,0,92,5
4656,Riverside,6/20/2020,297,69,3959,23,113,366
4657,San Mateo,6/20/2020,15,6,1089,0,62,21
4658,Del Norte,6/20/2020,0,0,51,0,5,0
4659,Mendocino,6/20/2020,0,0,180,0,6,0
