,county,date,icu_covid_confirmed,icu_covid_suspected
11250,Santa Cruz,2020-10-15,5,0
11251,Stanislaus,2020-10-15,17,0
11252,San Diego,2020-10-15,62,11
11253,San Mateo,2020-10-16,9,0
11254,Riverside,2020-10-16,41,15
11255,Modoc,2020-10-16,0,0
11256,Solano,2020-10-16,6,1
11257,Humboldt,2020-10-16,1,3
11258,El Dorado,2020-10-16,0,0
11259,Mariposa,2020-10-16,0,0
11260,Inyo,2020-10-16,0,0
11261,Colusa,2020-10-16,0,0
11262,Stanislaus,2020-10-16,15,3
11263,Shasta,2020-10-16,1,0
11264,Glenn,2020-10-16,0,0
11265,Siskiyou,2020-10-16,0,0
11266,Tuolumne,2020-10-16,0,0
11267,Santa Cruz,2020-10-16,6,0
11268,San Francisco,2020-10-16,6,0
11269,San Benito,2020-10-16,0,0
11270,Santa Barbara,2020-10-16,4,1
11271,Nevada,2020-10-16,0,0
11272,Imperial,2020-10-16,13,0
11273,Monterey,2020-10-16,8,0
11274,Tehama,2020-10-16,2,0
11275,Orange,2020-10-16,56,8
11276,Yuba,2020-10-16,0,0
11277,Napa,2020-10-16,0,0
11278,Placer,2020-10-16,4,4
11279,Del Norte,2020-10-16,0,0
11280,Trinity,2020-10-16,0,0
11281,San Diego,2020-10-16,65,9
11282,Butte,2020-10-16,2,0
11283,Merced,2020-10-16,1,1
11284,Alameda,2020-10-16,17,2
11285,Sutter,2020-10-16,0,0
11286,Amador,2020-10-16,0,0
11287,Santa Clara,2020-10-16,29,1
11288,San Bernardino,2020-10-16,46,4
11289,Sonoma,2020-10-16,6,1
11290,Plumas,2020-10-16,0,0
11291,Calaveras,2020-10-16,0,0
11292,Fresno,2020-10-16,24,0
11293,Lake,2020-10-16,1,0
11294,Ventura,2020-10-16,18,1
11295,Lassen,2020-10-16,0,0
11296,Madera,2020-10-16,0,0
11297,San Luis Obispo,2020-10-16,0,0
11298,Kern,2020-10-16,20,0
11299,Sacramento,2020-10-16,22,5
11300,San Joaquin,2020-10-16,5,3
11301,Contra Costa,2020-10-16,5,3
11302,Los Angeles,2020-10-16,200,34
11303,Yolo,2020-10-16,4,0
11304,Tulare,2020-10-16,4,0
11305,Marin,2020-10-16,2,0
11306,Mono,2020-10-16,0,0
11307,Kings,2020-10-16,1,0
11308,Mendocino,2020-10-16,0,0
11309,Tuolumne,2020-10-17,0,0
11310,Del Norte,2020-10-17,0,0
11311,Trinity,2020-10-17,0,0
11312,Madera,2020-10-17,0,1
11313,San Francisco,2020-10-17,8,1
11314,Solano,2020-10-17,6,1
11315,Sonoma,2020-10-17,4,0
11316,Sutter,2020-10-17,0,0
11317,San Joaquin,2020-10-17,4,3
11318,Siskiyou,2020-10-17,0,0
11319,Mariposa,2020-10-17,0,0
11320,Kings,2020-10-17,1,0
11321,Nevada,2020-10-17,0,0
11322,Tehama,2020-10-17,2,0
11323,Ventura,2020-10-17,13,3
11324,Plumas,2020-10-17,0,0
11325,Contra Costa,2020-10-17,3,2
11326,Mendocino,2020-10-17,0,0
11327,Yolo,2020-10-17,4,0
11328,Merced,2020-10-17,2,0
11329,Butte,2020-10-17,2,0
11330,Marin,2020-10-17,2,0
11331,Tulare,2020-10-17,4,0
11332,Riverside,2020-10-17,44,11
11333,El Dorado,2020-10-17,0,0
11334,Modoc,2020-10-17,0,0
11335,Stanislaus,2020-10-17,17,2
11336,San Mateo,2020-10-17,6,3
11337,Placer,2020-10-17,5,2
11338,Lake,2020-10-17,1,0
11339,Amador,2020-10-17,0,0
11340,Santa Cruz,2020-10-17,6,0
11341,Lassen,2020-10-17,0,0
11342,Yuba,2020-10-17,0,0
11343,Napa,2020-10-17,0,0
11344,San Benito,2020-10-17,0,0
11345,Colusa,2020-10-17,0,0
11346,Glenn,2020-10-17,0,0
11347,Alameda,2020-10-17,19,5
11348,Monterey,2020-10-17,6,0
11349,Humboldt,2020-10-17,1,2
11350,Los Angeles,2020-10-17,197,31
11351,Calaveras,2020-10-17,0,0
11352,San Luis Obispo,2020-10-17,0,0
11353,Santa Barbara,2020-10-17,3,1
11354,Imperial,2020-10-17,14,0
11355,Santa Clara,2020-10-17,23,0
11356,Inyo,2020-10-17,0,0
11357,Kern,2020-10-17,18,0
11358,Sacramento,2020-10-17,21,5
11359,Orange,2020-10-17,59,12
11360,Shasta,2020-10-17,0,1
11361,Fresno,2020-10-17,24,1
11362,San Diego,2020-10-17,66,7
11363,San Bernardino,2020-10-17,39,9
11364,Mono,2020-10-17,0,0
11365,San Joaquin,2020-10-18,5,1
11366,San Benito,2020-10-18,0,0
11367,San Francisco,2020-10-18,8,2
11368,Humboldt,2020-10-18,1,0
11369,Sonoma,2020-10-18,5,1
11370,Santa Cruz,2020-10-18,6,0
11371,Orange,2020-10-18,63,6
11372,San Mateo,2020-10-18,5,2
11373,Kings,2020-10-18,1,0
11374,Nevada,2020-10-18,0,0
11375,Del Norte,2020-10-18,0,0
11376,Mariposa,2020-10-18,0,0
11377,Riverside,2020-10-18,43,9
11378,Modoc,2020-10-18,0,0
11379,Tehama,2020-10-18,2,0
11380,Los Angeles,2020-10-18,216,30
11381,Shasta,2020-10-18,1,0
11382,Trinity,2020-10-18,0,0
11383,Tuolumne,2020-10-18,0,0
11384,Glenn,2020-10-18,0,0
11385,Calaveras,2020-10-18,0,0
11386,Kern,2020-10-18,17,0
11387,Santa Clara,2020-10-18,26,1
11388,Yuba,2020-10-18,0,0
11389,Mendocino,2020-10-18,1,0
11390,Yolo,2020-10-18,4,0
11391,Lake,2020-10-18,1,0
11392,Tulare,2020-10-18,3,0
11393,Ventura,2020-10-18,15,1
11394,Monterey,2020-10-18,7,0
11395,Siskiyou,2020-10-18,0,0
11396,San Bernardino,2020-10-18,41,9
11397,Butte,2020-10-18,2,0
11398,San Luis Obispo,2020-10-18,0,0
11399,Inyo,2020-10-18,1,0
11400,Marin,2020-10-18,1,0
11401,Plumas,2020-10-18,0,0
11402,Imperial,2020-10-18,15,0
11403,Madera,2020-10-18,1,0
11404,Santa Barbara,2020-10-18,5,1
11405,Sutter,2020-10-18,0,0
11406,Sacramento,2020-10-18,23,12
11407,Stanislaus,2020-10-18,15,2
11408,Contra Costa,2020-10-18,4,0
11409,Mono,2020-10-18,0,0
11410,Merced,2020-10-18,2,0
11411,El Dorado,2020-10-18,0,0
11412,Lassen,2020-10-18,0,0
11413,Colusa,2020-10-18,0,0
11414,Amador,2020-10-18,0,0
11415,Placer,2020-10-18,4,4
11416,Fresno,2020-10-18,28,2
11417,Solano,2020-10-18,5,0
11418,San Diego,2020-10-18,63,10
11419,Alameda,2020-10-18,20,5
11420,Napa,2020-10-18,0,0
11421,Modoc,2020-10-19,0,0
11422,San Mateo,2020-10-19,7,2
11423,San Luis Obispo,2020-10-19,0,0
11424,Tuolumne,2020-10-19,0,0
11425,San Joaquin,2020-10-19,4,0
11426,Monterey,2020-10-19,7,0
11427,Santa Barbara,2020-10-19,4,0
11428,Orange,2020-10-19,63,5
11429,Imperial,2020-10-19,15,0
11430,Amador,2020-10-19,0,0
11431,Contra Costa,2020-10-19,5,1
11432,Mendocino,2020-10-19,1,0
11433,Yuba,2020-10-19,1,0
11434,Calaveras,2020-10-19,0,0
11435,Fresno,2020-10-19,23,3
11436,Trinity,2020-10-19,0,0
11437,Yolo,2020-10-19,3,0
11438,Ventura,2020-10-19,15,1
11439,Tehama,2020-10-19,2,0
11440,Butte,2020-10-19,2,0
11441,San Diego,2020-10-19,72,13
11442,Tulare,2020-10-19,1,0
11443,El Dorado,2020-10-19,0,0
11444,Stanislaus,2020-10-19,14,3
11445,Los Angeles,2020-10-19,216,46
11446,Nevada,2020-10-19,0,1
11447,Del Norte,2020-10-19,0,0
11448,Lake,2020-10-19,1,1
11449,San Francisco,2020-10-19,8,2
11450,Napa,2020-10-19,0,0
11451,Sonoma,2020-10-19,4,0
11452,Shasta,2020-10-19,1,0
11453,San Benito,2020-10-19,0,0
11454,Inyo,2020-10-19,0,0
11455,Santa Cruz,2020-10-19,5,0
11456,Santa Clara,2020-10-19,26,1
11457,Kings,2020-10-19,1,0
11458,Marin,2020-10-19,1,0
11459,Humboldt,2020-10-19,1,2
11460,Mariposa,2020-10-19,0,0
11461,Placer,2020-10-19,3,1
11462,Alameda,2020-10-19,20,5
11463,Riverside,2020-10-19,42,14
11464,Sutter,2020-10-19,0,0
11465,Colusa,2020-10-19,0,0
11466,Lassen,2020-10-19,0,0
11467,Kern,2020-10-19,18,0
11468,Siskiyou,2020-10-19,0,0
11469,Sacramento,2020-10-19,23,13
11470,Plumas,2020-10-19,0,0
11471,Mono,2020-10-19,0,0
11472,Glenn,2020-10-19,0,0
11473,Madera,2020-10-19,1,1
11474,Solano,2020-10-19,4,2
11475,San Bernardino,2020-10-19,40,7
11476,Merced,2020-10-19,3,0
11477,San Luis Obispo,2020-10-20,0,0
11478,Monterey,2020-10-20,10,0
11479,Shasta,2020-10-20,1,0
11480,Contra Costa,2020-10-20,7,4
11481,Alameda,2020-10-20,18,5
11482,Santa Barbara,2020-10-20,4,0
11483,Butte,2020-10-20,3,0
11484,Trinity,2020-10-20,0,0
11485,Colusa,2020-10-20,0,0
11486,Kern,2020-10-20,17,0
11487,Madera,2020-10-20,1,0
11488,San Benito,2020-10-20,0,0
11489,Ventura,2020-10-20,15,4
11490,El Dorado,2020-10-20,0,0
11491,Sacramento,2020-10-20,22,6
11492,San Joaquin,2020-10-20,4,0
11493,Los Angeles,2020-10-20,222,39
11494,Mendocino,2020-10-20,0,0
11495,Napa,2020-10-20,0,0
11496,Yolo,2020-10-20,3,0
11497,Tuolumne,2020-10-20,0,0
11498,Solano,2020-10-20,4,1
11499,Del Norte,2020-10-20,0,0
11500,Marin,2020-10-20,2,0
11501,San Francisco,2020-10-20,6,1
11502,Calaveras,2020-10-20,0,0
11503,Placer,2020-10-20,3,4
11504,Inyo,2020-10-20,0,0
11505,Yuba,2020-10-20,0,0
11506,Stanislaus,2020-10-20,14,1
11507,Tehama,2020-10-20,2,0
11508,Modoc,2020-10-20,0,0
11509,Plumas,2020-10-20,0,0
11510,San Mateo,2020-10-20,7,2
11511,Tulare,2020-10-20,2,0
11512,Mariposa,2020-10-20,0,0
11513,Humboldt,2020-10-20,1,0
11514,Fresno,2020-10-20,24,1
11515,Kings,2020-10-20,2,0
11516,San Bernardino,2020-10-20,41,7
11517,Nevada,2020-10-20,0,0
11518,San Diego,2020-10-20,69,8
11519,Santa Cruz,2020-10-20,4,0
11520,Orange,2020-10-20,66,5
11521,Imperial,2020-10-20,15,0
11522,Sonoma,2020-10-20,4,0
11523,Lake,2020-10-20,2,0
11524,Amador,2020-10-20,0,0
11525,Merced,2020-10-20,3,0
11526,Santa Clara,2020-10-20,25,1
11527,Glenn,2020-10-20,0,0
11528,Lassen,2020-10-20,0,0
11529,Sutter,2020-10-20,0,0
11530,Mono,2020-10-20,0,0
11531,Riverside,2020-10-20,37,14
11532,Siskiyou,2020-10-20,0,0
11533,Colusa,2020-10-21,0,0
11534,Placer,2020-10-21,3,2
11535,Monterey,2020-10-21,9,0
11536,Ventura,2020-10-21,18,4
11537,Sacramento,2020-10-21,19,5
11538,Imperial,2020-10-21,17,0
11539,Santa Barbara,2020-10-21,3,0
11540,Yolo,2020-10-21,3,0
11541,San Joaquin,2020-10-21,6,0
11542,El Dorado,2020-10-21,0,0
11543,Kings,2020-10-21,2,0
11544,Fresno,2020-10-21,19,0
11545,Plumas,2020-10-21,0,0
11546,Madera,2020-10-21,2,1
11547,Orange,2020-10-21,56,9
11548,Mono,2020-10-21,0,0
11549,Tuolumne,2020-10-21,0,0
11550,Glenn,2020-10-21,0,0
11551,Kern,2020-10-21,19,0
11552,Santa Cruz,2020-10-21,4,0
11553,Solano,2020-10-21,4,3
11554,Amador,2020-10-21,0,0
11555,Humboldt,2020-10-21,1,1
11556,San Benito,2020-10-21,0,0
11557,Los Angeles,2020-10-21,221,34
11558,Stanislaus,2020-10-21,12,3
11559,Riverside,2020-10-21,41,16
11560,San Luis Obispo,2020-10-21,0,0
11561,Merced,2020-10-21,2,0
11562,Sutter,2020-10-21,0,0
11563,Calaveras,2020-10-21,0,0
11564,Lassen,2020-10-21,0,0
11565,San Mateo,2020-10-21,8,1
11566,Mariposa,2020-10-21,0,0
11567,Shasta,2020-10-21,1,0
11568,Alameda,2020-10-21,16,3
11569,Mendocino,2020-10-21,1,0
11570,Tulare,2020-10-21,2,0
11571,San Diego,2020-10-21,67,8
11572,Yuba,2020-10-21,0,0
11573,Modoc,2020-10-21,0,0
11574,Siskiyou,2020-10-21,0,0
11575,Trinity,2020-10-21,0,0
11576,San Bernardino,2020-10-21,48,5
11577,San Francisco,2020-10-21,7,5
11578,Del Norte,2020-10-21,0,0
11579,Inyo,2020-10-21,0,0
11580,Contra Costa,2020-10-21,6,2
11581,Napa,2020-10-21,0,0
11582,Sonoma,2020-10-21,5,0
11583,Santa Clara,2020-10-21,23,4
11584,Lake,2020-10-21,2,0
11585,Marin,2020-10-21,2,0
11586,Nevada,2020-10-21,0,0
11587,Tehama,2020-10-21,2,0
11588,Butte,2020-10-21,1,0
11589,Santa Clara,2020-10-22,23,3
11590,Humboldt,2020-10-22,1,0
11591,Ventura,2020-10-22,19,2
11592,Monterey,2020-10-22,8,0
11593,Solano,2020-10-22,3,2
11594,Mendocino,2020-10-22,0,0
11595,San Diego,2020-10-22,58,13
11596,Sonoma,2020-10-22,5,1
11597,Sutter,2020-10-22,0,0
11598,Del Norte,2020-10-22,0,0
11599,Mariposa,2020-10-22,0,0
11600,Riverside,2020-10-22,39,15
11601,Tulare,2020-10-22,4,0
11602,Trinity,2020-10-22,0,0
11603,Siskiyou,2020-10-22,0,0
11604,Amador,2020-10-22,0,0
11605,Glenn,2020-10-22,0,0
11606,Shasta,2020-10-22,2,0
11607,Kings,2020-10-22,2,1
11608,Mono,2020-10-22,0,0
11609,Colusa,2020-10-22,0,0
11610,Imperial,2020-10-22,17,0
11611,Nevada,2020-10-22,1,0
11612,Fresno,2020-10-22,21,0
11613,Tehama,2020-10-22,2,0
11614,Lassen,2020-10-22,0,0
11615,Kern,2020-10-22,20,0
11616,El Dorado,2020-10-22,0,0
11617,Los Angeles,2020-10-22,227,32
11618,Merced,2020-10-22,3,0
11619,Madera,2020-10-22,2,1
11620,San Luis Obispo,2020-10-22,1,0
11621,San Francisco,2020-10-22,7,3
11622,Calaveras,2020-10-22,0,0
11623,Sacramento,2020-10-22,16,7
11624,Yolo,2020-10-22,3,0
11625,Tuolumne,2020-10-22,0,0
11626,Napa,2020-10-22,0,0
11627,Santa Barbara,2020-10-22,2,0
11628,San Joaquin,2020-10-22,7,1
11629,Butte,2020-10-22,1,0
11630,Santa Cruz,2020-10-22,5,0
11631,Placer,2020-10-22,3,3
11632,Stanislaus,2020-10-22,15,1
11633,Orange,2020-10-22,58,5
11634,San Benito,2020-10-22,0,0
11635,Lake,2020-10-22,2,0
11636,Yuba,2020-10-22,0,0
11637,Alameda,2020-10-22,15,3
11638,Marin,2020-10-22,3,1
11639,Modoc,2020-10-22,0,0
11640,San Mateo,2020-10-22,5,2
11641,San Bernardino,2020-10-22,43,6
11642,Plumas,2020-10-22,0,0
11643,Contra Costa,2020-10-22,7,2
11644,Inyo,2020-10-22,0,0
11645,Glenn,2020-10-23,0,0
11646,Lassen,2020-10-23,0,0
11647,Sacramento,2020-10-23,15,7
11648,San Joaquin,2020-10-23,6,0
11649,San Luis Obispo,2020-10-23,1,0
11650,Inyo,2020-10-23,0,0
11651,Fresno,2020-10-23,23,2
11652,Santa Barbara,2020-10-23,2,0
11653,Tulare,2020-10-23,5,0
11654,Kern,2020-10-23,19,0
11655,Imperial,2020-10-23,16,0
11656,Santa Clara,2020-10-23,16,2
11657,Amador,2020-10-23,0,0
11658,Orange,2020-10-23,55,9
11659,Yuba,2020-10-23,0,0
11660,San Benito,2020-10-23,0,0
11661,Trinity,2020-10-23,0,0
11662,Shasta,2020-10-23,1,0
11663,Butte,2020-10-23,1,0
11664,San Francisco,2020-10-23,7,3
11665,Ventura,2020-10-23,14,4
11666,Kings,2020-10-23,3,1
11667,Sutter,2020-10-23,0,0
11668,Tuolumne,2020-10-23,1,0
11669,Yolo,2020-10-23,3,0
11670,Mendocino,2020-10-23,0,0
11671,Solano,2020-10-23,2,2
11672,Mono,2020-10-23,0,0
11673,Riverside,2020-10-23,37,13
11674,Marin,2020-10-23,2,1
11675,El Dorado,2020-10-23,0,0
11676,Modoc,2020-10-23,0,0
11677,Los Angeles,2020-10-23,229,27
11678,Humboldt,2020-10-23,1,1
11679,Napa,2020-10-23,0,0
11680,Sonoma,2020-10-23,5,0
11681,Nevada,2020-10-23,0,0
11682,San Bernardino,2020-10-23,40,9
11683,Colusa,2020-10-23,0,0
11684,Siskiyou,2020-10-23,0,0
11685,Stanislaus,2020-10-23,14,3
11686,Plumas,2020-10-23,0,0
11687,Mariposa,2020-10-23,0,0
11688,Merced,2020-10-23,2,1
11689,Del Norte,2020-10-23,0,0
11690,Santa Cruz,2020-10-23,4,0
11691,Calaveras,2020-10-23,0,0
11692,Placer,2020-10-23,4,1
11693,Madera,2020-10-23,2,0
11694,Monterey,2020-10-23,8,0
11695,San Mateo,2020-10-23,5,1
11696,Lake,2020-10-23,2,1
11697,Alameda,2020-10-23,11,7
11698,Contra Costa,2020-10-23,9,1
11699,Tehama,2020-10-23,2,0
11700,San Diego,2020-10-23,69,12
11701,Napa,2020-10-24,0,0
11702,El Dorado,2020-10-24,0,0
11703,Alameda,2020-10-24,14,5
11704,Tulare,2020-10-24,5,0
11705,Monterey,2020-10-24,8,0
11706,Santa Barbara,2020-10-24,2,0
11707,Ventura,2020-10-24,13,7
11708,Mariposa,2020-10-24,0,0
11709,Contra Costa,2020-10-24,8,3
11710,Marin,2020-10-24,0,2
11711,San Benito,2020-10-24,0,0
11712,Mono,2020-10-24,0,0
11713,Riverside,2020-10-24,34,9
11714,Plumas,2020-10-24,0,0
11715,Glenn,2020-10-24,0,0
11716,Kings,2020-10-24,3,0
11717,Trinity,2020-10-24,0,0
11718,Solano,2020-10-24,2,2
11719,Fresno,2020-10-24,22,2
11720,Colusa,2020-10-24,0,0
11721,Placer,2020-10-24,3,1
11722,Tuolumne,2020-10-24,0,0
11723,Yolo,2020-10-24,4,0
11724,San Francisco,2020-10-24,6,1
11725,Sutter,2020-10-24,0,0
11726,Stanislaus,2020-10-24,12,2
11727,Sonoma,2020-10-24,4,1
11728,Del Norte,2020-10-24,0,0
11729,Orange,2020-10-24,55,5
11730,Lake,2020-10-24,2,1
11731,San Joaquin,2020-10-24,5,0
11732,Los Angeles,2020-10-24,221,43
11733,San Diego,2020-10-24,67,3
11734,Humboldt,2020-10-24,1,0
11735,Kern,2020-10-24,20,0
11736,Calaveras,2020-10-24,0,0
11737,Madera,2020-10-24,2,2
11738,San Luis Obispo,2020-10-24,1,0
11739,Imperial,2020-10-24,15,0
11740,Modoc,2020-10-24,0,0
11741,Tehama,2020-10-24,2,0
11742,San Bernardino,2020-10-24,38,6
11743,Inyo,2020-10-24,0,0
11744,Nevada,2020-10-24,0,0
11745,Santa Cruz,2020-10-24,3,0
11746,Siskiyou,2020-10-24,0,0
11747,San Mateo,2020-10-24,4,1
11748,Mendocino,2020-10-24,1,0
11749,Santa Clara,2020-10-24,17,2
11750,Butte,2020-10-24,1,0
11751,Lassen,2020-10-24,0,0
11752,Shasta,2020-10-24,3,0
11753,Yuba,2020-10-24,0,0
11754,Amador,2020-10-24,0,0
11755,Merced,2020-10-24,2,0
11756,Sacramento,2020-10-24,15,9
11757,Siskiyou,2020-10-25,0,0
11758,Tulare,2020-10-25,4,0
11759,Yuba,2020-10-25,0,0
11760,Riverside,2020-10-25,37,11
11761,Orange,2020-10-25,59,5
11762,Imperial,2020-10-25,16,0
11763,Plumas,2020-10-25,0,0
11764,Fresno,2020-10-25,24,1
11765,San Benito,2020-10-25,0,0
11766,Butte,2020-10-25,1,0
11767,Merced,2020-10-25,2,0
11768,Glenn,2020-10-25,0,0
11769,Mono,2020-10-25,0,0
11770,Inyo,2020-10-25,0,0
11771,Kings,2020-10-25,2,0
11772,San Mateo,2020-10-25,5,1
11773,Amador,2020-10-25,0,0
11774,Tuolumne,2020-10-25,0,0
11775,San Bernardino,2020-10-25,45,7
11776,Marin,2020-10-25,0,0
11777,Contra Costa,2020-10-25,8,3
11778,Madera,2020-10-25,3,1
11779,Calaveras,2020-10-25,0,0
11780,San Joaquin,2020-10-25,7,0
11781,Shasta,2020-10-25,3,0
11782,Tehama,2020-10-25,2,0
11783,Colusa,2020-10-25,0,0
11784,Nevada,2020-10-25,0,0
11785,Sutter,2020-10-25,0,0
11786,Santa Clara,2020-10-25,16,3
11787,San Luis Obispo,2020-10-25,1,0
11788,Lake,2020-10-25,2,0
11789,Mariposa,2020-10-25,0,0
11790,Santa Cruz,2020-10-25,3,0
11791,Santa Barbara,2020-10-25,3,0
11792,Los Angeles,2020-10-25,204,34
11793,Alameda,2020-10-25,16,4
11794,Sonoma,2020-10-25,4,1
11795,Placer,2020-10-25,3,2
11796,Kern,2020-10-25,19,0
11797,El Dorado,2020-10-25,1,1
11798,San Diego,2020-10-25,63,11
11799,Trinity,2020-10-25,0,0
11800,Ventura,2020-10-25,10,5
11801,Humboldt,2020-10-25,1,1
11802,Del Norte,2020-10-25,0,0
11803,Modoc,2020-10-25,0,0
11804,Solano,2020-10-25,2,1
11805,Yolo,2020-10-25,3,0
11806,Stanislaus,2020-10-25,13,1
11807,Monterey,2020-10-25,7,1
11808,Mendocino,2020-10-25,0,0
11809,Lassen,2020-10-25,0,0
11810,Sacramento,2020-10-25,14,8
11811,San Francisco,2020-10-25,7,0
11812,Napa,2020-10-25,0,0
11813,Tulare,2020-10-26,6,0
11814,Colusa,2020-10-26,0,0
11815,San Francisco,2020-10-26,5,0
11816,Plumas,2020-10-26,0,0
11817,Inyo,2020-10-26,0,0
11818,Ventura,2020-10-26,11,6
11819,Santa Barbara,2020-10-26,3,0
11820,San Benito,2020-10-26,0,0
11821,Del Norte,2020-10-26,0,0
11822,Tehama,2020-10-26,2,0
11823,Kings,2020-10-26,2,0
11824,San Bernardino,2020-10-26,48,8
11825,Glenn,2020-10-26,0,0
11826,Monterey,2020-10-26,8,0
11827,Orange,2020-10-26,56,8
11828,Madera,2020-10-26,3,0
11829,Marin,2020-10-26,0,0
11830,Placer,2020-10-26,3,2
11831,San Mateo,2020-10-26,4,0
11832,Calaveras,2020-10-26,0,0
11833,Stanislaus,2020-10-26,13,1
11834,San Diego,2020-10-26,69,14
11835,Lake,2020-10-26,2,0
11836,Modoc,2020-10-26,0,0
11837,Tuolumne,2020-10-26,0,0
11838,Mono,2020-10-26,0,0
11839,Mariposa,2020-10-26,0,0
11840,Sacramento,2020-10-26,13,9
11841,Lassen,2020-10-26,0,0
11842,Alameda,2020-10-26,17,2
11843,Sonoma,2020-10-26,5,2
11844,Amador,2020-10-26,0,0
11845,Fresno,2020-10-26,25,1
11846,Contra Costa,2020-10-26,10,1
11847,Butte,2020-10-26,1,0
11848,Trinity,2020-10-26,0,0
11849,Nevada,2020-10-26,0,1
11850,Santa Clara,2020-10-26,20,4
11851,Riverside,2020-10-26,58,9
11852,Imperial,2020-10-26,17,0
11853,Sutter,2020-10-26,0,0
11854,Siskiyou,2020-10-26,1,0
11855,Shasta,2020-10-26,3,0
11856,Kern,2020-10-26,18,0
11857,Humboldt,2020-10-26,0,0
11858,Los Angeles,2020-10-26,214,43
11859,San Luis Obispo,2020-10-26,1,1
11860,El Dorado,2020-10-26,1,1
11861,Napa,2020-10-26,0,0
11862,Yuba,2020-10-26,0,0
11863,Solano,2020-10-26,4,1
11864,Merced,2020-10-26,2,0
11865,Yolo,2020-10-26,3,0
11866,Santa Cruz,2020-10-26,3,0
11867,San Joaquin,2020-10-26,8,1
11868,Mendocino,2020-10-26,0,0
11869,Orange,2020-10-27,60,5
11870,Butte,2020-10-27,3,0
11871,Modoc,2020-10-27,0,0
11872,Inyo,2020-10-27,0,0
11873,Riverside,2020-10-27,32,11
11874,Glenn,2020-10-27,0,0
11875,San Mateo,2020-10-27,5,0
11876,Mariposa,2020-10-27,0,0
11877,San Francisco,2020-10-27,6,0
11878,Tehama,2020-10-27,2,0
11879,Yuba,2020-10-27,0,0
11880,San Bernardino,2020-10-27,52,12
11881,Fresno,2020-10-27,28,0
11882,Contra Costa,2020-10-27,11,0
11883,Imperial,2020-10-27,14,0
11884,Madera,2020-10-27,2,1
11885,Alameda,2020-10-27,17,6
11886,Solano,2020-10-27,7,0
11887,San Benito,2020-10-27,0,0
11888,Santa Clara,2020-10-27,19,1
11889,Trinity,2020-10-27,0,0
11890,Tulare,2020-10-27,6,1
11891,Lake,2020-10-27,2,0
11892,Amador,2020-10-27,0,0
11893,Mendocino,2020-10-27,0,0
11894,Tuolumne,2020-10-27,0,0
11895,Napa,2020-10-27,2,0
11896,Merced,2020-10-27,2,0
11897,Kern,2020-10-27,19,0
11898,Plumas,2020-10-27,0,0
11899,Lassen,2020-10-27,0,0
11900,San Diego,2020-10-27,67,13
11901,Yolo,2020-10-27,3,0
11902,Shasta,2020-10-27,2,0
11903,Siskiyou,2020-10-27,1,0
11904,Sutter,2020-10-27,0,0
11905,Colusa,2020-10-27,0,0
11906,Humboldt,2020-10-27,0,0
11907,Sacramento,2020-10-27,12,8
11908,San Joaquin,2020-10-27,7,0
11909,Calaveras,2020-10-27,0,0
11910,Stanislaus,2020-10-27,15,3
11911,San Luis Obispo,2020-10-27,1,0
11912,Del Norte,2020-10-27,0,0
11913,El Dorado,2020-10-27,1,1
11914,Sonoma,2020-10-27,5,1
11915,Marin,2020-10-27,0,0
11916,Placer,2020-10-27,3,3
11917,Nevada,2020-10-27,0,0
11918,Ventura,2020-10-27,11,3
11919,Santa Cruz,2020-10-27,2,0
11920,Santa Barbara,2020-10-27,3,0
11921,Mono,2020-10-27,0,0
11922,Kings,2020-10-27,3,0
11923,Monterey,2020-10-27,9,0
11924,Los Angeles,2020-10-27,229,38
11925,Amador,2020-10-28,0,0
11926,Glenn,2020-10-28,0,0
11927,Plumas,2020-10-28,0,0
11928,Humboldt,2020-10-28,0,0
11929,Marin,2020-10-28,1,0
11930,San Bernardino,2020-10-28,53,9
11931,Solano,2020-10-28,4,0
11932,Monterey,2020-10-28,7,0
11933,Santa Clara,2020-10-28,18,1
11934,Madera,2020-10-28,3,0
11935,Fresno,2020-10-28,29,1
11936,Colusa,2020-10-28,0,0
11937,Kings,2020-10-28,2,0
11938,San Benito,2020-10-28,0,0
11939,San Joaquin,2020-10-28,8,0
11940,Merced,2020-10-28,2,0
11941,Napa,2020-10-28,1,0
11942,San Mateo,2020-10-28,3,1
11943,Trinity,2020-10-28,0,0
11944,Lassen,2020-10-28,0,0
11945,Calaveras,2020-10-28,0,0
11946,Santa Barbara,2020-10-28,1,0
11947,Lake,2020-10-28,2,0
11948,Butte,2020-10-28,3,0
11949,Shasta,2020-10-28,1,0
11950,Kern,2020-10-28,20,0
11951,Tulare,2020-10-28,6,1
11952,Imperial,2020-10-28,17,0
11953,Sacramento,2020-10-28,14,8
11954,Riverside,2020-10-28,35,12
11955,Stanislaus,2020-10-28,16,0
11956,Tehama,2020-10-28,2,0
11957,Sutter,2020-10-28,0,0
11958,Modoc,2020-10-28,0,0
11959,Contra Costa,2020-10-28,5,4
11960,Sonoma,2020-10-28,5,2
11961,Nevada,2020-10-28,1,0
11962,Los Angeles,2020-10-28,222,41
11963,Siskiyou,2020-10-28,1,0
11964,San Diego,2020-10-28,66,8
11965,Yuba,2020-10-28,0,0
11966,Placer,2020-10-28,4,1
11967,Mono,2020-10-28,0,0
11968,Del Norte,2020-10-28,0,0
