,county,date,deaths,reported_deaths
21191,Merced,2020-04-03,0,0
21192,Modoc,2020-04-03,0,0
21193,Mono,2020-04-03,0,0
21194,Monterey,2020-04-03,0,0
21195,Napa,2020-04-03,0,1
21196,Nevada,2020-04-03,0,1
21197,Orange,2020-04-03,3,1
21199,Placer,2020-04-03,0,0
21200,Plumas,2020-04-03,0,0
21201,Riverside,2020-04-03,3,1
21202,Sacramento,2020-04-03,0,2
21203,San Benito,2020-04-03,0,0
21204,San Bernardino,2020-04-03,5,3
21205,San Diego,2020-04-03,7,1
21206,San Francisco,2020-04-03,0,0
21207,San Joaquin,2020-04-03,0,1
21208,San Luis Obispo,2020-04-03,0,0
21209,San Mateo,2020-04-03,3,0
21210,Santa Barbara,2020-04-03,0,0
21211,Santa Clara,2020-04-03,6,1
21212,Santa Cruz,2020-04-03,0,0
21213,Shasta,2020-04-03,0,0
21214,Sierra,2020-04-03,0,0
21215,Siskiyou,2020-04-03,0,0
21216,Solano,2020-04-03,0,1
21217,Sonoma,2020-04-03,0,0
21218,Stanislaus,2020-04-03,1,0
21219,Sutter,2020-04-03,0,0
21220,Tehama,2020-04-03,0,0
21221,Trinity,2020-04-03,0,0
21222,Tulare,2020-04-03,5,2
21223,Tuolumne,2020-04-03,0,0
21225,Ventura,2020-04-03,1,1
21226,Yolo,2020-04-03,0,0
21227,Yuba,2020-04-03,0,0
21228,Alameda,2020-04-02,4,2
21229,Alpine,2020-04-02,0,0
21230,Amador,2020-04-02,0,0
21231,Butte,2020-04-02,0,0
21232,Calaveras,2020-04-02,0,0
21234,Colusa,2020-04-02,0,0
21235,Contra Costa,2020-04-02,4,0
21236,Del Norte,2020-04-02,0,0
21237,El Dorado,2020-04-02,0,0
21238,Fresno,2020-04-02,1,0
21239,Glenn,2020-04-02,0,0
21240,Humboldt,2020-04-02,0,0
21241,Imperial,2020-04-02,1,0
21242,Inyo,2020-04-02,0,0
21243,Kern,2020-04-02,0,0
21244,Kings,2020-04-02,0,0
21245,Lake,2020-04-02,0,0
21246,Lassen,2020-04-02,0,0
21247,Los Angeles,2020-04-02,57,13
21248,Madera,2020-04-02,0,0
21249,Marin,2020-04-02,0,0
21250,Mariposa,2020-04-02,0,0
21251,Mendocino,2020-04-02,0,0
21252,Merced,2020-04-02,0,0
21253,Modoc,2020-04-02,0,0
21254,Mono,2020-04-02,0,0
21255,Monterey,2020-04-02,0,0
21256,Napa,2020-04-02,0,0
21257,Nevada,2020-04-02,0,0
21258,Orange,2020-04-02,3,1
21260,Placer,2020-04-02,1,0
21261,Plumas,2020-04-02,0,0
21262,Riverside,2020-04-02,7,2
21263,Sacramento,2020-04-02,3,1
21264,San Benito,2020-04-02,0,0
21265,San Bernardino,2020-04-02,4,3
21266,San Diego,2020-04-02,8,5
21267,San Francisco,2020-04-02,1,0
21268,San Joaquin,2020-04-02,0,1
21269,San Luis Obispo,2020-04-02,0,0
21270,San Mateo,2020-04-02,0,0
21271,Santa Barbara,2020-04-02,0,1
21272,Santa Clara,2020-04-02,3,5
21273,Santa Cruz,2020-04-02,1,0
21274,Shasta,2020-04-02,0,0
21275,Sierra,2020-04-02,0,0
21276,Siskiyou,2020-04-02,0,0
21277,Solano,2020-04-02,0,0
21278,Sonoma,2020-04-02,0,0
21279,Stanislaus,2020-04-02,2,0
21280,Sutter,2020-04-02,0,0
21281,Tehama,2020-04-02,0,0
21282,Trinity,2020-04-02,0,0
21283,Tulare,2020-04-02,7,0
21284,Tuolumne,2020-04-02,0,0
21286,Ventura,2020-04-02,1,0
21287,Yolo,2020-04-02,0,0
21288,Yuba,2020-04-02,0,0
21289,Alameda,2020-04-01,9,1
21290,Alpine,2020-04-01,0,0
21291,Amador,2020-04-01,0,0
21292,Butte,2020-04-01,0,0
21293,Calaveras,2020-04-01,0,0
21295,Colusa,2020-04-01,0,0
21296,Contra Costa,2020-04-01,1,0
21297,Del Norte,2020-04-01,0,0
21298,El Dorado,2020-04-01,0,0
21299,Fresno,2020-04-01,1,0
21300,Glenn,2020-04-01,0,0
21301,Humboldt,2020-04-01,0,0
21302,Imperial,2020-04-01,0,0
21303,Inyo,2020-04-01,0,0
21304,Kern,2020-04-01,0,0
21305,Kings,2020-04-01,0,0
21306,Lake,2020-04-01,0,0
21307,Lassen,2020-04-01,0,0
21308,Los Angeles,2020-04-01,54,13
21309,Madera,2020-04-01,0,0
21310,Marin,2020-04-01,1,0
21311,Mariposa,2020-04-01,0,0
21312,Mendocino,2020-04-01,0,0
21313,Merced,2020-04-01,1,0
21314,Modoc,2020-04-01,0,0
21315,Mono,2020-04-01,0,1
21316,Monterey,2020-04-01,0,0
21317,Napa,2020-04-01,0,0
21318,Nevada,2020-04-01,0,0
21319,Orange,2020-04-01,4,4
21321,Placer,2020-04-01,0,0
21322,Plumas,2020-04-01,0,0
21323,Riverside,2020-04-01,4,3
21324,Sacramento,2020-04-01,5,0
21325,San Benito,2020-04-01,0,0
21326,San Bernardino,2020-04-01,4,0
21327,San Diego,2020-04-01,6,2
21328,San Francisco,2020-04-01,1,1
21329,San Joaquin,2020-04-01,0,1
21330,San Luis Obispo,2020-04-01,0,0
21331,San Mateo,2020-04-01,1,1
21332,Santa Barbara,2020-04-01,0,0
21333,Santa Clara,2020-04-01,7,3
21334,Santa Cruz,2020-04-01,0,0
21335,Shasta,2020-04-01,0,0
21336,Sierra,2020-04-01,0,0
21337,Siskiyou,2020-04-01,0,0
21338,Solano,2020-04-01,0,0
21339,Sonoma,2020-04-01,0,0
21340,Stanislaus,2020-04-01,0,0
21341,Sutter,2020-04-01,0,1
21342,Tehama,2020-04-01,0,0
21343,Trinity,2020-04-01,0,0
21344,Tulare,2020-04-01,3,0
21345,Tuolumne,2020-04-01,0,0
21347,Ventura,2020-04-01,2,1
21348,Yolo,2020-04-01,1,0
21349,Yuba,2020-04-01,0,0
21350,Alameda,2020-03-31,4,0
21351,Alpine,2020-03-31,0,0
21352,Amador,2020-03-31,0,0
21353,Butte,2020-03-31,0,0
21354,Calaveras,2020-03-31,0,0
21356,Colusa,2020-03-31,0,0
21357,Contra Costa,2020-03-31,1,0
21358,Del Norte,2020-03-31,0,0
21359,El Dorado,2020-03-31,0,0
21360,Fresno,2020-03-31,0,0
21361,Glenn,2020-03-31,0,0
21362,Humboldt,2020-03-31,0,0
21363,Imperial,2020-03-31,0,0
21364,Inyo,2020-03-31,0,0
21365,Kern,2020-03-31,2,0
21366,Kings,2020-03-31,0,0
21367,Lake,2020-03-31,0,0
21368,Lassen,2020-03-31,0,0
21369,Los Angeles,2020-03-31,46,9
21370,Madera,2020-03-31,0,0
21371,Marin,2020-03-31,1,1
21372,Mariposa,2020-03-31,0,0
21373,Mendocino,2020-03-31,0,0
21374,Merced,2020-03-31,0,0
21375,Modoc,2020-03-31,0,0
21376,Mono,2020-03-31,0,0
21377,Monterey,2020-03-31,0,1
21378,Napa,2020-03-31,0,0
21379,Nevada,2020-03-31,0,0
21380,Orange,2020-03-31,1,2
21382,Placer,2020-03-31,0,0
21383,Plumas,2020-03-31,0,0
21384,Riverside,2020-03-31,4,1
21385,Sacramento,2020-03-31,1,0
21386,San Benito,2020-03-31,0,0
21387,San Bernardino,2020-03-31,3,1
21388,San Diego,2020-03-31,6,2
21389,San Francisco,2020-03-31,1,0
21390,San Joaquin,2020-03-31,0,2
21391,San Luis Obispo,2020-03-31,0,0
21392,San Mateo,2020-03-31,4,1
21393,Santa Barbara,2020-03-31,0,0
21394,Santa Clara,2020-03-31,3,-1
21395,Santa Cruz,2020-03-31,0,0
21396,Shasta,2020-03-31,0,0
21397,Sierra,2020-03-31,0,0
21398,Siskiyou,2020-03-31,0,0
21399,Solano,2020-03-31,1,0
21400,Sonoma,2020-03-31,0,0
21401,Stanislaus,2020-03-31,0,0
21402,Sutter,2020-03-31,0,0
21403,Tehama,2020-03-31,0,0
21404,Trinity,2020-03-31,0,0
21405,Tulare,2020-03-31,2,0
21406,Tuolumne,2020-03-31,0,0
21408,Ventura,2020-03-31,0,2
21409,Yolo,2020-03-31,0,0
21410,Yuba,2020-03-31,0,0
21411,Alameda,2020-03-30,2,1
21412,Alpine,2020-03-30,0,0
21413,Amador,2020-03-30,0,0
21414,Butte,2020-03-30,0,0
21415,Calaveras,2020-03-30,0,0
21417,Colusa,2020-03-30,0,0
21418,Contra Costa,2020-03-30,2,0
21419,Del Norte,2020-03-30,0,0
21420,El Dorado,2020-03-30,0,0
21421,Fresno,2020-03-30,1,0
21422,Glenn,2020-03-30,0,0
21423,Humboldt,2020-03-30,0,0
21424,Imperial,2020-03-30,0,0
21425,Inyo,2020-03-30,0,0
21426,Kern,2020-03-30,0,0
21427,Kings,2020-03-30,0,0
21428,Lake,2020-03-30,0,0
21429,Lassen,2020-03-30,0,0
21430,Los Angeles,2020-03-30,46,7
21431,Madera,2020-03-30,0,0
21432,Marin,2020-03-30,0,0
21433,Mariposa,2020-03-30,0,0
21434,Mendocino,2020-03-30,0,0
21435,Merced,2020-03-30,0,0
21436,Modoc,2020-03-30,0,0
21437,Mono,2020-03-30,0,0
21438,Monterey,2020-03-30,1,0
21439,Napa,2020-03-30,0,0
21440,Nevada,2020-03-30,0,0
21441,Orange,2020-03-30,5,3
21443,Placer,2020-03-30,0,0
21444,Plumas,2020-03-30,0,0
21445,Riverside,2020-03-30,3,0
21446,Sacramento,2020-03-30,2,1
21447,San Benito,2020-03-30,0,0
21448,San Bernardino,2020-03-30,4,2
21449,San Diego,2020-03-30,4,0
21450,San Francisco,2020-03-30,1,0
21451,San Joaquin,2020-03-30,0,1
21452,San Luis Obispo,2020-03-30,0,0
21453,San Mateo,2020-03-30,0,-1
21454,Santa Barbara,2020-03-30,0,0
21455,Santa Clara,2020-03-30,3,1
21456,Santa Cruz,2020-03-30,0,0
21457,Shasta,2020-03-30,0,0
21458,Sierra,2020-03-30,0,0
21459,Siskiyou,2020-03-30,0,0
21460,Solano,2020-03-30,0,0
21461,Sonoma,2020-03-30,0,0
21462,Stanislaus,2020-03-30,0,0
21463,Sutter,2020-03-30,0,0
21464,Tehama,2020-03-30,0,0
21465,Trinity,2020-03-30,0,0
21466,Tulare,2020-03-30,1,0
21467,Tuolumne,2020-03-30,0,0
21469,Ventura,2020-03-30,0,0
21470,Yolo,2020-03-30,0,0
21471,Yuba,2020-03-30,0,0
21472,Alameda,2020-03-29,3,-6
21473,Alpine,2020-03-29,0,0
21474,Amador,2020-03-29,0,0
21475,Butte,2020-03-29,0,0
21476,Calaveras,2020-03-29,0,0
21478,Colusa,2020-03-29,0,0
21479,Contra Costa,2020-03-29,0,-1
21480,Del Norte,2020-03-29,0,0
21481,El Dorado,2020-03-29,0,0
21482,Fresno,2020-03-29,1,0
21483,Glenn,2020-03-29,0,0
21484,Humboldt,2020-03-29,0,0
21485,Imperial,2020-03-29,0,0
21486,Inyo,2020-03-29,0,0
21487,Kern,2020-03-29,0,0
21488,Kings,2020-03-29,0,0
21489,Lake,2020-03-29,0,0
21490,Lassen,2020-03-29,0,0
21491,Los Angeles,2020-03-29,30,-27
21492,Madera,2020-03-29,0,-1
21493,Marin,2020-03-29,0,0
21494,Mariposa,2020-03-29,0,0
21495,Mendocino,2020-03-29,0,0
21496,Merced,2020-03-29,0,0
21497,Modoc,2020-03-29,0,0
21498,Mono,2020-03-29,0,0
21499,Monterey,2020-03-29,0,-1
21500,Napa,2020-03-29,0,0
21501,Nevada,2020-03-29,0,0
21502,Orange,2020-03-29,0,-2
21504,Placer,2020-03-29,0,0
21505,Plumas,2020-03-29,0,0
21506,Riverside,2020-03-29,4,-7
21507,Sacramento,2020-03-29,0,-7
21508,San Benito,2020-03-29,0,-1
21509,San Bernardino,2020-03-29,3,-2
21510,San Diego,2020-03-29,4,-7
21511,San Francisco,2020-03-29,1,-1
21512,San Joaquin,2020-03-29,1,-4
21513,San Luis Obispo,2020-03-29,0,0
21514,San Mateo,2020-03-29,3,-5
21515,Santa Barbara,2020-03-29,1,0
21516,Santa Clara,2020-03-29,2,-24
21517,Santa Cruz,2020-03-29,0,1
21518,Shasta,2020-03-29,0,-1
21519,Sierra,2020-03-29,0,0
21520,Siskiyou,2020-03-29,0,0
21521,Solano,2020-03-29,0,0
21522,Sonoma,2020-03-29,0,-1
21523,Stanislaus,2020-03-29,0,0
21524,Sutter,2020-03-29,0,0
21525,Tehama,2020-03-29,0,0
21526,Trinity,2020-03-29,0,0
21527,Tulare,2020-03-29,0,1
21528,Tuolumne,2020-03-29,0,0
21530,Ventura,2020-03-29,0,-2
21531,Yolo,2020-03-29,0,-1
21532,Yuba,2020-03-29,0,0
21533,Alameda,2020-03-28,2,8
21534,Alpine,2020-03-28,0,0
21535,Amador,2020-03-28,0,0
21536,Butte,2020-03-28,0,0
21537,Calaveras,2020-03-28,0,0
21539,Colusa,2020-03-28,0,0
21540,Contra Costa,2020-03-28,0,2
21541,Del Norte,2020-03-28,0,0
21542,El Dorado,2020-03-28,0,0
21543,Fresno,2020-03-28,0,0
21544,Glenn,2020-03-28,0,0
21545,Humboldt,2020-03-28,0,0
21546,Imperial,2020-03-28,1,0
21547,Inyo,2020-03-28,0,0
21548,Kern,2020-03-28,1,0
21549,Kings,2020-03-28,0,0
21550,Lake,2020-03-28,0,0
21551,Lassen,2020-03-28,0,0
21552,Los Angeles,2020-03-28,38,38
21553,Madera,2020-03-28,0,1
21554,Marin,2020-03-28,0,0
21555,Mariposa,2020-03-28,0,0
21556,Mendocino,2020-03-28,0,0
21557,Merced,2020-03-28,0,0
21558,Modoc,2020-03-28,0,0
21559,Mono,2020-03-28,0,0
21560,Monterey,2020-03-28,0,1
21561,Napa,2020-03-28,0,0
21562,Nevada,2020-03-28,0,0
21563,Orange,2020-03-28,3,2
21565,Placer,2020-03-28,1,1
21566,Plumas,2020-03-28,0,0
21567,Riverside,2020-03-28,2,7
21568,Sacramento,2020-03-28,2,8
21569,San Benito,2020-03-28,1,1
21570,San Bernardino,2020-03-28,8,2
21571,San Diego,2020-03-28,4,9
21572,San Francisco,2020-03-28,2,4
21573,San Joaquin,2020-03-28,0,5
21574,San Luis Obispo,2020-03-28,0,0
21575,San Mateo,2020-03-28,3,10
21576,Santa Barbara,2020-03-28,0,0
21577,Santa Clara,2020-03-28,2,29
21578,Santa Cruz,2020-03-28,0,0
21579,Shasta,2020-03-28,1,1
21580,Sierra,2020-03-28,0,0
21581,Siskiyou,2020-03-28,0,0
21582,Solano,2020-03-28,0,0
21583,Sonoma,2020-03-28,1,1
21584,Stanislaus,2020-03-28,0,0
21585,Sutter,2020-03-28,0,0
21586,Tehama,2020-03-28,0,0
21587,Trinity,2020-03-28,0,0
21588,Tulare,2020-03-28,0,0
21589,Tuolumne,2020-03-28,0,0
21591,Ventura,2020-03-28,0,2
21592,Yolo,2020-03-28,0,1
21593,Yuba,2020-03-28,0,0
21594,Alameda,2020-03-27,6,0
21595,Alpine,2020-03-27,0,0
21596,Amador,2020-03-27,0,0
21597,Butte,2020-03-27,0,0
21598,Calaveras,2020-03-27,0,0
21600,Colusa,2020-03-27,0,0
21601,Contra Costa,2020-03-27,0,0
21602,Del Norte,2020-03-27,0,0
21603,El Dorado,2020-03-27,0,0
21604,Fresno,2020-03-27,2,0
21605,Glenn,2020-03-27,0,0
21606,Humboldt,2020-03-27,0,0
21607,Imperial,2020-03-27,0,0
21608,Inyo,2020-03-27,0,0
21609,Kern,2020-03-27,0,0
21610,Kings,2020-03-27,0,0
21611,Lake,2020-03-27,0,0
21612,Lassen,2020-03-27,0,0
21613,Los Angeles,2020-03-27,36,7
21614,Madera,2020-03-27,0,1
21615,Marin,2020-03-27,0,0
21616,Mariposa,2020-03-27,0,0
21617,Mendocino,2020-03-27,0,0
21618,Merced,2020-03-27,0,0
21619,Modoc,2020-03-27,0,0
21620,Mono,2020-03-27,0,0
21621,Monterey,2020-03-27,0,0
21622,Napa,2020-03-27,0,0
21623,Nevada,2020-03-27,0,0
21624,Orange,2020-03-27,3,1
21626,Placer,2020-03-27,0,0
21627,Plumas,2020-03-27,0,0
21628,Riverside,2020-03-27,4,0
21629,Sacramento,2020-03-27,2,1
21630,San Benito,2020-03-27,0,0
21631,San Bernardino,2020-03-27,7,1
21632,San Diego,2020-03-27,6,3
21633,San Francisco,2020-03-27,1,1
21634,San Joaquin,2020-03-27,1,0
21635,San Luis Obispo,2020-03-27,0,0
21636,San Mateo,2020-03-27,3,2
21637,Santa Barbara,2020-03-27,0,0
21638,Santa Clara,2020-03-27,3,5
21639,Santa Cruz,2020-03-27,0,0
21640,Shasta,2020-03-27,0,0
21641,Sierra,2020-03-27,0,0
21642,Siskiyou,2020-03-27,0,0
21643,Solano,2020-03-27,0,0
21644,Sonoma,2020-03-27,0,0
21645,Stanislaus,2020-03-27,0,0
21646,Sutter,2020-03-27,1,0
21647,Tehama,2020-03-27,0,0
21648,Trinity,2020-03-27,0,0
21649,Tulare,2020-03-27,1,0
21650,Tuolumne,2020-03-27,0,0
21652,Ventura,2020-03-27,1,1
21653,Yolo,2020-03-27,0,0
21654,Yuba,2020-03-27,0,0
21655,Alameda,2020-03-26,1,1
21656,Alpine,2020-03-26,0,0
21657,Amador,2020-03-26,0,0
21658,Butte,2020-03-26,0,0
21659,Calaveras,2020-03-26,0,0
21661,Colusa,2020-03-26,0,0
21662,Contra Costa,2020-03-26,2,1
21663,Del Norte,2020-03-26,0,0
21664,El Dorado,2020-03-26,0,0
21665,Fresno,2020-03-26,2,0
21666,Glenn,2020-03-26,0,0
21667,Humboldt,2020-03-26,0,0
21668,Imperial,2020-03-26,0,0
21669,Inyo,2020-03-26,0,0
21670,Kern,2020-03-26,1,0
21671,Kings,2020-03-26,0,0
21672,Lake,2020-03-26,0,0
21673,Lassen,2020-03-26,0,0
21674,Los Angeles,2020-03-26,36,9
21675,Madera,2020-03-26,0,0
21676,Marin,2020-03-26,1,0
21677,Mariposa,2020-03-26,0,0
21678,Mendocino,2020-03-26,0,0
21679,Merced,2020-03-26,0,0
21680,Modoc,2020-03-26,0,0
21681,Mono,2020-03-26,0,0
21682,Monterey,2020-03-26,0,0
21683,Napa,2020-03-26,0,0
21684,Nevada,2020-03-26,0,0
21685,Orange,2020-03-26,4,0
21687,Placer,2020-03-26,0,0
21688,Plumas,2020-03-26,0,0
21689,Riverside,2020-03-26,2,2
21690,Sacramento,2020-03-26,1,0
21691,San Benito,2020-03-26,0,0
21692,San Bernardino,2020-03-26,2,0
21693,San Diego,2020-03-26,4,0
21694,San Francisco,2020-03-26,0,0
21695,San Joaquin,2020-03-26,0,1
21696,San Luis Obispo,2020-03-26,0,0
21697,San Mateo,2020-03-26,2,0
21698,Santa Barbara,2020-03-26,0,0
21699,Santa Clara,2020-03-26,2,0
21700,Santa Cruz,2020-03-26,0,0
21701,Shasta,2020-03-26,0,0
21702,Sierra,2020-03-26,0,0
21703,Siskiyou,2020-03-26,0,0
21704,Solano,2020-03-26,0,0
21705,Sonoma,2020-03-26,0,0
21706,Stanislaus,2020-03-26,0,0
21707,Sutter,2020-03-26,0,0
21708,Tehama,2020-03-26,0,0
21709,Trinity,2020-03-26,0,0
21710,Tulare,2020-03-26,2,0
21711,Tuolumne,2020-03-26,0,0
21713,Ventura,2020-03-26,0,0
21714,Yolo,2020-03-26,0,0
21715,Yuba,2020-03-26,0,0
21716,Alameda,2020-03-25,2,1
21717,Alpine,2020-03-25,0,0
21718,Amador,2020-03-25,0,0
21719,Butte,2020-03-25,0,0
21720,Calaveras,2020-03-25,0,0
21722,Colusa,2020-03-25,0,0
21723,Contra Costa,2020-03-25,1,0
21724,Del Norte,2020-03-25,0,0
21725,El Dorado,2020-03-25,0,0
21726,Fresno,2020-03-25,1,0
21727,Glenn,2020-03-25,0,0
21728,Humboldt,2020-03-25,0,0
21729,Imperial,2020-03-25,0,0
21730,Inyo,2020-03-25,0,0
21731,Kern,2020-03-25,0,0
21732,Kings,2020-03-25,0,0
21733,Lake,2020-03-25,0,0
21734,Lassen,2020-03-25,0,0
21735,Los Angeles,2020-03-25,36,3
21736,Madera,2020-03-25,0,0
21737,Marin,2020-03-25,2,0
21738,Mariposa,2020-03-25,0,0
21739,Mendocino,2020-03-25,0,0
21740,Merced,2020-03-25,0,0
21741,Modoc,2020-03-25,0,0
21742,Mono,2020-03-25,0,0
21743,Monterey,2020-03-25,0,0
21744,Napa,2020-03-25,0,0
21745,Nevada,2020-03-25,0,0
21746,Orange,2020-03-25,4,1
21748,Placer,2020-03-25,0,0
21749,Plumas,2020-03-25,0,0
21750,Riverside,2020-03-25,2,0
21751,Sacramento,2020-03-25,2,1
21752,San Benito,2020-03-25,0,0
21753,San Bernardino,2020-03-25,4,1
21754,San Diego,2020-03-25,4,0
21755,San Francisco,2020-03-25,1,0
21756,San Joaquin,2020-03-25,0,0
21757,San Luis Obispo,2020-03-25,0,0
21758,San Mateo,2020-03-25,2,3
21759,Santa Barbara,2020-03-25,0,0
21760,Santa Clara,2020-03-25,0,3
21761,Santa Cruz,2020-03-25,0,0
21762,Shasta,2020-03-25,0,1
21763,Sierra,2020-03-25,0,0
21764,Siskiyou,2020-03-25,0,0
21765,Solano,2020-03-25,0,0
21766,Sonoma,2020-03-25,0,0
21767,Stanislaus,2020-03-25,1,0
21768,Sutter,2020-03-25,0,0
21769,Tehama,2020-03-25,0,0
21770,Trinity,2020-03-25,0,0
21771,Tulare,2020-03-25,1,0
21772,Tuolumne,2020-03-25,0,0
21774,Ventura,2020-03-25,2,0
21775,Yolo,2020-03-25,1,1
21776,Yuba,2020-03-25,0,0
21777,Alameda,2020-03-24,5,1
21778,Alpine,2020-03-24,0,0
21779,Amador,2020-03-24,0,0
21780,Butte,2020-03-24,0,0
21781,Calaveras,2020-03-24,0,0
21783,Colusa,2020-03-24,0,0
21784,Contra Costa,2020-03-24,1,-1
21785,Del Norte,2020-03-24,0,0
21786,El Dorado,2020-03-24,0,0
21787,Fresno,2020-03-24,0,0
21788,Glenn,2020-03-24,0,0
21789,Humboldt,2020-03-24,0,0
21790,Imperial,2020-03-24,0,0
21791,Inyo,2020-03-24,0,0
21792,Kern,2020-03-24,0,0
21793,Kings,2020-03-24,0,0
21794,Lake,2020-03-24,0,0
21795,Lassen,2020-03-24,0,0
21796,Los Angeles,2020-03-24,22,3
21797,Madera,2020-03-24,0,0
21798,Marin,2020-03-24,2,0
21799,Mariposa,2020-03-24,0,0
21800,Mendocino,2020-03-24,0,0
21801,Merced,2020-03-24,2,0
21802,Modoc,2020-03-24,0,0
21803,Mono,2020-03-24,0,0
21804,Monterey,2020-03-24,0,0
21805,Napa,2020-03-24,0,0
21806,Nevada,2020-03-24,1,0
21807,Orange,2020-03-24,2,0
21809,Placer,2020-03-24,0,0
21810,Plumas,2020-03-24,0,0
21811,Riverside,2020-03-24,3,0
21812,Sacramento,2020-03-24,4,0
21813,San Benito,2020-03-24,0,0
21814,San Bernardino,2020-03-24,4,0
21815,San Diego,2020-03-24,2,1
21816,San Francisco,2020-03-24,0,1
21817,San Joaquin,2020-03-24,0,0
21818,San Luis Obispo,2020-03-24,0,0
21819,San Mateo,2020-03-24,1,1
21820,Santa Barbara,2020-03-24,0,0
21821,Santa Clara,2020-03-24,2,4
21822,Santa Cruz,2020-03-24,0,0
21823,Shasta,2020-03-24,0,0
21824,Sierra,2020-03-24,0,0
21825,Siskiyou,2020-03-24,0,0
21826,Solano,2020-03-24,0,0
21827,Sonoma,2020-03-24,0,0
21828,Stanislaus,2020-03-24,0,0
21829,Sutter,2020-03-24,0,0
21830,Tehama,2020-03-24,0,0
21831,Trinity,2020-03-24,0,0
21832,Tulare,2020-03-24,1,0
21833,Tuolumne,2020-03-24,0,0
21835,Ventura,2020-03-24,1,1
21836,Yolo,2020-03-24,0,0
21837,Yuba,2020-03-24,0,0
21838,Alameda,2020-03-23,3,0
21839,Alpine,2020-03-23,0,0
21840,Amador,2020-03-23,0,0
21841,Butte,2020-03-23,0,0
21842,Calaveras,2020-03-23,0,0
21844,Colusa,2020-03-23,0,0
21845,Contra Costa,2020-03-23,0,1
21846,Del Norte,2020-03-23,0,0
21847,El Dorado,2020-03-23,0,0
21848,Fresno,2020-03-23,1,0
21849,Glenn,2020-03-23,0,0
21850,Humboldt,2020-03-23,0,0
21851,Imperial,2020-03-23,1,0
21852,Inyo,2020-03-23,0,0
21853,Kern,2020-03-23,1,0
21854,Kings,2020-03-23,0,0
21855,Lake,2020-03-23,0,0
21856,Lassen,2020-03-23,0,0
21857,Los Angeles,2020-03-23,22,1
21858,Madera,2020-03-23,0,0
21859,Marin,2020-03-23,0,0
21860,Mariposa,2020-03-23,0,0
21861,Mendocino,2020-03-23,0,0
21862,Merced,2020-03-23,0,0
21863,Modoc,2020-03-23,0,0
21864,Mono,2020-03-23,0,0
21865,Monterey,2020-03-23,0,0
21866,Napa,2020-03-23,0,0
21867,Nevada,2020-03-23,0,0
21868,Orange,2020-03-23,2,0
21870,Placer,2020-03-23,0,0
21871,Plumas,2020-03-23,0,0
21872,Riverside,2020-03-23,5,0
21873,Sacramento,2020-03-23,0,0
21874,San Benito,2020-03-23,0,0
21875,San Bernardino,2020-03-23,2,0
21876,San Diego,2020-03-23,6,1
21877,San Francisco,2020-03-23,1,0
21878,San Joaquin,2020-03-23,1,0
21879,San Luis Obispo,2020-03-23,0,0
21880,San Mateo,2020-03-23,0,0
21881,Santa Barbara,2020-03-23,0,0
21882,Santa Clara,2020-03-23,4,0
21883,Santa Cruz,2020-03-23,0,0
21884,Shasta,2020-03-23,0,0
21885,Sierra,2020-03-23,0,0
21886,Siskiyou,2020-03-23,0,0
21887,Solano,2020-03-23,0,0
21888,Sonoma,2020-03-23,0,0
21889,Stanislaus,2020-03-23,0,0
21890,Sutter,2020-03-23,0,0
21891,Tehama,2020-03-23,1,0
21892,Trinity,2020-03-23,0,0
21893,Tulare,2020-03-23,0,0
21894,Tuolumne,2020-03-23,0,0
21896,Ventura,2020-03-23,1,0
21897,Yolo,2020-03-23,2,0
21898,Yuba,2020-03-23,0,0
21899,Alameda,2020-03-22,1,1
21900,Alpine,2020-03-22,0,0
21901,Amador,2020-03-22,0,0
21902,Butte,2020-03-22,0,0
21903,Calaveras,2020-03-22,0,0
21905,Colusa,2020-03-22,0,0
21906,Contra Costa,2020-03-22,0,0
21907,Del Norte,2020-03-22,0,0
21908,El Dorado,2020-03-22,0,0
21909,Fresno,2020-03-22,1,0
21910,Glenn,2020-03-22,0,0
21911,Humboldt,2020-03-22,0,0
21912,Imperial,2020-03-22,0,0
21913,Inyo,2020-03-22,0,0
21914,Kern,2020-03-22,0,0
21915,Kings,2020-03-22,0,0
21916,Lake,2020-03-22,0,0
21917,Lassen,2020-03-22,0,0
21918,Los Angeles,2020-03-22,21,1
21919,Madera,2020-03-22,0,0
21920,Marin,2020-03-22,2,0
21921,Mariposa,2020-03-22,0,0
21922,Mendocino,2020-03-22,0,0
21923,Merced,2020-03-22,0,0
21924,Modoc,2020-03-22,0,0
21925,Mono,2020-03-22,0,0
21926,Monterey,2020-03-22,0,0
21927,Napa,2020-03-22,0,0
21928,Nevada,2020-03-22,0,0
21929,Orange,2020-03-22,2,0
21931,Placer,2020-03-22,1,0
21932,Plumas,2020-03-22,0,0
21933,Riverside,2020-03-22,4,2
21934,Sacramento,2020-03-22,2,1
21935,San Benito,2020-03-22,0,0
21936,San Bernardino,2020-03-22,0,0
21937,San Diego,2020-03-22,9,0
21938,San Francisco,2020-03-22,2,0
21939,San Joaquin,2020-03-22,0,0
21940,San Luis Obispo,2020-03-22,0,0
21941,San Mateo,2020-03-22,0,0
21942,Santa Barbara,2020-03-22,0,0
21943,Santa Clara,2020-03-22,1,3
21944,Santa Cruz,2020-03-22,0,0
21945,Shasta,2020-03-22,0,0
21946,Sierra,2020-03-22,0,0
