county,administered_date,total_doses,california_flag
Trinity,1/5/2021,2,California
Tulare,1/5/2021,462,California
Tuolumne,1/5/2021,91,California
Unknown,1/5/2021,6,Not in California
Ventura,1/5/2021,1365,California
Yolo,1/5/2021,610,California
Yuba,1/5/2021,67,California
Alameda,1/4/2021,1630,California
Alpine,1/4/2021,10,California
Amador,1/4/2021,123,California
Butte,1/4/2021,206,California
Calaveras,1/4/2021,33,California
Colusa,1/4/2021,4,California
Contra Costa,1/4/2021,1900,California
Del Norte,1/4/2021,102,California
El Dorado,1/4/2021,190,California
Fresno,1/4/2021,618,California
Glenn,1/4/2021,7,California
Humboldt,1/4/2021,214,California
Imperial,1/4/2021,84,California
Inyo,1/4/2021,1,California
Kern,1/4/2021,554,California
Kings,1/4/2021,112,California
Lake,1/4/2021,15,California
Lassen,1/4/2021,15,California
Los Angeles,1/4/2021,12570,California
Madera,1/4/2021,128,California
Marin,1/4/2021,284,California
Mariposa,1/4/2021,8,California
Mendocino,1/4/2021,834,California
Merced,1/4/2021,77,California
Modoc,1/4/2021,8,California
Mono,1/4/2021,1,California
Monterey,1/4/2021,411,California
Napa,1/4/2021,104,California
Nevada,1/4/2021,71,California
Orange,1/4/2021,2665,California
Outside California,1/4/2021,1174,Not in California
Placer,1/4/2021,614,California
Plumas,1/4/2021,9,California
Riverside,1/4/2021,1249,California
Sacramento,1/4/2021,1958,California
San Benito,1/4/2021,62,California
San Bernardino,1/4/2021,2107,California
San Diego,1/4/2021,3720,California
San Francisco,1/4/2021,1827,California
San Joaquin,1/4/2021,464,California
San Luis Obispo,1/4/2021,674,California
San Mateo,1/4/2021,1040,California
Santa Barbara,1/4/2021,303,California
Santa Clara,1/4/2021,2453,California
Santa Cruz,1/4/2021,279,California
Shasta,1/4/2021,346,California
Siskiyou,1/4/2021,130,California
Solano,1/4/2021,449,California
Sonoma,1/4/2021,335,California
Stanislaus,1/4/2021,101,California
Sutter,1/4/2021,248,California
Tehama,1/4/2021,31,California
Trinity,1/4/2021,27,California
Tulare,1/4/2021,91,California
Tuolumne,1/4/2021,67,California
Unknown,1/4/2021,3,Not in California
Ventura,1/4/2021,1075,California
Yolo,1/4/2021,195,California
Yuba,1/4/2021,91,California
Alameda,1/3/2021,330,California
Amador,1/3/2021,64,California
Butte,1/3/2021,4,California
Calaveras,1/3/2021,8,California
Contra Costa,1/3/2021,170,California
El Dorado,1/3/2021,89,California
Fresno,1/3/2021,152,California
Imperial,1/3/2021,90,California
Inyo,1/3/2021,1,California
Kern,1/3/2021,22,California
Los Angeles,1/3/2021,899,California
Madera,1/3/2021,5,California
Marin,1/3/2021,55,California
Merced,1/3/2021,9,California
Monterey,1/3/2021,30,California
Napa,1/3/2021,12,California
Nevada,1/3/2021,128,California
Orange,1/3/2021,543,California
Outside California,1/3/2021,179,Not in California
Placer,1/3/2021,153,California
Riverside,1/3/2021,344,California
Sacramento,1/3/2021,404,California
San Benito,1/3/2021,3,California
San Bernardino,1/3/2021,133,California
San Diego,1/3/2021,857,California
San Francisco,1/3/2021,288,California
San Joaquin,1/3/2021,32,California
San Luis Obispo,1/3/2021,16,California
San Mateo,1/3/2021,275,California
Santa Barbara,1/3/2021,23,California
Santa Clara,1/3/2021,569,California
Santa Cruz,1/3/2021,15,California
Shasta,1/3/2021,1,California
Siskiyou,1/3/2021,1,California
Solano,1/3/2021,56,California
Sonoma,1/3/2021,21,California
Stanislaus,1/3/2021,87,California
Sutter,1/3/2021,1,California
Tulare,1/3/2021,22,California
Tuolumne,1/3/2021,3,California
Unknown,1/3/2021,1,Not in California
Ventura,1/3/2021,15,California
Yolo,1/3/2021,43,California
Yuba,1/3/2021,10,California
Alameda,1/2/2021,704,California
Alpine,1/2/2021,1,California
Amador,1/2/2021,55,California
Butte,1/2/2021,37,California
Calaveras,1/2/2021,11,California
Contra Costa,1/2/2021,331,California
El Dorado,1/2/2021,148,California
Fresno,1/2/2021,1024,California
Glenn,1/2/2021,2,California
Humboldt,1/2/2021,38,California
Imperial,1/2/2021,4,California
Kern,1/2/2021,75,California
Kings,1/2/2021,10,California
Lake,1/2/2021,2,California
Lassen,1/2/2021,1,California
Los Angeles,1/2/2021,4358,California
Madera,1/2/2021,76,California
Marin,1/2/2021,102,California
Mendocino,1/2/2021,1,California
Merced,1/2/2021,126,California
Modoc,1/2/2021,2,California
Monterey,1/2/2021,136,California
Napa,1/2/2021,99,California
Nevada,1/2/2021,1,California
Orange,1/2/2021,1386,California
Outside California,1/2/2021,272,Not in California
Placer,1/2/2021,184,California
Riverside,1/2/2021,821,California
Sacramento,1/2/2021,561,California
San Benito,1/2/2021,25,California
San Bernardino,1/2/2021,474,California
San Diego,1/2/2021,3734,California
San Francisco,1/2/2021,329,California
San Joaquin,1/2/2021,247,California
San Luis Obispo,1/2/2021,31,California
San Mateo,1/2/2021,395,California
Santa Barbara,1/2/2021,587,California
Santa Clara,1/2/2021,1076,California
Santa Cruz,1/2/2021,68,California
Shasta,1/2/2021,2,California
Siskiyou,1/2/2021,1,California
Solano,1/2/2021,211,California
Sonoma,1/2/2021,132,California
Stanislaus,1/2/2021,30,California
Sutter,1/2/2021,134,California
Tulare,1/2/2021,27,California
Tuolumne,1/2/2021,118,California
Unknown,1/2/2021,2,Not in California
Ventura,1/2/2021,169,California
Yolo,1/2/2021,67,California
Yuba,1/2/2021,22,California
Alameda,1/1/2021,166,California
Amador,1/1/2021,1,California
Butte,1/1/2021,7,California
Contra Costa,1/1/2021,57,California
El Dorado,1/1/2021,3,California
Fresno,1/1/2021,7,California
Imperial,1/1/2021,5,California
Inyo,1/1/2021,1,California
Kern,1/1/2021,9,California
Kings,1/1/2021,1,California
Lake,1/1/2021,1,California
Los Angeles,1/1/2021,862,California
Marin,1/1/2021,5,California
Mendocino,1/1/2021,2,California
Mono,1/1/2021,1,California
Monterey,1/1/2021,8,California
Napa,1/1/2021,1,California
Nevada,1/1/2021,1,California
Orange,1/1/2021,376,California
Outside California,1/1/2021,104,Not in California
Placer,1/1/2021,14,California
Riverside,1/1/2021,97,California
Sacramento,1/1/2021,68,California
San Bernardino,1/1/2021,271,California
San Diego,1/1/2021,1098,California
San Francisco,1/1/2021,62,California
San Joaquin,1/1/2021,15,California
San Luis Obispo,1/1/2021,11,California
San Mateo,1/1/2021,34,California
Santa Barbara,1/1/2021,107,California
Santa Clara,1/1/2021,131,California
Santa Cruz,1/1/2021,32,California
Solano,1/1/2021,13,California
Sonoma,1/1/2021,8,California
Stanislaus,1/1/2021,5,California
Sutter,1/1/2021,3,California
Tehama,1/1/2021,2,California
Tuolumne,1/1/2021,6,California
Ventura,1/1/2021,11,California
Yolo,1/1/2021,53,California
Alameda,12/31/2020,1771,California
Alpine,12/31/2020,1,California
Amador,12/31/2020,192,California
Butte,12/31/2020,210,California
Calaveras,12/31/2020,34,California
Colusa,12/31/2020,18,California
Contra Costa,12/31/2020,910,California
Del Norte,12/31/2020,16,California
El Dorado,12/31/2020,108,California
Fresno,12/31/2020,888,California
Glenn,12/31/2020,38,California
Humboldt,12/31/2020,242,California
Imperial,12/31/2020,198,California
Inyo,12/31/2020,29,California
Kern,12/31/2020,277,California
Kings,12/31/2020,44,California
Lake,12/31/2020,67,California
Lassen,12/31/2020,51,California
Los Angeles,12/31/2020,7778,California
Madera,12/31/2020,203,California
Marin,12/31/2020,198,California
Mariposa,12/31/2020,13,California
Mendocino,12/31/2020,128,California
Merced,12/31/2020,102,California
Mono,12/31/2020,4,California
Monterey,12/31/2020,34,California
Napa,12/31/2020,466,California
Nevada,12/31/2020,39,California
Orange,12/31/2020,1433,California
Outside California,12/31/2020,1148,Not in California
Placer,12/31/2020,530,California
Plumas,12/31/2020,4,California
Riverside,12/31/2020,1014,California
Sacramento,12/31/2020,1211,California
San Benito,12/31/2020,19,California
San Bernardino,12/31/2020,1344,California
San Diego,12/31/2020,2946,California
San Francisco,12/31/2020,958,California
San Joaquin,12/31/2020,445,California
San Luis Obispo,12/31/2020,106,California
San Mateo,12/31/2020,696,California
Santa Barbara,12/31/2020,238,California
Santa Clara,12/31/2020,1188,California
Santa Cruz,12/31/2020,313,California
Shasta,12/31/2020,81,California
Sierra,12/31/2020,12,California
Siskiyou,12/31/2020,12,California
Solano,12/31/2020,530,California
Sonoma,12/31/2020,514,California
Stanislaus,12/31/2020,276,California
Sutter,12/31/2020,70,California
Tehama,12/31/2020,14,California
Trinity,12/31/2020,2,California
Tulare,12/31/2020,93,California
Tuolumne,12/31/2020,27,California
Unknown,12/31/2020,2,Not in California
Ventura,12/31/2020,470,California
Yolo,12/31/2020,183,California
Yuba,12/31/2020,36,California
Alameda,12/30/2020,3092,California
Alpine,12/30/2020,14,California
Amador,12/30/2020,120,California
Butte,12/30/2020,497,California
Calaveras,12/30/2020,93,California
Colusa,12/30/2020,50,California
Contra Costa,12/30/2020,2384,California
Del Norte,12/30/2020,67,California
El Dorado,12/30/2020,501,California
Fresno,12/30/2020,962,California
Glenn,12/30/2020,129,California
Humboldt,12/30/2020,219,California
Imperial,12/30/2020,366,California
Inyo,12/30/2020,56,California
Kern,12/30/2020,1199,California
Kings,12/30/2020,147,California
Lake,12/30/2020,88,California
Lassen,12/30/2020,37,California
Los Angeles,12/30/2020,14779,California
Madera,12/30/2020,216,California
Marin,12/30/2020,623,California
Mariposa,12/30/2020,21,California
Mendocino,12/30/2020,120,California
Merced,12/30/2020,219,California
Modoc,12/30/2020,7,California
Mono,12/30/2020,76,California
Monterey,12/30/2020,565,California
Napa,12/30/2020,634,California
Nevada,12/30/2020,85,California
Orange,12/30/2020,5077,California
Outside California,12/30/2020,1990,Not in California
Placer,12/30/2020,726,California
Plumas,12/30/2020,22,California
Riverside,12/30/2020,2557,California
Sacramento,12/30/2020,2550,California
San Benito,12/30/2020,58,California
San Bernardino,12/30/2020,2887,California
San Diego,12/30/2020,5869,California
San Francisco,12/30/2020,1468,California
San Joaquin,12/30/2020,984,California
San Luis Obispo,12/30/2020,1176,California
San Mateo,12/30/2020,1252,California
Santa Barbara,12/30/2020,579,California
Santa Clara,12/30/2020,2941,California
Santa Cruz,12/30/2020,356,California
Shasta,12/30/2020,177,California
Sierra,12/30/2020,2,California
Siskiyou,12/30/2020,93,California
Solano,12/30/2020,1194,California
Sonoma,12/30/2020,1092,California
Stanislaus,12/30/2020,532,California
Sutter,12/30/2020,136,California
Tehama,12/30/2020,54,California
Trinity,12/30/2020,10,California
Tulare,12/30/2020,472,California
Tuolumne,12/30/2020,74,California
Unknown,12/30/2020,55,Not in California
Ventura,12/30/2020,1983,California
Yolo,12/30/2020,625,California
Yuba,12/30/2020,64,California
Alameda,12/29/2020,2406,California
Amador,12/29/2020,26,California
Butte,12/29/2020,203,California
Calaveras,12/29/2020,167,California
Clark,12/29/2020,1,California
Colusa,12/29/2020,11,California
Contra Costa,12/29/2020,1825,California
Del Norte,12/29/2020,4,California
El Dorado,12/29/2020,450,California
Fresno,12/29/2020,1769,California
Glenn,12/29/2020,82,California
Humboldt,12/29/2020,162,California
Imperial,12/29/2020,190,California
Inyo,12/29/2020,20,California
Kern,12/29/2020,746,California
Kings,12/29/2020,78,California
Lake,12/29/2020,14,California
Lassen,12/29/2020,35,California
Los Angeles,12/29/2020,11471,California
Madera,12/29/2020,171,California
Marin,12/29/2020,397,California
Mariposa,12/29/2020,26,California
Mendocino,12/29/2020,120,California
Merced,12/29/2020,178,California
Modoc,12/29/2020,10,California
Mono,12/29/2020,29,California
Monterey,12/29/2020,901,California
Napa,12/29/2020,271,California
Nevada,12/29/2020,100,California
Orange,12/29/2020,3525,California
Outside California,12/29/2020,1605,Not in California
Placer,12/29/2020,762,California
Plumas,12/29/2020,32,California
Riverside,12/29/2020,1735,California
Sacramento,12/29/2020,1938,California
San Benito,12/29/2020,48,California
San Bernardino,12/29/2020,2199,California
San Diego,12/29/2020,5845,California
San Francisco,12/29/2020,1244,California
San Joaquin,12/29/2020,789,California
San Luis Obispo,12/29/2020,903,California
San Mateo,12/29/2020,1116,California
Santa Barbara,12/29/2020,550,California
Santa Clara,12/29/2020,2314,California
Santa Cruz,12/29/2020,790,California
Shasta,12/29/2020,186,California
Sierra,12/29/2020,49,California
Siskiyou,12/29/2020,4,California
Solano,12/29/2020,881,California
Sonoma,12/29/2020,1131,California
Stanislaus,12/29/2020,490,California
Sutter,12/29/2020,101,California
Tehama,12/29/2020,31,California
Trinity,12/29/2020,8,California
Tulare,12/29/2020,544,California
Tuolumne,12/29/2020,105,California
Unknown,12/29/2020,3,Not in California
Ventura,12/29/2020,1163,California
Yolo,12/29/2020,483,California
Yuba,12/29/2020,77,California
Alameda,12/28/2020,1844,California
Amador,12/28/2020,31,California
Butte,12/28/2020,280,California
Calaveras,12/28/2020,22,California
Colusa,12/28/2020,7,California
Contra Costa,12/28/2020,1812,California
Del Norte,12/28/2020,34,California
El Dorado,12/28/2020,215,California
Fresno,12/28/2020,1058,California
Glenn,12/28/2020,20,California
Humboldt,12/28/2020,149,California
Imperial,12/28/2020,214,California
Inyo,12/28/2020,48,California
Kern,12/28/2020,826,California
Kings,12/28/2020,130,California
Lake,12/28/2020,52,California
Lassen,12/28/2020,3,California
Los Angeles,12/28/2020,10181,California
Madera,12/28/2020,104,California
Marin,12/28/2020,406,California
Mariposa,12/28/2020,4,California
Mendocino,12/28/2020,73,California
Merced,12/28/2020,124,California
Modoc,12/28/2020,2,California
Mono,12/28/2020,94,California
Monterey,12/28/2020,478,California
Napa,12/28/2020,248,California
Nevada,12/28/2020,170,California
Orange,12/28/2020,3502,California
Outside California,12/28/2020,1468,Not in California
Placer,12/28/2020,666,California
Plumas,12/28/2020,8,California
Riverside,12/28/2020,1618,California
Sacramento,12/28/2020,1895,California
San Benito,12/28/2020,63,California
San Bernardino,12/28/2020,1549,California
San Diego,12/28/2020,5879,California
San Francisco,12/28/2020,1261,California
San Joaquin,12/28/2020,609,California
San Luis Obispo,12/28/2020,878,California
San Mateo,12/28/2020,1033,California
Santa Barbara,12/28/2020,352,California
Santa Clara,12/28/2020,2312,California
Santa Cruz,12/28/2020,483,California
Shasta,12/28/2020,40,California
Sierra,12/28/2020,1,California
Siskiyou,12/28/2020,2,California
Solano,12/28/2020,855,California
Sonoma,12/28/2020,990,California
Stanislaus,12/28/2020,480,California
Sutter,12/28/2020,82,California
Tehama,12/28/2020,56,California
Trinity,12/28/2020,30,California
Tulare,12/28/2020,484,California
Tuolumne,12/28/2020,78,California
Unknown,12/28/2020,3,Not in California
Ventura,12/28/2020,1062,California
Yolo,12/28/2020,342,California
Yuba,12/28/2020,51,California
Alameda,12/27/2020,491,California
Amador,12/27/2020,1,California
Butte,12/27/2020,35,California
Colusa,12/27/2020,1,California
Contra Costa,12/27/2020,235,California
El Dorado,12/27/2020,37,California
Fresno,12/27/2020,296,California
Glenn,12/27/2020,4,California
Humboldt,12/27/2020,1,California
Imperial,12/27/2020,62,California
Kern,12/27/2020,35,California
Kings,12/27/2020,4,California
Lake,12/27/2020,2,California
Los Angeles,12/27/2020,1737,California
Madera,12/27/2020,31,California
Marin,12/27/2020,93,California
Mariposa,12/27/2020,1,California
Mendocino,12/27/2020,1,California
Merced,12/27/2020,12,California
Monterey,12/27/2020,6,California
Napa,12/27/2020,32,California
Nevada,12/27/2020,88,California
Orange,12/27/2020,579,California
Outside California,12/27/2020,180,Not in California
Placer,12/27/2020,187,California
Riverside,12/27/2020,362,California
Sacramento,12/27/2020,348,California
San Benito,12/27/2020,8,California
San Bernardino,12/27/2020,343,California
San Diego,12/27/2020,2494,California
San Francisco,12/27/2020,269,California
San Joaquin,12/27/2020,39,California
San Luis Obispo,12/27/2020,75,California
San Mateo,12/27/2020,280,California
Santa Barbara,12/27/2020,62,California
Santa Clara,12/27/2020,593,California
Santa Cruz,12/27/2020,32,California
Shasta,12/27/2020,1,California
Siskiyou,12/27/2020,2,California
Solano,12/27/2020,101,California
Sonoma,12/27/2020,92,California
Stanislaus,12/27/2020,10,California
Sutter,12/27/2020,24,California
Tehama,12/27/2020,2,California
Tulare,12/27/2020,15,California
Ventura,12/27/2020,58,California
Yolo,12/27/2020,46,California
Yuba,12/27/2020,15,California
Alameda,12/26/2020,847,California
Amador,12/26/2020,6,California
Butte,12/26/2020,93,California
Calaveras,12/26/2020,3,California
Contra Costa,12/26/2020,641,California
El Dorado,12/26/2020,43,California
Fresno,12/26/2020,720,California
Glenn,12/26/2020,2,California
Humboldt,12/26/2020,7,California
Imperial,12/26/2020,1,California
Inyo,12/26/2020,74,California
Kern,12/26/2020,33,California
Kings,12/26/2020,7,California
Lake,12/26/2020,2,California
Los Angeles,12/26/2020,2515,California
Madera,12/26/2020,28,California
Marin,12/26/2020,139,California
Mariposa,12/26/2020,1,California
Mendocino,12/26/2020,2,California
Merced,12/26/2020,6,California
Mono,12/26/2020,3,California
Monterey,12/26/2020,89,California
Napa,12/26/2020,39,California
Nevada,12/26/2020,5,California
Orange,12/26/2020,1048,California
Outside California,12/26/2020,313,Not in California
Placer,12/26/2020,159,California
Riverside,12/26/2020,401,California
Sacramento,12/26/2020,507,California
San Benito,12/26/2020,13,California
San Bernardino,12/26/2020,461,California
San Diego,12/26/2020,3288,California
San Francisco,12/26/2020,237,California
San Joaquin,12/26/2020,100,California
San Luis Obispo,12/26/2020,90,California
San Mateo,12/26/2020,532,California
Santa Barbara,12/26/2020,328,California
Santa Clara,12/26/2020,1199,California
Santa Cruz,12/26/2020,64,California
Shasta,12/26/2020,4,California
Siskiyou,12/26/2020,2,California
Solano,12/26/2020,174,California
Sonoma,12/26/2020,264,California
Stanislaus,12/26/2020,47,California
Sutter,12/26/2020,38,California
Tehama,12/26/2020,3,California
Tulare,12/26/2020,9,California
Tuolumne,12/26/2020,3,California
Ventura,12/26/2020,106,California
Yolo,12/26/2020,76,California
Yuba,12/26/2020,15,California
Alameda,12/25/2020,157,California
Contra Costa,12/25/2020,38,California
El Dorado,12/25/2020,8,California
Fresno,12/25/2020,2,California
Humboldt,12/25/2020,1,California
Inyo,12/25/2020,1,California
Kern,12/25/2020,1,California
Los Angeles,12/25/2020,520,California
Marin,12/25/2020,27,California
Mendocino,12/25/2020,1,California
Merced,12/25/2020,4,California
Monterey,12/25/2020,6,California
Napa,12/25/2020,1,California
Nevada,12/25/2020,2,California
Orange,12/25/2020,14,California
Outside California,12/25/2020,34,Not in California
Riverside,12/25/2020,28,California
Sacramento,12/25/2020,1,California
San Benito,12/25/2020,3,California
San Bernardino,12/25/2020,75,California
San Diego,12/25/2020,880,California
San Francisco,12/25/2020,30,California
San Joaquin,12/25/2020,13,California
San Luis Obispo,12/25/2020,2,California
San Mateo,12/25/2020,107,California
Santa Clara,12/25/2020,327,California
Santa Cruz,12/25/2020,11,California
Solano,12/25/2020,10,California
Sonoma,12/25/2020,8,California
Ventura,12/25/2020,11,California
Yolo,12/25/2020,1,California
Alameda,12/24/2020,1206,California
Amador,12/24/2020,5,California
Butte,12/24/2020,160,California
Calaveras,12/24/2020,2,California
Colusa,12/24/2020,2,California
Contra Costa,12/24/2020,645,California
El Dorado,12/24/2020,86,California
Fresno,12/24/2020,574,California
Glenn,12/24/2020,9,California
Humboldt,12/24/2020,24,California
Imperial,12/24/2020,5,California
Inyo,12/24/2020,17,California
Kern,12/24/2020,122,California
Kings,12/24/2020,11,California
Lake,12/24/2020,2,California
Lassen,12/24/2020,11,California
Los Angeles,12/24/2020,6913,California
Madera,12/24/2020,43,California
Marin,12/24/2020,355,California
Mendocino,12/24/2020,49,California
Merced,12/24/2020,70,California
Modoc,12/24/2020,1,California
Mono,12/24/2020,3,California
Monterey,12/24/2020,82,California
Napa,12/24/2020,138,California
Nevada,12/24/2020,15,California
Orange,12/24/2020,1311,California
Outside California,12/24/2020,823,Not in California
Placer,12/24/2020,395,California
Plumas,12/24/2020,6,California
Riverside,12/24/2020,817,California
Sacramento,12/24/2020,1040,California
San Benito,12/24/2020,12,California
San Bernardino,12/24/2020,1157,California
San Diego,12/24/2020,2730,California
San Francisco,12/24/2020,829,California
San Joaquin,12/24/2020,210,California
San Luis Obispo,12/24/2020,195,California
San Mateo,12/24/2020,849,California
Santa Barbara,12/24/2020,87,California
Santa Clara,12/24/2020,1864,California
Santa Cruz,12/24/2020,125,California
Shasta,12/24/2020,18,California
Siskiyou,12/24/2020,5,California
Solano,12/24/2020,420,California
Sonoma,12/24/2020,304,California
Stanislaus,12/24/2020,97,California
Sutter,12/24/2020,17,California
Tehama,12/24/2020,5,California
Tulare,12/24/2020,18,California
Unknown,12/24/2020,2,Not in California
Ventura,12/24/2020,475,California
Yolo,12/24/2020,151,California
Yuba,12/24/2020,20,California
Alameda,12/23/2020,1877,California
Amador,12/23/2020,39,California
Butte,12/23/2020,870,California
Calaveras,12/23/2020,77,California
Colusa,12/23/2020,10,California
Contra Costa,12/23/2020,1550,California
Del Norte,12/23/2020,58,California
El Dorado,12/23/2020,189,California
Fresno,12/23/2020,1079,California
Glenn,12/23/2020,26,California
Humboldt,12/23/2020,301,California
Imperial,12/23/2020,212,California
Inyo,12/23/2020,71,California
Kern,12/23/2020,557,California
Kings,12/23/2020,134,California
Lake,12/23/2020,91,California
Lassen,12/23/2020,6,California
Los Angeles,12/23/2020,11836,California
Madera,12/23/2020,65,California
Marin,12/23/2020,731,California
Mariposa,12/23/2020,11,California
Mendocino,12/23/2020,271,California
Merced,12/23/2020,250,California
Modoc,12/23/2020,4,California
Mono,12/23/2020,70,California
Monterey,12/23/2020,433,California
Napa,12/23/2020,397,California
Nevada,12/23/2020,234,California
Orange,12/23/2020,3496,California
Outside California,12/23/2020,1616,Not in California
Placer,12/23/2020,739,California
Plumas,12/23/2020,50,California
Riverside,12/23/2020,2114,California
Sacramento,12/23/2020,2236,California
San Benito,12/23/2020,48,California
San Bernardino,12/23/2020,2643,California
San Diego,12/23/2020,3186,California
San Francisco,12/23/2020,1305,California
San Joaquin,12/23/2020,943,California
San Luis Obispo,12/23/2020,682,California
San Mateo,12/23/2020,1532,California
Santa Barbara,12/23/2020,320,California
Santa Clara,12/23/2020,3195,California
Santa Cruz,12/23/2020,370,California
Shasta,12/23/2020,174,California
Sierra,12/23/2020,4,California
Siskiyou,12/23/2020,142,California
Solano,12/23/2020,847,California
Sonoma,12/23/2020,1601,California
Stanislaus,12/23/2020,449,California
Sutter,12/23/2020,114,California
Tehama,12/23/2020,48,California
Trinity,12/23/2020,5,California
Tulare,12/23/2020,328,California
Tuolumne,12/23/2020,184,California
Ventura,12/23/2020,1024,California
Yolo,12/23/2020,431,California
Yuba,12/23/2020,64,California
Alameda,12/22/2020,2070,California
Amador,12/22/2020,36,California
Butte,12/22/2020,618,California
Calaveras,12/22/2020,81,California
Colusa,12/22/2020,10,California
Contra Costa,12/22/2020,1664,California
Del Norte,12/22/2020,46,California
El Dorado,12/22/2020,238,California
Fresno,12/22/2020,903,California
Glenn,12/22/2020,59,California
Humboldt,12/22/2020,286,California
Imperial,12/22/2020,241,California
Inyo,12/22/2020,104,California
Kern,12/22/2020,530,California
Kings,12/22/2020,142,California
Lake,12/22/2020,63,California
Lassen,12/22/2020,23,California
Los Angeles,12/22/2020,11471,California
Madera,12/22/2020,95,California
Marin,12/22/2020,515,California
Mariposa,12/22/2020,2,California
Mendocino,12/22/2020,248,California
Merced,12/22/2020,155,California
Modoc,12/22/2020,14,California
Mono,12/22/2020,67,California
Monterey,12/22/2020,534,California
Napa,12/22/2020,278,California
Nevada,12/22/2020,91,California
Orange,12/22/2020,3916,California
Outside California,12/22/2020,2189,Not in California
Placer,12/22/2020,676,California
Plumas,12/22/2020,92,California
Riverside,12/22/2020,2242,California
Sacramento,12/22/2020,2092,California
San Benito,12/22/2020,59,California
San Bernardino,12/22/2020,2268,California
San Diego,12/22/2020,4052,California
San Francisco,12/22/2020,1398,California
San Joaquin,12/22/2020,949,California
San Luis Obispo,12/22/2020,307,California
San Mateo,12/22/2020,1481,California
Santa Barbara,12/22/2020,243,California
Santa Clara,12/22/2020,3055,California
Santa Cruz,12/22/2020,422,California
Shasta,12/22/2020,191,California
Sierra,12/22/2020,12,California
Siskiyou,12/22/2020,159,California
Solano,12/22/2020,662,California
Sonoma,12/22/2020,1363,California
Stanislaus,12/22/2020,800,California
Sutter,12/22/2020,174,California
Tehama,12/22/2020,68,California
Trinity,12/22/2020,5,California
Tulare,12/22/2020,469,California
Tuolumne,12/22/2020,165,California
Unknown,12/22/2020,2,Not in California
Ventura,12/22/2020,1102,California
Yolo,12/22/2020,385,California
Yuba,12/22/2020,86,California
Alameda,12/21/2020,1834,California
Alpine,12/21/2020,2,California
Amador,12/21/2020,33,California
Butte,12/21/2020,633,California
Calaveras,12/21/2020,55,California
Colusa,12/21/2020,2,California
Contra Costa,12/21/2020,1655,California
Del Norte,12/21/2020,23,California
El Dorado,12/21/2020,304,California
Fresno,12/21/2020,925,California
Glenn,12/21/2020,11,California
Humboldt,12/21/2020,165,California
Imperial,12/21/2020,186,California
Inyo,12/21/2020,88,California
Kern,12/21/2020,671,California
Kings,12/21/2020,153,California
Lake,12/21/2020,50,California
Lassen,12/21/2020,11,California
Los Angeles,12/21/2020,13637,California
Madera,12/21/2020,62,California
Marin,12/21/2020,238,California
Mariposa,12/21/2020,3,California
Mendocino,12/21/2020,245,California
Merced,12/21/2020,129,California
Modoc,12/21/2020,100,California
Mono,12/21/2020,23,California
Monterey,12/21/2020,719,California
Napa,12/21/2020,234,California
Nevada,12/21/2020,69,California
Orange,12/21/2020,4146,California
Outside California,12/21/2020,2349,Not in California
Placer,12/21/2020,494,California
Plumas,12/21/2020,45,California
Riverside,12/21/2020,2269,California
Sacramento,12/21/2020,1670,California
San Benito,12/21/2020,46,California
San Bernardino,12/21/2020,2449,California
San Diego,12/21/2020,3511,California
San Francisco,12/21/2020,1156,California
San Joaquin,12/21/2020,517,California
San Luis Obispo,12/21/2020,551,California
San Mateo,12/21/2020,1136,California
Santa Barbara,12/21/2020,650,California
Santa Clara,12/21/2020,2617,California
Santa Cruz,12/21/2020,427,California
Shasta,12/21/2020,78,California
Sierra,12/21/2020,2,California
Siskiyou,12/21/2020,132,California
Solano,12/21/2020,568,California
Sonoma,12/21/2020,909,California
Stanislaus,12/21/2020,983,California
Sutter,12/21/2020,101,California
Tehama,12/21/2020,33,California
Trinity,12/21/2020,37,California
Tulare,12/21/2020,423,California
Tuolumne,12/21/2020,112,California
Unknown,12/21/2020,41,Not in California
Ventura,12/21/2020,1465,California
Yolo,12/21/2020,252,California
Yuba,12/21/2020,40,California
Alameda,12/20/2020,1169,California
Amador,12/20/2020,4,California
Butte,12/20/2020,10,California
Calaveras,12/20/2020,2,California
Contra Costa,12/20/2020,577,California
El Dorado,12/20/2020,83,California
Fresno,12/20/2020,254,California
Glenn,12/20/2020,1,California
Humboldt,12/20/2020,28,California
Imperial,12/20/2020,2,California
Inyo,12/20/2020,59,California
Kern,12/20/2020,59,California
Kings,12/20/2020,13,California
Lake,12/20/2020,6,California
Lassen,12/20/2020,2,California
Los Angeles,12/20/2020,4582,California
Madera,12/20/2020,14,California
Marin,12/20/2020,163,California
Mariposa,12/20/2020,2,California
Mendocino,12/20/2020,7,California
Merced,12/20/2020,18,California
Mono,12/20/2020,6,California
Monterey,12/20/2020,422,California
Napa,12/20/2020,137,California
Nevada,12/20/2020,12,California
Orange,12/20/2020,1930,California
Outside California,12/20/2020,744,Not in California
Placer,12/20/2020,231,California
Riverside,12/20/2020,1076,California
Sacramento,12/20/2020,631,California
San Benito,12/20/2020,22,California
San Bernardino,12/20/2020,1170,California
San Diego,12/20/2020,1178,California
San Francisco,12/20/2020,480,California
San Joaquin,12/20/2020,111,California
San Luis Obispo,12/20/2020,215,California
San Mateo,12/20/2020,494,California
Santa Barbara,12/20/2020,234,California
Santa Clara,12/20/2020,1855,California
