,county,date,population
7059,Santa Clara,2020-11-21,1967585
7060,Santa Cruz,2020-11-21,273999
7061,Shasta,2020-11-21,177925
7062,Sierra,2020-11-21,3115
7063,Siskiyou,2020-11-21,43956
7064,Solano,2020-11-21,444255
7065,Sonoma,2020-11-21,496668
7066,Stanislaus,2020-11-21,562303
7067,Sutter,2020-11-21,105747
7068,Tehama,2020-11-21,65885
7069,Trinity,2020-11-21,13354
7070,Tulare,2020-11-21,484423
7071,Tuolumne,2020-11-21,52351
7073,Ventura,2020-11-21,852747
7074,Yolo,2020-11-21,223612
7075,Yuba,2020-11-21,79290
7076,Alameda,2020-11-20,1685886
7077,Alpine,2020-11-20,1117
7078,Amador,2020-11-20,38531
7079,Butte,2020-11-20,217769
7080,Calaveras,2020-11-20,44289
7081,California,2020-11-20,40129160
7082,Colusa,2020-11-20,22593
7083,Contra Costa,2020-11-20,1160099
7084,Del Norte,2020-11-20,27558
7085,El Dorado,2020-11-20,193098
7086,Fresno,2020-11-20,1032227
7087,Glenn,2020-11-20,29348
7088,Humboldt,2020-11-20,134098
7089,Imperial,2020-11-20,191649
7090,Inyo,2020-11-20,18453
7091,Kern,2020-11-20,927251
7092,Kings,2020-11-20,156444
7093,Lake,2020-11-20,64871
7094,Lassen,2020-11-20,30065
7095,Los Angeles,2020-11-20,10257557
7096,Madera,2020-11-20,160089
7097,Marin,2020-11-20,260800
7098,Mariposa,2020-11-20,17795
7099,Mendocino,2020-11-20,88439
7100,Merced,2020-11-20,287420
7101,Modoc,2020-11-20,9475
7102,Mono,2020-11-20,13961
7103,Monterey,2020-11-20,448732
7104,Napa,2020-11-20,139652
7105,Nevada,2020-11-20,98710
7106,Orange,2020-11-20,3228519
7108,Placer,2020-11-20,400434
7109,Plumas,2020-11-20,18997
7110,Riverside,2020-11-20,2468145
7111,Sacramento,2020-11-20,1567975
7112,San Benito,2020-11-20,64022
7113,San Bernardino,2020-11-20,2217398
7114,San Diego,2020-11-20,3370418
7115,San Francisco,2020-11-20,892280
7116,San Joaquin,2020-11-20,782545
7117,San Luis Obispo,2020-11-20,278862
7118,San Mateo,2020-11-20,778001
7119,Santa Barbara,2020-11-20,456373
7120,Santa Clara,2020-11-20,1967585
7121,Santa Cruz,2020-11-20,273999
7122,Shasta,2020-11-20,177925
7123,Sierra,2020-11-20,3115
7124,Siskiyou,2020-11-20,43956
7125,Solano,2020-11-20,444255
7126,Sonoma,2020-11-20,496668
7127,Stanislaus,2020-11-20,562303
7128,Sutter,2020-11-20,105747
7129,Tehama,2020-11-20,65885
7130,Trinity,2020-11-20,13354
7131,Tulare,2020-11-20,484423
7132,Tuolumne,2020-11-20,52351
7134,Ventura,2020-11-20,852747
7135,Yolo,2020-11-20,223612
7136,Yuba,2020-11-20,79290
7137,Alameda,2020-11-19,1685886
7138,Alpine,2020-11-19,1117
7139,Amador,2020-11-19,38531
7140,Butte,2020-11-19,217769
7141,Calaveras,2020-11-19,44289
7142,California,2020-11-19,40129160
7143,Colusa,2020-11-19,22593
7144,Contra Costa,2020-11-19,1160099
7145,Del Norte,2020-11-19,27558
7146,El Dorado,2020-11-19,193098
7147,Fresno,2020-11-19,1032227
7148,Glenn,2020-11-19,29348
7149,Humboldt,2020-11-19,134098
7150,Imperial,2020-11-19,191649
7151,Inyo,2020-11-19,18453
7152,Kern,2020-11-19,927251
7153,Kings,2020-11-19,156444
7154,Lake,2020-11-19,64871
7155,Lassen,2020-11-19,30065
7156,Los Angeles,2020-11-19,10257557
7157,Madera,2020-11-19,160089
7158,Marin,2020-11-19,260800
7159,Mariposa,2020-11-19,17795
7160,Mendocino,2020-11-19,88439
7161,Merced,2020-11-19,287420
7162,Modoc,2020-11-19,9475
7163,Mono,2020-11-19,13961
7164,Monterey,2020-11-19,448732
7165,Napa,2020-11-19,139652
7166,Nevada,2020-11-19,98710
7167,Orange,2020-11-19,3228519
7169,Placer,2020-11-19,400434
7170,Plumas,2020-11-19,18997
7171,Riverside,2020-11-19,2468145
7172,Sacramento,2020-11-19,1567975
7173,San Benito,2020-11-19,64022
7174,San Bernardino,2020-11-19,2217398
7175,San Diego,2020-11-19,3370418
7176,San Francisco,2020-11-19,892280
7177,San Joaquin,2020-11-19,782545
7178,San Luis Obispo,2020-11-19,278862
7179,San Mateo,2020-11-19,778001
7180,Santa Barbara,2020-11-19,456373
7181,Santa Clara,2020-11-19,1967585
7182,Santa Cruz,2020-11-19,273999
7183,Shasta,2020-11-19,177925
7184,Sierra,2020-11-19,3115
7185,Siskiyou,2020-11-19,43956
7186,Solano,2020-11-19,444255
7187,Sonoma,2020-11-19,496668
7188,Stanislaus,2020-11-19,562303
7189,Sutter,2020-11-19,105747
7190,Tehama,2020-11-19,65885
7191,Trinity,2020-11-19,13354
7192,Tulare,2020-11-19,484423
7193,Tuolumne,2020-11-19,52351
7195,Ventura,2020-11-19,852747
7196,Yolo,2020-11-19,223612
7197,Yuba,2020-11-19,79290
7198,Alameda,2020-11-18,1685886
7199,Alpine,2020-11-18,1117
7200,Amador,2020-11-18,38531
7201,Butte,2020-11-18,217769
7202,Calaveras,2020-11-18,44289
7203,California,2020-11-18,40129160
7204,Colusa,2020-11-18,22593
7205,Contra Costa,2020-11-18,1160099
7206,Del Norte,2020-11-18,27558
7207,El Dorado,2020-11-18,193098
7208,Fresno,2020-11-18,1032227
7209,Glenn,2020-11-18,29348
7210,Humboldt,2020-11-18,134098
7211,Imperial,2020-11-18,191649
7212,Inyo,2020-11-18,18453
7213,Kern,2020-11-18,927251
7214,Kings,2020-11-18,156444
7215,Lake,2020-11-18,64871
7216,Lassen,2020-11-18,30065
7217,Los Angeles,2020-11-18,10257557
7218,Madera,2020-11-18,160089
7219,Marin,2020-11-18,260800
7220,Mariposa,2020-11-18,17795
7221,Mendocino,2020-11-18,88439
7222,Merced,2020-11-18,287420
7223,Modoc,2020-11-18,9475
7224,Mono,2020-11-18,13961
7225,Monterey,2020-11-18,448732
7226,Napa,2020-11-18,139652
7227,Nevada,2020-11-18,98710
7228,Orange,2020-11-18,3228519
7230,Placer,2020-11-18,400434
7231,Plumas,2020-11-18,18997
7232,Riverside,2020-11-18,2468145
7233,Sacramento,2020-11-18,1567975
7234,San Benito,2020-11-18,64022
7235,San Bernardino,2020-11-18,2217398
7236,San Diego,2020-11-18,3370418
7237,San Francisco,2020-11-18,892280
7238,San Joaquin,2020-11-18,782545
7239,San Luis Obispo,2020-11-18,278862
7240,San Mateo,2020-11-18,778001
7241,Santa Barbara,2020-11-18,456373
7242,Santa Clara,2020-11-18,1967585
7243,Santa Cruz,2020-11-18,273999
7244,Shasta,2020-11-18,177925
7245,Sierra,2020-11-18,3115
7246,Siskiyou,2020-11-18,43956
7247,Solano,2020-11-18,444255
7248,Sonoma,2020-11-18,496668
7249,Stanislaus,2020-11-18,562303
7250,Sutter,2020-11-18,105747
7251,Tehama,2020-11-18,65885
7252,Trinity,2020-11-18,13354
7253,Tulare,2020-11-18,484423
7254,Tuolumne,2020-11-18,52351
7256,Ventura,2020-11-18,852747
7257,Yolo,2020-11-18,223612
7258,Yuba,2020-11-18,79290
7259,Alameda,2020-11-17,1685886
7260,Alpine,2020-11-17,1117
7261,Amador,2020-11-17,38531
7262,Butte,2020-11-17,217769
7263,Calaveras,2020-11-17,44289
7264,California,2020-11-17,40129160
7265,Colusa,2020-11-17,22593
7266,Contra Costa,2020-11-17,1160099
7267,Del Norte,2020-11-17,27558
7268,El Dorado,2020-11-17,193098
7269,Fresno,2020-11-17,1032227
7270,Glenn,2020-11-17,29348
7271,Humboldt,2020-11-17,134098
7272,Imperial,2020-11-17,191649
7273,Inyo,2020-11-17,18453
7274,Kern,2020-11-17,927251
7275,Kings,2020-11-17,156444
7276,Lake,2020-11-17,64871
7277,Lassen,2020-11-17,30065
7278,Los Angeles,2020-11-17,10257557
7279,Madera,2020-11-17,160089
7280,Marin,2020-11-17,260800
7281,Mariposa,2020-11-17,17795
7282,Mendocino,2020-11-17,88439
7283,Merced,2020-11-17,287420
7284,Modoc,2020-11-17,9475
7285,Mono,2020-11-17,13961
7286,Monterey,2020-11-17,448732
7287,Napa,2020-11-17,139652
7288,Nevada,2020-11-17,98710
7289,Orange,2020-11-17,3228519
7291,Placer,2020-11-17,400434
7292,Plumas,2020-11-17,18997
7293,Riverside,2020-11-17,2468145
7294,Sacramento,2020-11-17,1567975
7295,San Benito,2020-11-17,64022
7296,San Bernardino,2020-11-17,2217398
7297,San Diego,2020-11-17,3370418
7298,San Francisco,2020-11-17,892280
7299,San Joaquin,2020-11-17,782545
7300,San Luis Obispo,2020-11-17,278862
7301,San Mateo,2020-11-17,778001
7302,Santa Barbara,2020-11-17,456373
7303,Santa Clara,2020-11-17,1967585
7304,Santa Cruz,2020-11-17,273999
7305,Shasta,2020-11-17,177925
7306,Sierra,2020-11-17,3115
7307,Siskiyou,2020-11-17,43956
7308,Solano,2020-11-17,444255
7309,Sonoma,2020-11-17,496668
7310,Stanislaus,2020-11-17,562303
7311,Sutter,2020-11-17,105747
7312,Tehama,2020-11-17,65885
7313,Trinity,2020-11-17,13354
7314,Tulare,2020-11-17,484423
7315,Tuolumne,2020-11-17,52351
7317,Ventura,2020-11-17,852747
7318,Yolo,2020-11-17,223612
7319,Yuba,2020-11-17,79290
7320,Alameda,2020-11-16,1685886
7321,Alpine,2020-11-16,1117
7322,Amador,2020-11-16,38531
7323,Butte,2020-11-16,217769
7324,Calaveras,2020-11-16,44289
7325,California,2020-11-16,40129160
7326,Colusa,2020-11-16,22593
7327,Contra Costa,2020-11-16,1160099
7328,Del Norte,2020-11-16,27558
7329,El Dorado,2020-11-16,193098
7330,Fresno,2020-11-16,1032227
7331,Glenn,2020-11-16,29348
7332,Humboldt,2020-11-16,134098
7333,Imperial,2020-11-16,191649
7334,Inyo,2020-11-16,18453
7335,Kern,2020-11-16,927251
7336,Kings,2020-11-16,156444
7337,Lake,2020-11-16,64871
7338,Lassen,2020-11-16,30065
7339,Los Angeles,2020-11-16,10257557
7340,Madera,2020-11-16,160089
7341,Marin,2020-11-16,260800
7342,Mariposa,2020-11-16,17795
7343,Mendocino,2020-11-16,88439
7344,Merced,2020-11-16,287420
7345,Modoc,2020-11-16,9475
7346,Mono,2020-11-16,13961
7347,Monterey,2020-11-16,448732
7348,Napa,2020-11-16,139652
7349,Nevada,2020-11-16,98710
7350,Orange,2020-11-16,3228519
7352,Placer,2020-11-16,400434
7353,Plumas,2020-11-16,18997
7354,Riverside,2020-11-16,2468145
7355,Sacramento,2020-11-16,1567975
7356,San Benito,2020-11-16,64022
7357,San Bernardino,2020-11-16,2217398
7358,San Diego,2020-11-16,3370418
7359,San Francisco,2020-11-16,892280
7360,San Joaquin,2020-11-16,782545
7361,San Luis Obispo,2020-11-16,278862
7362,San Mateo,2020-11-16,778001
7363,Santa Barbara,2020-11-16,456373
7364,Santa Clara,2020-11-16,1967585
7365,Santa Cruz,2020-11-16,273999
7366,Shasta,2020-11-16,177925
7367,Sierra,2020-11-16,3115
7368,Siskiyou,2020-11-16,43956
7369,Solano,2020-11-16,444255
7370,Sonoma,2020-11-16,496668
7371,Stanislaus,2020-11-16,562303
7372,Sutter,2020-11-16,105747
7373,Tehama,2020-11-16,65885
7374,Trinity,2020-11-16,13354
7375,Tulare,2020-11-16,484423
7376,Tuolumne,2020-11-16,52351
7378,Ventura,2020-11-16,852747
7379,Yolo,2020-11-16,223612
7380,Yuba,2020-11-16,79290
7381,Alameda,2020-11-15,1685886
7382,Alpine,2020-11-15,1117
7383,Amador,2020-11-15,38531
7384,Butte,2020-11-15,217769
7385,Calaveras,2020-11-15,44289
7386,California,2020-11-15,40129160
7387,Colusa,2020-11-15,22593
7388,Contra Costa,2020-11-15,1160099
7389,Del Norte,2020-11-15,27558
7390,El Dorado,2020-11-15,193098
7391,Fresno,2020-11-15,1032227
7392,Glenn,2020-11-15,29348
7393,Humboldt,2020-11-15,134098
7394,Imperial,2020-11-15,191649
7395,Inyo,2020-11-15,18453
7396,Kern,2020-11-15,927251
7397,Kings,2020-11-15,156444
7398,Lake,2020-11-15,64871
7399,Lassen,2020-11-15,30065
7400,Los Angeles,2020-11-15,10257557
7401,Madera,2020-11-15,160089
7402,Marin,2020-11-15,260800
7403,Mariposa,2020-11-15,17795
7404,Mendocino,2020-11-15,88439
7405,Merced,2020-11-15,287420
7406,Modoc,2020-11-15,9475
7407,Mono,2020-11-15,13961
7408,Monterey,2020-11-15,448732
7409,Napa,2020-11-15,139652
7410,Nevada,2020-11-15,98710
7411,Orange,2020-11-15,3228519
7413,Placer,2020-11-15,400434
7414,Plumas,2020-11-15,18997
7415,Riverside,2020-11-15,2468145
7416,Sacramento,2020-11-15,1567975
7417,San Benito,2020-11-15,64022
7418,San Bernardino,2020-11-15,2217398
7419,San Diego,2020-11-15,3370418
7420,San Francisco,2020-11-15,892280
7421,San Joaquin,2020-11-15,782545
7422,San Luis Obispo,2020-11-15,278862
7423,San Mateo,2020-11-15,778001
7424,Santa Barbara,2020-11-15,456373
7425,Santa Clara,2020-11-15,1967585
7426,Santa Cruz,2020-11-15,273999
7427,Shasta,2020-11-15,177925
7428,Sierra,2020-11-15,3115
7429,Siskiyou,2020-11-15,43956
7430,Solano,2020-11-15,444255
7431,Sonoma,2020-11-15,496668
7432,Stanislaus,2020-11-15,562303
7433,Sutter,2020-11-15,105747
7434,Tehama,2020-11-15,65885
7435,Trinity,2020-11-15,13354
7436,Tulare,2020-11-15,484423
7437,Tuolumne,2020-11-15,52351
7439,Ventura,2020-11-15,852747
7440,Yolo,2020-11-15,223612
7441,Yuba,2020-11-15,79290
7442,Alameda,2020-11-14,1685886
7443,Alpine,2020-11-14,1117
7444,Amador,2020-11-14,38531
7445,Butte,2020-11-14,217769
7446,Calaveras,2020-11-14,44289
7447,California,2020-11-14,40129160
7448,Colusa,2020-11-14,22593
7449,Contra Costa,2020-11-14,1160099
7450,Del Norte,2020-11-14,27558
7451,El Dorado,2020-11-14,193098
7452,Fresno,2020-11-14,1032227
7453,Glenn,2020-11-14,29348
7454,Humboldt,2020-11-14,134098
7455,Imperial,2020-11-14,191649
7456,Inyo,2020-11-14,18453
7457,Kern,2020-11-14,927251
7458,Kings,2020-11-14,156444
7459,Lake,2020-11-14,64871
7460,Lassen,2020-11-14,30065
7461,Los Angeles,2020-11-14,10257557
7462,Madera,2020-11-14,160089
7463,Marin,2020-11-14,260800
7464,Mariposa,2020-11-14,17795
7465,Mendocino,2020-11-14,88439
7466,Merced,2020-11-14,287420
7467,Modoc,2020-11-14,9475
7468,Mono,2020-11-14,13961
7469,Monterey,2020-11-14,448732
7470,Napa,2020-11-14,139652
7471,Nevada,2020-11-14,98710
7472,Orange,2020-11-14,3228519
7474,Placer,2020-11-14,400434
7475,Plumas,2020-11-14,18997
7476,Riverside,2020-11-14,2468145
7477,Sacramento,2020-11-14,1567975
7478,San Benito,2020-11-14,64022
7479,San Bernardino,2020-11-14,2217398
7480,San Diego,2020-11-14,3370418
7481,San Francisco,2020-11-14,892280
7482,San Joaquin,2020-11-14,782545
7483,San Luis Obispo,2020-11-14,278862
7484,San Mateo,2020-11-14,778001
7485,Santa Barbara,2020-11-14,456373
7486,Santa Clara,2020-11-14,1967585
7487,Santa Cruz,2020-11-14,273999
7488,Shasta,2020-11-14,177925
7489,Sierra,2020-11-14,3115
7490,Siskiyou,2020-11-14,43956
7491,Solano,2020-11-14,444255
7492,Sonoma,2020-11-14,496668
7493,Stanislaus,2020-11-14,562303
7494,Sutter,2020-11-14,105747
7495,Tehama,2020-11-14,65885
7496,Trinity,2020-11-14,13354
7497,Tulare,2020-11-14,484423
7498,Tuolumne,2020-11-14,52351
7500,Ventura,2020-11-14,852747
7501,Yolo,2020-11-14,223612
7502,Yuba,2020-11-14,79290
7503,Alameda,2020-11-13,1685886
7504,Alpine,2020-11-13,1117
7505,Amador,2020-11-13,38531
7506,Butte,2020-11-13,217769
7507,Calaveras,2020-11-13,44289
7508,California,2020-11-13,40129160
7509,Colusa,2020-11-13,22593
7510,Contra Costa,2020-11-13,1160099
7511,Del Norte,2020-11-13,27558
7512,El Dorado,2020-11-13,193098
7513,Fresno,2020-11-13,1032227
7514,Glenn,2020-11-13,29348
7515,Humboldt,2020-11-13,134098
7516,Imperial,2020-11-13,191649
7517,Inyo,2020-11-13,18453
7518,Kern,2020-11-13,927251
7519,Kings,2020-11-13,156444
7520,Lake,2020-11-13,64871
7521,Lassen,2020-11-13,30065
7522,Los Angeles,2020-11-13,10257557
7523,Madera,2020-11-13,160089
7524,Marin,2020-11-13,260800
7525,Mariposa,2020-11-13,17795
7526,Mendocino,2020-11-13,88439
7527,Merced,2020-11-13,287420
7528,Modoc,2020-11-13,9475
7529,Mono,2020-11-13,13961
7530,Monterey,2020-11-13,448732
7531,Napa,2020-11-13,139652
7532,Nevada,2020-11-13,98710
7533,Orange,2020-11-13,3228519
7535,Placer,2020-11-13,400434
7536,Plumas,2020-11-13,18997
7537,Riverside,2020-11-13,2468145
7538,Sacramento,2020-11-13,1567975
7539,San Benito,2020-11-13,64022
7540,San Bernardino,2020-11-13,2217398
7541,San Diego,2020-11-13,3370418
7542,San Francisco,2020-11-13,892280
7543,San Joaquin,2020-11-13,782545
7544,San Luis Obispo,2020-11-13,278862
7545,San Mateo,2020-11-13,778001
7546,Santa Barbara,2020-11-13,456373
7547,Santa Clara,2020-11-13,1967585
7548,Santa Cruz,2020-11-13,273999
7549,Shasta,2020-11-13,177925
7550,Sierra,2020-11-13,3115
7551,Siskiyou,2020-11-13,43956
7552,Solano,2020-11-13,444255
7553,Sonoma,2020-11-13,496668
7554,Stanislaus,2020-11-13,562303
7555,Sutter,2020-11-13,105747
7556,Tehama,2020-11-13,65885
7557,Trinity,2020-11-13,13354
7558,Tulare,2020-11-13,484423
7559,Tuolumne,2020-11-13,52351
7561,Ventura,2020-11-13,852747
7562,Yolo,2020-11-13,223612
7563,Yuba,2020-11-13,79290
7564,Alameda,2020-11-12,1685886
7565,Alpine,2020-11-12,1117
7566,Amador,2020-11-12,38531
7567,Butte,2020-11-12,217769
7568,Calaveras,2020-11-12,44289
7569,California,2020-11-12,40129160
7570,Colusa,2020-11-12,22593
7571,Contra Costa,2020-11-12,1160099
7572,Del Norte,2020-11-12,27558
7573,El Dorado,2020-11-12,193098
7574,Fresno,2020-11-12,1032227
7575,Glenn,2020-11-12,29348
7576,Humboldt,2020-11-12,134098
7577,Imperial,2020-11-12,191649
7578,Inyo,2020-11-12,18453
7579,Kern,2020-11-12,927251
7580,Kings,2020-11-12,156444
7581,Lake,2020-11-12,64871
7582,Lassen,2020-11-12,30065
7583,Los Angeles,2020-11-12,10257557
7584,Madera,2020-11-12,160089
7585,Marin,2020-11-12,260800
7586,Mariposa,2020-11-12,17795
7587,Mendocino,2020-11-12,88439
7588,Merced,2020-11-12,287420
7589,Modoc,2020-11-12,9475
7590,Mono,2020-11-12,13961
7591,Monterey,2020-11-12,448732
7592,Napa,2020-11-12,139652
7593,Nevada,2020-11-12,98710
7594,Orange,2020-11-12,3228519
7596,Placer,2020-11-12,400434
7597,Plumas,2020-11-12,18997
7598,Riverside,2020-11-12,2468145
7599,Sacramento,2020-11-12,1567975
7600,San Benito,2020-11-12,64022
7601,San Bernardino,2020-11-12,2217398
7602,San Diego,2020-11-12,3370418
7603,San Francisco,2020-11-12,892280
7604,San Joaquin,2020-11-12,782545
7605,San Luis Obispo,2020-11-12,278862
7606,San Mateo,2020-11-12,778001
7607,Santa Barbara,2020-11-12,456373
7608,Santa Clara,2020-11-12,1967585
7609,Santa Cruz,2020-11-12,273999
7610,Shasta,2020-11-12,177925
7611,Sierra,2020-11-12,3115
7612,Siskiyou,2020-11-12,43956
7613,Solano,2020-11-12,444255
7614,Sonoma,2020-11-12,496668
7615,Stanislaus,2020-11-12,562303
7616,Sutter,2020-11-12,105747
7617,Tehama,2020-11-12,65885
7618,Trinity,2020-11-12,13354
7619,Tulare,2020-11-12,484423
7620,Tuolumne,2020-11-12,52351
7622,Ventura,2020-11-12,852747
7623,Yolo,2020-11-12,223612
7624,Yuba,2020-11-12,79290
7625,Alameda,2020-11-11,1685886
7626,Alpine,2020-11-11,1117
7627,Amador,2020-11-11,38531
7628,Butte,2020-11-11,217769
7629,Calaveras,2020-11-11,44289
7630,California,2020-11-11,40129160
7631,Colusa,2020-11-11,22593
7632,Contra Costa,2020-11-11,1160099
7633,Del Norte,2020-11-11,27558
7634,El Dorado,2020-11-11,193098
7635,Fresno,2020-11-11,1032227
7636,Glenn,2020-11-11,29348
7637,Humboldt,2020-11-11,134098
7638,Imperial,2020-11-11,191649
7639,Inyo,2020-11-11,18453
7640,Kern,2020-11-11,927251
7641,Kings,2020-11-11,156444
7642,Lake,2020-11-11,64871
7643,Lassen,2020-11-11,30065
7644,Los Angeles,2020-11-11,10257557
7645,Madera,2020-11-11,160089
7646,Marin,2020-11-11,260800
7647,Mariposa,2020-11-11,17795
7648,Mendocino,2020-11-11,88439
7649,Merced,2020-11-11,287420
7650,Modoc,2020-11-11,9475
7651,Mono,2020-11-11,13961
7652,Monterey,2020-11-11,448732
7653,Napa,2020-11-11,139652
7654,Nevada,2020-11-11,98710
7655,Orange,2020-11-11,3228519
7657,Placer,2020-11-11,400434
7658,Plumas,2020-11-11,18997
7659,Riverside,2020-11-11,2468145
7660,Sacramento,2020-11-11,1567975
7661,San Benito,2020-11-11,64022
7662,San Bernardino,2020-11-11,2217398
7663,San Diego,2020-11-11,3370418
7664,San Francisco,2020-11-11,892280
7665,San Joaquin,2020-11-11,782545
7666,San Luis Obispo,2020-11-11,278862
7667,San Mateo,2020-11-11,778001
7668,Santa Barbara,2020-11-11,456373
7669,Santa Clara,2020-11-11,1967585
7670,Santa Cruz,2020-11-11,273999
7671,Shasta,2020-11-11,177925
7672,Sierra,2020-11-11,3115
7673,Siskiyou,2020-11-11,43956
7674,Solano,2020-11-11,444255
7675,Sonoma,2020-11-11,496668
7676,Stanislaus,2020-11-11,562303
7677,Sutter,2020-11-11,105747
7678,Tehama,2020-11-11,65885
7679,Trinity,2020-11-11,13354
7680,Tulare,2020-11-11,484423
7681,Tuolumne,2020-11-11,52351
7683,Ventura,2020-11-11,852747
7684,Yolo,2020-11-11,223612
7685,Yuba,2020-11-11,79290
7686,Alameda,2020-11-10,1685886
7687,Alpine,2020-11-10,1117
7688,Amador,2020-11-10,38531
7689,Butte,2020-11-10,217769
7690,Calaveras,2020-11-10,44289
7691,California,2020-11-10,40129160
7692,Colusa,2020-11-10,22593
7693,Contra Costa,2020-11-10,1160099
7694,Del Norte,2020-11-10,27558
7695,El Dorado,2020-11-10,193098
7696,Fresno,2020-11-10,1032227
7697,Glenn,2020-11-10,29348
7698,Humboldt,2020-11-10,134098
7699,Imperial,2020-11-10,191649
7700,Inyo,2020-11-10,18453
7701,Kern,2020-11-10,927251
7702,Kings,2020-11-10,156444
7703,Lake,2020-11-10,64871
7704,Lassen,2020-11-10,30065
7705,Los Angeles,2020-11-10,10257557
7706,Madera,2020-11-10,160089
7707,Marin,2020-11-10,260800
7708,Mariposa,2020-11-10,17795
7709,Mendocino,2020-11-10,88439
7710,Merced,2020-11-10,287420
7711,Modoc,2020-11-10,9475
7712,Mono,2020-11-10,13961
7713,Monterey,2020-11-10,448732
7714,Napa,2020-11-10,139652
7715,Nevada,2020-11-10,98710
7716,Orange,2020-11-10,3228519
7718,Placer,2020-11-10,400434
7719,Plumas,2020-11-10,18997
7720,Riverside,2020-11-10,2468145
