,county,date,hospitalized_covid_confirmed_patients,hospitalized_suspected_covid_patients,all_hospital_beds,icu_suspected_covid_patients,icu_available_beds,Total cases
2918,Alameda,2020-05-20,81,134,2968,24,112,215
2919,Plumas,2020-05-20,0,0,45,0,0,0
2920,Tehama,2020-05-20,0,0,106,0,7,0
2921,Tuolumne,2020-05-20,0,0,151,0,4,0
2922,Kings,2020-05-20,22,4,199,0,5,26
2923,Siskiyou,2020-05-20,0,0,65,0,4,0
2924,Santa Barbara,2020-05-20,23,4,717,1,60,27
2925,Del Norte,2020-05-20,0,0,51,0,0,0
2926,Trinity,2020-05-20,0,0,54,0,0,0
2927,Tulare,2020-05-20,42,3,920,3,21,45
2928,Napa,2020-05-20,1,0,387,1,6,1
2929,Glenn,2020-05-20,0,0,0,0,0,0
2930,Kern,2020-05-20,48,8,1735,2,66,56
2931,Marin,2020-05-20,4,25,390,0,20,29
2932,Modoc,2020-05-20,0,1,41,0,0,1
2933,Mono,2020-05-20,0,0,17,0,2,0
2934,San Diego,2020-05-20,335,69,6207,10,322,404
2935,Sonoma,2020-05-20,2,34,871,2,52,36
2936,Sacramento,2020-05-20,11,92,2378,14,106,103
2937,Humboldt,2020-05-20,4,8,352,1,4,12
2938,Butte,2020-05-20,4,1,448,0,20,5
2939,Los Angeles,2020-05-20,1506,561,23670,87,1253,2067
2940,Inyo,2020-05-20,0,0,42,0,2,0
2941,Colusa,2020-05-20,0,0,88,0,6,0
2942,Shasta,2020-05-20,0,0,667,0,6,0
2943,Mendocino,2020-05-20,1,0,180,0,7,1
2944,Riverside,2020-05-20,183,107,4010,28,144,290
2945,Contra Costa,2020-05-20,9,73,1628,9,128,82
2946,Lake,2020-05-20,0,2,110,0,3,2
2947,Placer,2020-05-20,4,52,753,5,45,56
2948,San Bernardino,2020-05-20,127,89,4821,14,213,216
2949,Imperial,2020-05-20,80,3,214,0,8,83
2950,Nevada,2020-05-20,0,0,116,0,9,0
2951,San Luis Obispo,2020-05-20,2,6,526,2,21,8
2952,Sutter,2020-05-20,0,0,14,0,0,0
2953,Yuba,2020-05-20,1,0,445,0,11,1
2954,Monterey,2020-05-20,10,0,811,0,103,10
2955,Amador,2020-05-20,0,0,51,0,2,0
2956,San Joaquin,2020-05-20,9,29,1366,6,27,38
2957,El Dorado,2020-05-20,0,2,199,2,7,2
2958,Calaveras,2020-05-20,0,0,50,0,10,0
2959,Lassen,2020-05-20,0,1,25,0,0,1
2960,Ventura,2020-05-20,36,26,1339,9,39,62
2961,San Mateo,2020-05-20,37,37,1096,6,25,74
2962,Madera,2020-05-20,0,4,528,0,21,4
2963,Santa Cruz,2020-05-20,3,0,397,0,16,3
2964,Orange,2020-05-20,275,113,7007,10,382,388
2965,Ventura,2020-05-21,30,19,1329,3,44,49
2966,San Mateo,2020-05-21,37,33,1096,4,26,70
2967,Humboldt,2020-05-21,4,12,352,2,5,16
2968,Sonoma,2020-05-21,4,31,871,5,49,35
2969,Orange,2020-05-21,262,102,6993,11,401,364
2970,El Dorado,2020-05-21,0,2,199,1,6,2
2971,Trinity,2020-05-21,0,0,54,0,0,0
2972,San Bernardino,2020-05-21,131,93,4821,16,225,224
2973,Placer,2020-05-21,7,59,753,7,35,66
2974,Kings,2020-05-21,21,4,199,1,2,25
2975,Tuolumne,2020-05-21,0,0,151,0,2,0
2976,Madera,2020-05-21,0,0,528,0,18,0
2977,Riverside,2020-05-21,194,91,4020,18,129,285
2978,Alameda,2020-05-21,77,162,2968,23,114,239
2979,Tehama,2020-05-21,0,0,106,0,8,0
2980,San Benito,2020-05-21,1,0,25,0,0,1
2981,Imperial,2020-05-21,75,3,210,0,10,78
2982,Colusa,2020-05-21,0,0,88,0,6,0
2983,Los Angeles,2020-05-21,1491,614,23620,95,1199,2105
2984,Yolo,2020-05-21,0,3,186,1,5,3
2985,Tulare,2020-05-21,39,1,920,1,9,40
2986,Stanislaus,2020-05-21,22,30,1369,5,82,52
2987,Siskiyou,2020-05-21,0,0,65,0,4,0
2988,Calaveras,2020-05-21,0,1,50,1,9,1
2989,Mono,2020-05-21,0,0,17,0,2,0
2990,Amador,2020-05-21,0,0,51,0,1,0
2991,Napa,2020-05-21,1,0,387,1,0,1
2992,Glenn,2020-05-21,0,0,0,0,0,0
2993,Fresno,2020-05-21,61,57,2144,4,99,118
2994,Inyo,2020-05-21,0,0,42,0,2,0
2995,Monterey,2020-05-21,8,1,811,0,103,9
2996,Del Norte,2020-05-21,0,0,51,0,1,0
2997,Shasta,2020-05-21,0,0,667,0,5,0
2998,Merced,2020-05-21,6,0,242,0,3,6
2999,Butte,2020-05-21,8,1,448,1,17,9
3000,Lassen,2020-05-21,0,1,25,0,0,1
3001,Santa Barbara,2020-05-21,24,6,717,1,58,30
3002,Marin,2020-05-21,4,29,390,0,18,33
3003,San Joaquin,2020-05-21,8,23,1366,8,28,31
3004,Kern,2020-05-21,44,10,1728,0,73,54
3005,Yuba,2020-05-21,1,0,445,0,8,1
3006,Sutter,2020-05-21,0,0,14,0,0,0
3007,Mariposa,2020-05-21,0,0,30,0,0,0
3008,Plumas,2020-05-21,0,0,45,0,0,0
3009,Santa Cruz,2020-05-21,4,1,397,0,14,5
3010,Nevada,2020-05-21,0,0,112,0,6,0
3011,San Luis Obispo,2020-05-21,2,5,473,2,20,7
3012,Contra Costa,2020-05-21,8,75,1628,11,118,83
3013,Sacramento,2020-05-21,7,100,2409,14,108,107
3014,Lake,2020-05-21,0,0,110,0,3,0
3015,Modoc,2020-05-21,0,1,41,0,0,1
3016,San Diego,2020-05-21,325,53,6180,6,313,378
3017,Santa Clara,2020-05-21,39,60,3318,8,167,99
3018,Solano,2020-05-21,18,35,707,6,45,53
3019,Mendocino,2020-05-21,1,0,180,0,7,1
3020,San Francisco,2020-05-21,43,37,2619,11,103,80
3021,Santa Cruz,2020-05-22,4,1,397,0,11,5
3022,San Luis Obispo,2020-05-22,2,1,469,1,21,3
3023,Sonoma,2020-05-22,5,16,871,2,47,21
3024,Santa Barbara,2020-05-22,20,4,717,2,60,24
3025,Del Norte,2020-05-22,0,0,51,0,4,0
3026,Ventura,2020-05-22,29,35,1345,5,42,64
3027,Solano,2020-05-22,18,16,707,1,45,34
3028,Marin,2020-05-22,3,3,390,1,15,6
3029,Orange,2020-05-22,269,89,6993,18,397,358
3030,Riverside,2020-05-22,195,115,4029,16,130,310
3031,Lassen,2020-05-22,0,1,25,0,0,1
3032,Shasta,2020-05-22,0,1,667,0,13,1
3033,Contra Costa,2020-05-22,11,30,1628,6,113,41
3034,Stanislaus,2020-05-22,23,11,1374,2,81,34
3035,Merced,2020-05-22,6,1,242,0,4,7
3036,San Diego,2020-05-22,331,50,6221,10,333,381
3037,Mendocino,2020-05-22,1,0,180,0,6,1
3038,San Joaquin,2020-05-22,9,26,1366,6,23,35
3039,Plumas,2020-05-22,0,0,45,0,0,0
3040,Butte,2020-05-22,7,1,448,0,17,8
3041,Santa Clara,2020-05-22,36,19,3318,2,170,55
3042,Siskiyou,2020-05-22,0,2,65,1,5,2
3043,Kern,2020-05-22,45,8,1761,0,64,53
3044,Yolo,2020-05-22,0,0,186,0,7,0
3045,Inyo,2020-05-22,0,0,42,0,3,0
3046,Trinity,2020-05-22,0,0,54,0,0,0
3047,Mono,2020-05-22,0,0,17,0,2,0
3048,San Mateo,2020-05-22,40,12,1096,0,40,52
3049,Humboldt,2020-05-22,4,13,352,1,3,17
3050,Glenn,2020-05-22,0,0,0,0,0,0
3051,Madera,2020-05-22,1,0,528,0,21,1
3052,El Dorado,2020-05-22,0,4,199,2,8,4
3053,San Francisco,2020-05-22,43,29,2619,11,84,72
3054,Tulare,2020-05-22,38,1,881,1,31,39
3055,Sutter,2020-05-22,0,0,14,0,0,0
3056,Napa,2020-05-22,1,7,387,0,0,8
3057,Kings,2020-05-22,23,5,199,1,4,28
3058,Tehama,2020-05-22,0,0,106,0,7,0
3059,San Bernardino,2020-05-22,125,101,4821,11,218,226
3060,Los Angeles,2020-05-22,1490,565,23628,102,1187,2055
3061,Mariposa,2020-05-22,0,0,30,0,0,0
3062,Monterey,2020-05-22,9,1,811,1,104,10
3063,Colusa,2020-05-22,0,0,88,0,6,0
3064,Imperial,2020-05-22,75,2,210,0,9,77
3065,San Benito,2020-05-22,1,0,25,0,1,1
3066,Lake,2020-05-22,0,2,110,0,3,2
3067,Amador,2020-05-22,0,1,51,0,1,1
3068,Tuolumne,2020-05-22,0,0,151,0,2,0
3069,Nevada,2020-05-22,0,0,119,0,8,0
3070,Calaveras,2020-05-22,0,0,50,0,9,0
3071,Yuba,2020-05-22,1,0,445,0,4,1
3072,Modoc,2020-05-22,0,1,41,0,0,1
3073,Sacramento,2020-05-22,10,13,2400,2,106,23
3074,Alameda,2020-05-22,79,81,2968,17,119,160
3075,Placer,2020-05-22,6,20,753,5,42,26
3076,Fresno,2020-05-22,64,30,2135,6,89,94
3077,San Luis Obispo,2020-05-23,2,0,462,0,27,2
3078,Plumas,2020-05-23,0,0,45,0,0,0
3079,Sutter,2020-05-23,0,0,14,0,0,0
3080,Glenn,2020-05-23,0,0,0,0,0,0
3081,San Francisco,2020-05-23,45,28,2619,9,83,73
3082,Modoc,2020-05-23,0,1,41,0,0,1
3083,Shasta,2020-05-23,0,1,667,0,13,1
3084,Nevada,2020-05-23,0,0,120,1,4,0
3085,Kings,2020-05-23,25,3,199,1,4,28
3086,Stanislaus,2020-05-23,23,15,1369,2,87,38
3087,Fresno,2020-05-23,66,37,2137,6,85,103
3088,Tulare,2020-05-23,40,1,920,1,13,41
3089,Sacramento,2020-05-23,12,12,2388,0,101,24
3090,Mendocino,2020-05-23,3,2,180,0,7,5
3091,Sonoma,2020-05-23,5,17,871,2,49,22
3092,Yolo,2020-05-23,0,0,186,1,0,0
3093,Tehama,2020-05-23,0,0,106,0,6,0
3094,Riverside,2020-05-23,193,95,3971,20,142,288
3095,San Joaquin,2020-05-23,10,21,1366,8,21,31
3096,Placer,2020-05-23,6,19,753,5,42,25
3097,Napa,2020-05-23,1,1,387,0,2,2
3098,Inyo,2020-05-23,0,0,42,0,4,0
3099,Lassen,2020-05-23,0,0,25,0,0,0
3100,San Diego,2020-05-23,304,82,6224,14,323,386
3101,Contra Costa,2020-05-23,14,34,1628,6,100,48
3102,Merced,2020-05-23,7,4,242,1,4,11
3103,Del Norte,2020-05-23,0,0,51,0,0,0
3104,Lake,2020-05-23,0,1,110,1,2,1
3105,El Dorado,2020-05-23,1,5,199,5,3,6
3106,Santa Barbara,2020-05-23,21,3,717,1,66,24
3107,Siskiyou,2020-05-23,0,2,65,1,5,2
3108,Solano,2020-05-23,18,14,707,0,43,32
3109,San Bernardino,2020-05-23,134,100,4821,15,207,234
3110,Humboldt,2020-05-23,4,13,352,1,3,17
3111,Alameda,2020-05-23,80,78,2968,19,110,158
3112,San Mateo,2020-05-23,39,11,1096,0,42,50
3113,Santa Clara,2020-05-23,37,17,3318,1,178,54
3114,Kern,2020-05-23,48,10,1727,2,78,58
3115,Yuba,2020-05-23,1,0,445,0,9,1
3116,Santa Cruz,2020-05-23,4,1,397,0,10,5
3117,Marin,2020-05-23,2,4,390,2,15,6
3118,Los Angeles,2020-05-23,1440,566,23605,104,1257,2006
3119,Monterey,2020-05-23,7,1,811,1,104,8
3120,Imperial,2020-05-23,75,2,210,0,9,77
3121,Ventura,2020-05-23,29,25,1318,1,39,54
3122,Tuolumne,2020-05-23,0,0,151,0,1,0
3123,Calaveras,2020-05-23,0,0,50,0,9,0
3124,Madera,2020-05-23,0,0,528,0,21,0
3125,Colusa,2020-05-23,0,0,88,0,6,0
3126,Orange,2020-05-23,278,94,6993,13,407,372
3127,San Benito,2020-05-23,1,0,25,0,2,1
3128,Mariposa,2020-05-23,0,0,30,0,0,0
3129,Butte,2020-05-23,5,0,448,0,20,5
3130,Trinity,2020-05-23,0,0,54,0,0,0
3131,Mono,2020-05-23,0,0,17,0,2,0
3132,Amador,2020-05-23,0,0,51,0,2,0
3133,Placer,2020-05-24,5,21,753,6,39,26
3134,Colusa,2020-05-24,0,0,88,0,6,0
3135,Solano,2020-05-24,18,19,707,0,46,37
3136,Santa Clara,2020-05-24,35,19,3318,2,195,54
3137,San Francisco,2020-05-24,47,41,2619,10,97,88
3138,Lassen,2020-05-24,0,0,25,0,0,0
3139,Kings,2020-05-24,25,3,199,2,7,28
3140,Monterey,2020-05-24,7,1,811,1,106,8
3141,Siskiyou,2020-05-24,0,2,65,1,5,2
3142,Sacramento,2020-05-24,9,17,2363,4,110,26
3143,Humboldt,2020-05-24,4,3,352,0,5,7
3144,Sutter,2020-05-24,0,0,14,0,0,0
3145,Yuba,2020-05-24,1,0,445,0,13,1
3146,Del Norte,2020-05-24,0,0,51,0,2,0
3147,Contra Costa,2020-05-24,15,27,1628,5,102,42
3148,Stanislaus,2020-05-24,22,15,1369,1,85,37
3149,Marin,2020-05-24,2,4,390,2,13,6
3150,Madera,2020-05-24,0,1,528,1,22,1
3151,Modoc,2020-05-24,0,1,41,0,0,1
3152,Sonoma,2020-05-24,6,16,871,3,50,22
3153,Tulare,2020-05-24,42,2,920,1,13,44
3154,Alameda,2020-05-24,88,61,2968,11,119,149
3155,Inyo,2020-05-24,0,0,42,0,4,0
3156,Merced,2020-05-24,7,5,242,0,5,12
3157,San Bernardino,2020-05-24,139,103,4821,22,196,242
3158,Ventura,2020-05-24,32,36,1331,5,46,68
3159,Trinity,2020-05-24,0,0,54,0,0,0
3160,Napa,2020-05-24,1,0,387,0,2,1
3161,Amador,2020-05-24,0,0,51,0,0,0
3162,San Luis Obispo,2020-05-24,2,1,461,0,28,3
3163,Fresno,2020-05-24,66,40,2128,4,91,106
3164,Los Angeles,2020-05-24,1443,547,23608,101,1227,1990
3165,Plumas,2020-05-24,0,0,45,0,0,0
3166,El Dorado,2020-05-24,1,4,199,4,4,5
3167,Imperial,2020-05-24,77,4,210,0,9,81
3168,Santa Barbara,2020-05-24,21,6,717,0,71,27
3169,Tehama,2020-05-24,0,0,106,0,6,0
3170,San Benito,2020-05-24,1,0,25,0,0,1
3171,Mono,2020-05-24,0,0,17,0,2,0
3172,Butte,2020-05-24,5,0,448,0,20,5
3173,San Joaquin,2020-05-24,11,25,1366,5,17,36
3174,Riverside,2020-05-24,188,80,3944,18,150,268
3175,Mariposa,2020-05-24,0,0,30,0,0,0
3176,Nevada,2020-05-24,0,0,121,2,1,0
3177,Santa Cruz,2020-05-24,4,1,397,0,14,5
3178,Glenn,2020-05-24,0,0,0,0,0,0
3179,Kern,2020-05-24,53,4,1712,1,84,57
3180,San Mateo,2020-05-24,39,13,1096,0,43,52
3181,Calaveras,2020-05-24,0,1,50,0,10,1
3182,San Diego,2020-05-24,310,60,6189,11,321,370
3183,Orange,2020-05-24,286,102,6993,14,404,388
3184,Mendocino,2020-05-24,3,2,180,0,7,5
3185,Lake,2020-05-24,0,4,110,2,0,4
3186,Yolo,2020-05-24,0,0,186,0,0,0
3187,Tuolumne,2020-05-24,0,0,151,0,1,0
3188,Shasta,2020-05-24,0,0,667,0,15,0
3189,Inyo,2020-05-25,0,0,42,0,4,0
3190,Tuolumne,2020-05-25,0,0,151,0,2,0
3191,Alameda,2020-05-25,91,65,2968,20,115,156
3192,Monterey,2020-05-25,10,0,811,0,106,10
3193,Lassen,2020-05-25,0,0,25,0,0,0
3194,Ventura,2020-05-25,33,30,1337,4,46,63
3195,Los Angeles,2020-05-25,1477,564,23620,94,1453,2041
3196,Calaveras,2020-05-25,0,1,50,0,10,1
3197,Contra Costa,2020-05-25,13,35,1628,13,103,48
3198,Tulare,2020-05-25,40,2,920,2,22,42
3199,Shasta,2020-05-25,0,0,667,0,16,0
3200,Lake,2020-05-25,0,1,110,0,2,1
3201,Kings,2020-05-25,26,3,199,2,3,29
3202,San Diego,2020-05-25,317,68,6158,21,385,385
3203,Imperial,2020-05-25,69,6,210,0,9,75
3204,Del Norte,2020-05-25,0,1,51,0,3,1
3205,San Mateo,2020-05-25,44,13,1096,5,46,57
3206,San Luis Obispo,2020-05-25,2,0,448,0,26,2
3207,Napa,2020-05-25,1,0,387,0,4,1
3208,El Dorado,2020-05-25,1,3,199,3,11,4
3209,Placer,2020-05-25,5,20,753,6,47,25
3210,Yolo,2020-05-25,1,0,186,0,4,1
3211,Amador,2020-05-25,0,0,51,0,1,0
3212,Santa Cruz,2020-05-25,4,3,397,0,15,7
3213,Nevada,2020-05-25,0,0,120,1,6,0
3214,Santa Barbara,2020-05-25,19,8,717,0,70,27
3215,Solano,2020-05-25,21,20,707,4,44,41
3216,Sacramento,2020-05-25,9,17,2381,29,116,26
3217,Kern,2020-05-25,51,8,1707,1,77,59
3218,Trinity,2020-05-25,0,0,54,0,0,0
3219,Madera,2020-05-25,1,1,528,0,24,2
3220,Sonoma,2020-05-25,5,22,871,6,46,27
3221,Plumas,2020-05-25,0,0,45,0,0,0
3222,Tehama,2020-05-25,0,0,106,0,3,0
3223,Mariposa,2020-05-25,0,1,30,0,0,1
3224,Colusa,2020-05-25,0,0,88,0,6,0
3225,Merced,2020-05-25,6,4,242,1,10,10
3226,Marin,2020-05-25,3,4,390,6,9,7
3227,Modoc,2020-05-25,0,1,41,0,0,1
3228,San Benito,2020-05-25,1,0,25,0,0,1
3229,Mono,2020-05-25,0,0,17,0,2,0
3230,Sutter,2020-05-25,0,0,14,0,0,0
3231,Humboldt,2020-05-25,6,4,352,0,4,10
3232,Orange,2020-05-25,300,94,6993,19,441,394
3233,Mendocino,2020-05-25,2,0,180,0,5,2
3234,Fresno,2020-05-25,66,38,2128,1,92,104
3235,Riverside,2020-05-25,193,88,3959,15,159,281
3236,Butte,2020-05-25,7,0,448,0,19,7
3237,San Joaquin,2020-05-25,12,24,1366,4,22,36
3238,Santa Clara,2020-05-25,32,20,3318,12,204,52
3239,Stanislaus,2020-05-25,18,11,1369,4,79,29
3240,Glenn,2020-05-25,0,0,0,0,0,0
3241,San Bernardino,2020-05-25,138,116,4821,23,245,254
3242,Siskiyou,2020-05-25,0,2,65,1,5,2
3243,San Francisco,2020-05-25,40,41,2619,11,100,81
3244,Yuba,2020-05-25,1,0,445,0,11,1
3245,Mendocino,2020-05-26,3,1,180,0,4,4
3246,Del Norte,2020-05-26,0,1,51,0,2,1
3247,Siskiyou,2020-05-26,0,0,65,0,7,0
3248,El Dorado,2020-05-26,0,2,199,2,8,2
3249,Merced,2020-05-26,6,3,242,1,5,9
3250,San Benito,2020-05-26,1,0,25,0,2,1
3251,Colusa,2020-05-26,0,0,88,0,6,0
3252,Mono,2020-05-26,0,0,17,0,2,0
3253,Plumas,2020-05-26,0,0,45,0,0,0
3254,San Bernardino,2020-05-26,154,125,4821,19,237,279
3255,Los Angeles,2020-05-26,1477,610,23592,103,1449,2087
3256,San Luis Obispo,2020-05-26,2,2,447,0,28,4
3257,Amador,2020-05-26,0,0,51,0,3,0
3258,Shasta,2020-05-26,1,0,667,0,13,1
3259,Fresno,2020-05-26,69,29,2141,2,96,98
3260,Stanislaus,2020-05-26,18,14,1369,5,85,32
3261,Modoc,2020-05-26,0,1,41,0,0,1
3262,Butte,2020-05-26,5,0,448,0,20,5
3263,Trinity,2020-05-26,0,3,54,0,0,3
3264,Nevada,2020-05-26,1,3,129,2,6,4
3265,San Joaquin,2020-05-26,14,29,1366,8,24,43
3266,Imperial,2020-05-26,69,8,210,0,10,77
3267,Sonoma,2020-05-26,5,20,871,4,59,25
3268,Glenn,2020-05-26,0,0,47,0,0,0
3269,Placer,2020-05-26,6,21,753,5,43,27
3270,Riverside,2020-05-26,207,102,3959,22,173,309
3271,San Mateo,2020-05-26,45,9,1096,4,47,54
3272,Inyo,2020-05-26,0,0,42,0,4,0
3273,Yolo,2020-05-26,1,0,186,0,5,1
3274,Orange,2020-05-26,301,117,6993,18,439,418
3275,Humboldt,2020-05-26,5,5,352,1,3,10
3276,Marin,2020-05-26,2,3,390,5,8,5
3277,Contra Costa,2020-05-26,13,36,1628,14,115,49
3278,Lake,2020-05-26,0,1,110,0,0,1
3279,Sutter,2020-05-26,0,0,14,0,0,0
3280,Yuba,2020-05-26,1,0,445,0,12,1
3281,Tuolumne,2020-05-26,0,1,151,1,0,1
3282,Alameda,2020-05-26,93,76,2968,20,124,169
3283,Ventura,2020-05-26,34,28,1344,5,40,62
3284,Tulare,2020-05-26,37,4,920,4,19,41
3285,Solano,2020-05-26,19,16,707,2,45,35
3286,Calaveras,2020-05-26,0,0,50,0,11,0
3287,Monterey,2020-05-26,11,1,811,1,105,12
3288,Tehama,2020-05-26,0,1,106,0,2,1
3289,Madera,2020-05-26,1,4,528,0,22,5
3290,San Diego,2020-05-26,325,58,6167,8,375,383
3291,Santa Barbara,2020-05-26,18,5,717,2,84,23
3292,Mariposa,2020-05-26,0,2,30,0,0,2
3293,San Francisco,2020-05-26,40,47,2619,14,95,87
3294,Sacramento,2020-05-26,9,9,2376,26,98,18
3295,Lassen,2020-05-26,0,1,25,0,0,1
3296,Kings,2020-05-26,24,3,199,2,2,27
3297,Santa Clara,2020-05-26,33,20,3318,12,195,53
3298,Kern,2020-05-26,59,7,1724,0,82,66
3299,Santa Cruz,2020-05-26,4,1,397,0,14,5
3300,Napa,2020-05-26,1,1,387,0,3,2
3301,San Benito,2020-05-27,1,0,25,0,1,1
3302,Fresno,2020-05-27,71,44,2143,4,93,115
3303,Alameda,2020-05-27,95,69,2968,10,128,164
3304,Merced,2020-05-27,6,2,242,0,3,8
3305,San Joaquin,2020-05-27,14,23,1366,4,21,37
3306,Mariposa,2020-05-27,0,2,30,0,0,2
3307,Placer,2020-05-27,6,14,753,1,45,20
3308,Lassen,2020-05-27,0,1,25,0,0,1
3309,Shasta,2020-05-27,0,0,667,0,15,0
3310,Sutter,2020-05-27,0,0,14,0,0,0
3311,Tehama,2020-05-27,0,0,106,0,3,0
3312,Santa Cruz,2020-05-27,3,0,397,0,15,3
3313,Amador,2020-05-27,0,0,51,0,3,0
3314,Mendocino,2020-05-27,3,1,180,1,3,4
3315,Monterey,2020-05-27,11,0,811,0,100,11
3316,Del Norte,2020-05-27,0,0,51,0,4,0
3317,El Dorado,2020-05-27,1,2,199,2,7,3
3318,Santa Clara,2020-05-27,28,24,3318,3,188,52
3319,Yuba,2020-05-27,1,0,445,0,12,1
3320,Mono,2020-05-27,0,0,17,0,2,0
3321,Orange,2020-05-27,307,111,6993,19,403,418
3322,Plumas,2020-05-27,0,0,45,0,0,0
3323,Colusa,2020-05-27,0,0,88,0,6,0
3324,Butte,2020-05-27,6,1,448,0,21,7
3325,San Luis Obispo,2020-05-27,2,4,464,1,22,6
3326,Santa Barbara,2020-05-27,22,5,717,2,94,27
3327,Modoc,2020-05-27,0,0,41,0,0,0
3328,Inyo,2020-05-27,0,0,42,0,4,0
3329,Stanislaus,2020-05-27,17,8,1369,3,89,25
3330,San Bernardino,2020-05-27,159,101,4821,19,222,260
3331,Lake,2020-05-27,0,0,110,0,0,0
3332,Sonoma,2020-05-27,9,22,871,2,51,31
3333,Kings,2020-05-27,23,1,199,0,0,24
3334,Napa,2020-05-27,1,1,387,0,2,2
3335,Madera,2020-05-27,2,2,528,0,24,4
3336,Los Angeles,2020-05-27,1462,628,23626,90,1275,2090
3337,Humboldt,2020-05-27,5,4,352,0,3,9
3338,San Mateo,2020-05-27,33,8,1096,3,46,41
3339,Contra Costa,2020-05-27,11,30,1628,6,115,41
3340,Sacramento,2020-05-27,8,21,2401,3,87,29
3341,Kern,2020-05-27,63,5,1727,0,72,68
3342,San Diego,2020-05-27,329,79,6215,12,315,408
3343,Tulare,2020-05-27,36,5,920,3,13,41
3344,Ventura,2020-05-27,28,24,1349,10,40,52
3345,Trinity,2020-05-27,0,2,54,0,0,2
3346,Nevada,2020-05-27,1,3,122,2,6,4
3347,Tuolumne,2020-05-27,0,0,151,0,0,0
3348,Marin,2020-05-27,1,1,390,0,10,2
3349,Riverside,2020-05-27,199,114,4005,21,131,313
3350,San Francisco,2020-05-27,40,42,2619,9,98,82
3351,Calaveras,2020-05-27,0,0,50,0,11,0
3352,Siskiyou,2020-05-27,0,3,65,1,5,3
3353,Solano,2020-05-27,20,14,707,2,41,34
3354,Glenn,2020-05-27,0,0,47,0,0,0
3355,Imperial,2020-05-27,67,17,210,0,13,84
3356,Yolo,2020-05-27,0,0,186,0,3,0
3357,Napa,2020-05-28,1,1,387,0,1,2
3358,Yolo,2020-05-28,0,0,186,0,8,0
3359,San Luis Obispo,2020-05-28,2,0,475,0,24,2
3360,Madera,2020-05-28,1,0,528,0,25,1
3361,Marin,2020-05-28,3,7,390,0,14,10
3362,Contra Costa,2020-05-28,13,38,1628,7,103,51
3363,Lassen,2020-05-28,0,1,25,0,0,1
3364,Butte,2020-05-28,5,1,448,0,22,6
3365,San Francisco,2020-05-28,49,42,2619,9,83,91
3366,Lake,2020-05-28,0,1,110,0,0,1
3367,Los Angeles,2020-05-28,1415,639,23608,112,1275,2054
3368,San Mateo,2020-05-28,39,10,1096,1,44,49
3369,San Benito,2020-05-28,0,0,25,0,0,0
3370,Sutter,2020-05-28,0,0,14,0,0,0
3371,Mariposa,2020-05-28,0,2,30,0,0,2
3372,Del Norte,2020-05-28,0,0,51,0,4,0
3373,Glenn,2020-05-28,0,0,47,0,0,0
3374,Trinity,2020-05-28,0,3,54,0,0,3
3375,Inyo,2020-05-28,0,0,42,0,4,0
3376,Siskiyou,2020-05-28,0,0,65,0,6,0
3377,Plumas,2020-05-28,0,0,45,0,0,0
3378,Alameda,2020-05-28,96,57,2968,13,106,153
3379,San Joaquin,2020-05-28,15,25,1366,5,16,40
3380,Mendocino,2020-05-28,3,0,180,0,4,3
3381,Nevada,2020-05-28,1,2,128,1,5,3
3382,Modoc,2020-05-28,0,0,41,0,0,0
3383,Sonoma,2020-05-28,8,30,871,2,46,38
3384,Fresno,2020-05-28,68,39,2131,2,82,107
3385,Sacramento,2020-05-28,14,27,2395,4,95,41
3386,Humboldt,2020-05-28,5,4,352,0,5,9
3387,Amador,2020-05-28,0,1,51,0,4,1
3388,Santa Cruz,2020-05-28,3,0,397,0,13,3
3389,Imperial,2020-05-28,61,7,199,1,10,68
3390,Yuba,2020-05-28,1,0,445,0,11,1
3391,Mono,2020-05-28,0,0,40,0,2,0
3392,Monterey,2020-05-28,11,0,811,0,101,11
3393,Tulare,2020-05-28,37,2,920,1,8,39
3394,San Bernardino,2020-05-28,156,87,4821,17,186,243
3395,Kings,2020-05-28,25,0,199,0,2,25
3396,Colusa,2020-05-28,0,0,88,0,6,0
3397,Solano,2020-05-28,19,16,707,0,40,35
3398,San Diego,2020-05-28,313,70,6238,16,317,383
3399,Tuolumne,2020-05-28,0,0,151,0,2,0
3400,El Dorado,2020-05-28,1,5,199,5,8,6
3401,Placer,2020-05-28,5,18,753,3,33,23
3402,Riverside,2020-05-28,202,99,4000,23,134,301
3403,Tehama,2020-05-28,0,0,106,0,4,0
3404,Santa Clara,2020-05-28,26,14,3318,2,180,40
3405,Shasta,2020-05-28,0,0,667,0,9,0
3406,Kern,2020-05-28,58,8,1744,0,77,66
3407,Orange,2020-05-28,291,106,6993,13,403,397
3408,Santa Barbara,2020-05-28,19,7,717,3,74,26
3409,Calaveras,2020-05-28,1,0,50,0,10,1
3410,Ventura,2020-05-28,28,19,1353,9,54,47
3411,Merced,2020-05-28,6,2,242,0,4,8
3412,Stanislaus,2020-05-28,15,8,1369,1,78,23
3413,Colusa,2020-05-29,0,0,88,0,6,0
3414,Stanislaus,2020-05-29,13,11,1370,2,75,24
3415,Napa,2020-05-29,0,0,387,0,4,0
3416,Kings,2020-05-29,27,1,199,0,2,28
3417,Amador,2020-05-29,0,0,51,0,3,0
3418,Yolo,2020-05-29,0,0,186,0,5,0
3419,Tehama,2020-05-29,0,0,106,0,1,0
