,county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
594,Santa Cruz,2021-03-07,10,14837,14,14715
595,Shasta,2021-03-07,11,10983,7,11083
596,Sierra,2021-03-07,0,48,0,48
597,Siskiyou,2021-03-07,2,1466,3,1435
598,Solano,2021-03-07,15,30157,27,30027
599,Sonoma,2021-03-07,22,28644,49,28533
600,Stanislaus,2021-03-07,48,51056,92,50783
601,Sutter,2021-03-07,7,8923,13,8900
602,Tehama,2021-03-07,1,4625,4,4614
603,Trinity,2021-03-07,0,305,0,302
604,Tulare,2021-03-07,19,47680,54,47569
605,Tuolumne,2021-03-07,3,3930,2,3922
607,Ventura,2021-03-07,55,78264,48,78487
608,Yolo,2021-03-07,6,13076,37,12988
609,Yuba,2021-03-07,7,5558,12,5516
610,Alameda,2021-03-06,72,81675,95,81310
611,Alpine,2021-03-06,0,81,0,78
612,Amador,2021-03-06,1,3498,3,3487
613,Butte,2021-03-06,5,11098,15,11065
614,Calaveras,2021-03-06,2,1932,2,1904
615,California,2021-03-06,1894,3517605,3816,3501394
616,Colusa,2021-03-06,0,1878,0,1874
617,Contra Costa,2021-03-06,66,63402,154,63040
618,Del Norte,2021-03-06,1,1018,5,1000
619,El Dorado,2021-03-06,7,9203,16,9166
620,Fresno,2021-03-06,95,96995,182,96366
621,Glenn,2021-03-06,5,2257,0,2241
622,Humboldt,2021-03-06,6,3287,26,3260
623,Imperial,2021-03-06,4,27092,39,27009
624,Inyo,2021-03-06,2,1329,3,1312
625,Kern,2021-03-06,30,92963,83,92684
626,Kings,2021-03-06,27,22175,31,22094
627,Lake,2021-03-06,2,3208,4,3189
628,Lassen,2021-03-06,0,5124,2,5119
629,Los Angeles,2021-03-06,434,1169609,1057,1161745
630,Madera,2021-03-06,8,15738,22,15646
631,Marin,2021-03-06,8,13337,14,13289
632,Mariposa,2021-03-06,0,376,1,376
633,Mendocino,2021-03-06,8,3591,2,3579
634,Merced,2021-03-06,32,28945,37,28771
635,Modoc,2021-03-06,0,339,1,338
636,Mono,2021-03-06,0,1200,1,1198
637,Monterey,2021-03-06,11,41906,36,41838
638,Napa,2021-03-06,6,9164,20,9129
639,Nevada,2021-03-06,4,4087,11,4044
640,Orange,2021-03-06,82,247010,145,246634
642,Placer,2021-03-06,25,20161,57,20030
643,Plumas,2021-03-06,0,639,-1,634
644,Riverside,2021-03-06,92,280647,150,280225
645,Sacramento,2021-03-06,93,94726,150,94332
646,San Benito,2021-03-06,1,5801,3,5793
647,San Bernardino,2021-03-06,80,283376,97,282737
648,San Diego,2021-03-06,213,264854,421,262778
649,San Francisco,2021-03-06,36,34656,34,34560
650,San Joaquin,2021-03-06,59,66280,121,66162
651,San Luis Obispo,2021-03-06,21,19687,35,19592
652,San Mateo,2021-03-06,38,39535,79,39384
653,Santa Barbara,2021-03-06,33,32372,37,32176
654,Santa Clara,2021-03-06,78,111985,186,111570
655,Santa Cruz,2021-03-06,9,14827,7,14701
656,Shasta,2021-03-06,6,10972,14,11076
657,Sierra,2021-03-06,0,48,0,48
658,Siskiyou,2021-03-06,3,1464,3,1432
659,Solano,2021-03-06,14,30142,49,30000
660,Sonoma,2021-03-06,21,28622,67,28484
661,Stanislaus,2021-03-06,44,51008,85,50691
662,Sutter,2021-03-06,6,8916,11,8887
663,Tehama,2021-03-06,7,4624,4,4610
664,Trinity,2021-03-06,0,305,0,302
665,Tulare,2021-03-06,21,47661,46,47515
666,Tuolumne,2021-03-06,0,3927,3,3920
668,Ventura,2021-03-06,55,78209,71,78439
669,Yolo,2021-03-06,9,13070,31,12951
670,Yuba,2021-03-06,12,5551,8,5504
671,Alameda,2021-03-05,95,81603,100,81215
672,Alpine,2021-03-05,0,81,0,78
673,Amador,2021-03-05,1,3497,4,3484
674,Butte,2021-03-05,7,11093,17,11050
675,Calaveras,2021-03-05,1,1930,6,1902
676,California,2021-03-05,2646,3515711,4452,3497578
677,Colusa,2021-03-05,1,1878,1,1874
678,Contra Costa,2021-03-05,82,63336,97,62886
679,Del Norte,2021-03-05,6,1017,6,995
680,El Dorado,2021-03-05,12,9196,17,9150
681,Fresno,2021-03-05,138,96900,161,96184
682,Glenn,2021-03-05,4,2252,5,2241
683,Humboldt,2021-03-05,7,3281,22,3234
684,Imperial,2021-03-05,12,27088,24,26970
685,Inyo,2021-03-05,3,1327,9,1309
686,Kern,2021-03-05,88,92933,76,92601
687,Kings,2021-03-05,17,22148,38,22063
688,Lake,2021-03-05,6,3206,4,3185
689,Lassen,2021-03-05,0,5124,1,5117
690,Los Angeles,2021-03-05,563,1169175,1283,1160688
691,Madera,2021-03-05,33,15730,28,15624
692,Marin,2021-03-05,16,13329,35,13275
693,Mariposa,2021-03-05,0,376,-1,375
694,Mendocino,2021-03-05,3,3583,8,3577
695,Merced,2021-03-05,44,28913,63,28734
696,Modoc,2021-03-05,1,339,1,337
697,Mono,2021-03-05,0,1200,0,1197
698,Monterey,2021-03-05,19,41895,31,41802
699,Napa,2021-03-05,7,9158,15,9109
700,Nevada,2021-03-05,9,4083,13,4033
701,Orange,2021-03-05,130,246928,135,246489
703,Placer,2021-03-05,26,20136,73,19973
704,Plumas,2021-03-05,0,639,1,635
705,Riverside,2021-03-05,118,280555,204,280075
706,Sacramento,2021-03-05,132,94633,200,94182
707,San Benito,2021-03-05,1,5800,9,5790
708,San Bernardino,2021-03-05,123,283296,233,282640
709,San Diego,2021-03-05,218,264641,499,262357
710,San Francisco,2021-03-05,33,34620,46,34526
711,San Joaquin,2021-03-05,82,66221,110,66041
712,San Luis Obispo,2021-03-05,36,19666,37,19557
713,San Mateo,2021-03-05,42,39497,80,39305
714,Santa Barbara,2021-03-05,34,32339,49,32139
715,Santa Clara,2021-03-05,126,111907,190,111384
716,Santa Cruz,2021-03-05,17,14818,25,14694
717,Shasta,2021-03-05,9,10966,12,11062
718,Sierra,2021-03-05,0,48,0,48
719,Siskiyou,2021-03-05,8,1461,2,1429
720,Solano,2021-03-05,23,30128,46,29951
721,Sonoma,2021-03-05,51,28601,38,28417
722,Stanislaus,2021-03-05,76,50964,85,50606
723,Sutter,2021-03-05,12,8910,27,8876
724,Tehama,2021-03-05,5,4617,2,4606
725,Trinity,2021-03-05,0,305,0,302
726,Tulare,2021-03-05,40,47640,71,47469
727,Tuolumne,2021-03-05,2,3927,1,3917
729,Ventura,2021-03-05,93,78154,184,78368
730,Yolo,2021-03-05,23,13061,25,12920
731,Yuba,2021-03-05,11,5539,13,5496
732,Alameda,2021-03-04,110,81508,143,81115
733,Alpine,2021-03-04,0,81,1,78
734,Amador,2021-03-04,2,3496,2,3480
735,Butte,2021-03-04,6,11086,19,11033
736,Calaveras,2021-03-04,4,1929,3,1896
737,California,2021-03-04,2725,3513065,4659,3493126
738,Colusa,2021-03-04,1,1877,0,1873
739,Contra Costa,2021-03-04,95,63254,121,62789
740,Del Norte,2021-03-04,5,1011,1,989
741,El Dorado,2021-03-04,13,9184,12,9133
742,Fresno,2021-03-04,130,96762,130,96023
743,Glenn,2021-03-04,1,2248,3,2236
744,Humboldt,2021-03-04,13,3274,16,3212
745,Imperial,2021-03-04,16,27076,7,26946
746,Inyo,2021-03-04,7,1324,6,1300
747,Kern,2021-03-04,64,92845,91,92525
748,Kings,2021-03-04,16,22131,16,22025
749,Lake,2021-03-04,5,3200,6,3181
750,Lassen,2021-03-04,0,5124,1,5116
751,Los Angeles,2021-03-04,607,1168612,1494,1159405
752,Madera,2021-03-04,11,15697,43,15596
753,Marin,2021-03-04,11,13313,24,13240
754,Mariposa,2021-03-04,1,376,0,376
755,Mendocino,2021-03-04,3,3580,5,3569
756,Merced,2021-03-04,40,28869,46,28671
757,Modoc,2021-03-04,0,338,3,336
758,Mono,2021-03-04,1,1200,6,1197
759,Monterey,2021-03-04,29,41876,40,41771
760,Napa,2021-03-04,9,9151,4,9094
761,Nevada,2021-03-04,10,4074,11,4020
762,Orange,2021-03-04,127,246798,234,246354
764,Placer,2021-03-04,25,20110,49,19900
765,Plumas,2021-03-04,1,639,3,634
766,Riverside,2021-03-04,153,280437,245,279871
767,Sacramento,2021-03-04,154,94501,163,93982
768,San Benito,2021-03-04,1,5799,7,5781
769,San Bernardino,2021-03-04,133,283173,269,282407
770,San Diego,2021-03-04,228,264423,508,261858
771,San Francisco,2021-03-04,29,34587,37,34480
772,San Joaquin,2021-03-04,98,66139,76,65931
773,San Luis Obispo,2021-03-04,22,19630,41,19520
774,San Mateo,2021-03-04,46,39455,36,39225
775,Santa Barbara,2021-03-04,37,32305,63,32090
776,Santa Clara,2021-03-04,139,111781,203,111194
777,Santa Cruz,2021-03-04,9,14801,24,14669
778,Shasta,2021-03-04,7,10957,27,11050
779,Sierra,2021-03-04,0,48,0,48
780,Siskiyou,2021-03-04,2,1453,3,1427
781,Solano,2021-03-04,32,30105,39,29905
782,Sonoma,2021-03-04,37,28550,72,28379
783,Stanislaus,2021-03-04,80,50888,83,50521
784,Sutter,2021-03-04,8,8898,9,8849
785,Tehama,2021-03-04,3,4612,3,4604
786,Trinity,2021-03-04,0,305,0,302
787,Tulare,2021-03-04,42,47600,50,47398
788,Tuolumne,2021-03-04,1,3925,2,3916
790,Ventura,2021-03-04,74,78061,127,78184
791,Yolo,2021-03-04,14,13038,5,12895
792,Yuba,2021-03-04,13,5528,4,5483
793,Alameda,2021-03-03,87,81398,68,80972
794,Alpine,2021-03-03,0,81,0,77
795,Amador,2021-03-03,2,3494,4,3478
796,Butte,2021-03-03,9,11080,7,11014
797,Calaveras,2021-03-03,3,1925,3,1893
798,California,2021-03-03,2967,3510340,3504,3488467
799,Colusa,2021-03-03,0,1876,1,1873
800,Contra Costa,2021-03-03,97,63159,111,62668
801,Del Norte,2021-03-03,6,1006,5,988
802,El Dorado,2021-03-03,8,9171,5,9121
803,Fresno,2021-03-03,147,96632,108,95893
804,Glenn,2021-03-03,6,2247,1,2233
805,Humboldt,2021-03-03,15,3261,12,3196
806,Imperial,2021-03-03,11,27060,13,26939
807,Inyo,2021-03-03,4,1317,2,1294
808,Kern,2021-03-03,94,92781,121,92434
809,Kings,2021-03-03,46,22115,10,22009
810,Lake,2021-03-03,2,3195,6,3175
811,Lassen,2021-03-03,5,5124,0,5115
812,Los Angeles,2021-03-03,600,1168005,1085,1157911
813,Madera,2021-03-03,20,15686,30,15553
814,Marin,2021-03-03,19,13302,30,13216
815,Mariposa,2021-03-03,0,375,0,376
816,Mendocino,2021-03-03,2,3577,2,3564
817,Merced,2021-03-03,48,28829,27,28625
818,Modoc,2021-03-03,0,338,1,333
819,Mono,2021-03-03,0,1199,0,1191
820,Monterey,2021-03-03,26,41847,15,41731
821,Napa,2021-03-03,11,9142,10,9090
822,Nevada,2021-03-03,8,4064,26,4009
823,Orange,2021-03-03,133,246671,116,246120
825,Placer,2021-03-03,50,20085,23,19851
826,Plumas,2021-03-03,3,638,3,631
827,Riverside,2021-03-03,183,280284,140,279626
828,Sacramento,2021-03-03,161,94347,129,93819
829,San Benito,2021-03-03,4,5798,4,5774
830,San Bernardino,2021-03-03,131,283040,219,282138
831,San Diego,2021-03-03,236,264195,352,261350
832,San Francisco,2021-03-03,40,34558,56,34443
833,San Joaquin,2021-03-03,101,66041,86,65855
834,San Luis Obispo,2021-03-03,28,19608,27,19479
835,San Mateo,2021-03-03,44,39409,41,39189
836,Santa Barbara,2021-03-03,49,32268,63,32027
837,Santa Clara,2021-03-03,167,111642,159,110991
838,Santa Cruz,2021-03-03,12,14792,34,14645
839,Shasta,2021-03-03,5,10950,11,11023
840,Sierra,2021-03-03,0,48,0,48
841,Siskiyou,2021-03-03,8,1451,12,1424
842,Solano,2021-03-03,31,30073,39,29866
843,Sonoma,2021-03-03,59,28513,46,28307
844,Stanislaus,2021-03-03,80,50808,79,50438
845,Sutter,2021-03-03,11,8890,8,8840
846,Tehama,2021-03-03,2,4609,4,4601
847,Trinity,2021-03-03,0,305,1,302
848,Tulare,2021-03-03,45,47558,22,47348
849,Tuolumne,2021-03-03,4,3924,6,3914
851,Ventura,2021-03-03,81,77987,105,78057
852,Yolo,2021-03-03,17,13024,23,12890
853,Yuba,2021-03-03,6,5515,4,5479
854,Alameda,2021-03-02,118,81311,99,80904
855,Alpine,2021-03-02,2,81,0,77
856,Amador,2021-03-02,3,3492,5,3474
857,Butte,2021-03-02,14,11071,26,11007
858,Calaveras,2021-03-02,7,1922,5,1890
859,California,2021-03-02,3058,3507373,3352,3484963
860,Colusa,2021-03-02,1,1876,1,1872
861,Contra Costa,2021-03-02,102,63062,99,62557
862,Del Norte,2021-03-02,3,1000,1,983
863,El Dorado,2021-03-02,16,9163,31,9116
864,Fresno,2021-03-02,128,96485,108,95785
865,Glenn,2021-03-02,5,2241,0,2232
866,Humboldt,2021-03-02,16,3246,5,3184
867,Imperial,2021-03-02,9,27049,13,26926
868,Inyo,2021-03-02,1,1313,7,1292
869,Kern,2021-03-02,77,92687,94,92313
870,Kings,2021-03-02,18,22069,11,21999
871,Lake,2021-03-02,3,3193,5,3169
872,Lassen,2021-03-02,2,5119,4,5115
873,Los Angeles,2021-03-02,632,1167405,842,1156826
874,Madera,2021-03-02,30,15666,18,15523
875,Marin,2021-03-02,20,13283,25,13186
876,Mariposa,2021-03-02,0,375,1,376
877,Mendocino,2021-03-02,6,3575,1,3562
878,Merced,2021-03-02,43,28781,23,28598
879,Modoc,2021-03-02,3,338,1,332
880,Mono,2021-03-02,2,1199,-1,1191
881,Monterey,2021-03-02,27,41821,19,41716
882,Napa,2021-03-02,10,9131,24,9080
883,Nevada,2021-03-02,19,4056,4,3983
884,Orange,2021-03-02,171,246538,152,246004
886,Placer,2021-03-02,33,20035,25,19828
887,Plumas,2021-03-02,1,635,0,628
888,Riverside,2021-03-02,223,280101,163,279486
889,Sacramento,2021-03-02,135,94186,144,93690
890,San Benito,2021-03-02,5,5794,-2,5770
891,San Bernardino,2021-03-02,140,282909,234,281919
892,San Diego,2021-03-02,291,263959,376,260998
893,San Francisco,2021-03-02,40,34518,69,34387
894,San Joaquin,2021-03-02,97,65940,70,65769
895,San Luis Obispo,2021-03-02,21,19580,23,19452
896,San Mateo,2021-03-02,57,39365,52,39148
897,Santa Barbara,2021-03-02,41,32219,55,31964
898,Santa Clara,2021-03-02,164,111475,148,110832
899,Santa Cruz,2021-03-02,21,14780,36,14611
900,Shasta,2021-03-02,9,10945,22,11012
901,Sierra,2021-03-02,0,48,0,48
902,Siskiyou,2021-03-02,1,1443,4,1412
903,Solano,2021-03-02,38,30042,48,29827
904,Sonoma,2021-03-02,41,28454,39,28261
905,Stanislaus,2021-03-02,64,50728,66,50359
906,Sutter,2021-03-02,10,8879,7,8832
907,Tehama,2021-03-02,4,4607,2,4597
908,Trinity,2021-03-02,0,305,3,301
909,Tulare,2021-03-02,29,47513,51,47326
910,Tuolumne,2021-03-02,1,3920,1,3908
912,Ventura,2021-03-02,76,77906,103,77952
913,Yolo,2021-03-02,15,13007,13,12867
914,Yuba,2021-03-02,12,5509,9,5475
915,Alameda,2021-03-01,112,81193,78,80805
916,Alpine,2021-03-01,0,79,0,77
917,Amador,2021-03-01,5,3489,3,3469
918,Butte,2021-03-01,15,11057,11,10981
919,Calaveras,2021-03-01,6,1915,4,1885
920,California,2021-03-01,3443,3504315,2533,3481611
921,Colusa,2021-03-01,0,1875,0,1871
922,Contra Costa,2021-03-01,118,62960,72,62458
923,Del Norte,2021-03-01,3,997,1,982
924,El Dorado,2021-03-01,9,9147,3,9085
925,Fresno,2021-03-01,172,96357,129,95677
926,Glenn,2021-03-01,2,2236,2,2232
927,Humboldt,2021-03-01,21,3230,0,3179
928,Imperial,2021-03-01,23,27040,4,26913
929,Inyo,2021-03-01,5,1312,3,1285
930,Kern,2021-03-01,102,92610,50,92219
931,Kings,2021-03-01,17,22051,21,21988
932,Lake,2021-03-01,2,3190,0,3164
933,Lassen,2021-03-01,1,5117,5,5111
934,Los Angeles,2021-03-01,755,1166773,843,1155984
935,Madera,2021-03-01,38,15636,9,15505
936,Marin,2021-03-01,21,13263,9,13161
937,Mariposa,2021-03-01,0,375,1,375
938,Mendocino,2021-03-01,4,3569,3,3561
939,Merced,2021-03-01,53,28738,29,28575
940,Modoc,2021-03-01,0,335,0,331
941,Mono,2021-03-01,2,1197,0,1192
942,Monterey,2021-03-01,29,41794,14,41697
943,Napa,2021-03-01,20,9121,3,9056
944,Nevada,2021-03-01,12,4037,7,3979
945,Orange,2021-03-01,178,246367,146,245852
947,Placer,2021-03-01,41,20002,28,19803
948,Plumas,2021-03-01,0,634,0,628
949,Riverside,2021-03-01,187,279878,109,279323
950,Sacramento,2021-03-01,160,94051,83,93546
951,San Benito,2021-03-01,10,5789,0,5772
952,San Bernardino,2021-03-01,136,282769,65,281685
953,San Diego,2021-03-01,283,263668,269,260622
954,San Francisco,2021-03-01,39,34478,27,34318
955,San Joaquin,2021-03-01,92,65843,37,65699
956,San Luis Obispo,2021-03-01,35,19559,7,19429
957,San Mateo,2021-03-01,43,39308,37,39096
958,Santa Barbara,2021-03-01,52,32178,32,31909
959,Santa Clara,2021-03-01,178,111311,128,110684
960,Santa Cruz,2021-03-01,29,14759,4,14575
961,Shasta,2021-03-01,23,10936,0,10990
962,Sierra,2021-03-01,0,48,0,48
963,Siskiyou,2021-03-01,6,1442,0,1408
964,Solano,2021-03-01,51,30004,21,29779
965,Sonoma,2021-03-01,62,28413,29,28222
966,Stanislaus,2021-03-01,83,50664,65,50293
967,Sutter,2021-03-01,15,8869,0,8825
968,Tehama,2021-03-01,7,4603,5,4595
969,Trinity,2021-03-01,1,305,0,298
970,Tulare,2021-03-01,57,47484,17,47275
971,Tuolumne,2021-03-01,5,3919,2,3907
973,Ventura,2021-03-01,98,77830,100,77849
974,Yolo,2021-03-01,15,12992,3,12854
975,Yuba,2021-03-01,10,5497,5,5466
976,Alameda,2021-02-28,65,81081,162,80727
977,Alpine,2021-02-28,0,79,0,77
978,Amador,2021-02-28,2,3484,3,3466
979,Butte,2021-02-28,11,11042,8,10970
980,Calaveras,2021-02-28,2,1909,6,1881
981,California,2021-02-28,2023,3500872,3516,3479078
982,Colusa,2021-02-28,1,1875,2,1871
983,Contra Costa,2021-02-28,72,62842,138,62386
984,Del Norte,2021-02-28,1,994,3,981
985,El Dorado,2021-02-28,3,9138,10,9082
986,Fresno,2021-02-28,68,96185,155,95548
987,Glenn,2021-02-28,0,2234,5,2230
988,Humboldt,2021-02-28,5,3209,12,3179
989,Imperial,2021-02-28,7,27017,6,26909
990,Inyo,2021-02-28,2,1307,7,1282
991,Kern,2021-02-28,53,92508,116,92169
992,Kings,2021-02-28,7,22034,12,21967
993,Lake,2021-02-28,3,3188,8,3164
994,Lassen,2021-02-28,0,5116,0,5106
995,Los Angeles,2021-02-28,481,1166018,866,1155141
996,Madera,2021-02-28,15,15598,29,15496
997,Marin,2021-02-28,23,13242,18,13152
998,Mariposa,2021-02-28,0,375,0,374
999,Mendocino,2021-02-28,3,3565,3,3558
1000,Merced,2021-02-28,37,28685,45,28546
1001,Modoc,2021-02-28,0,335,0,331
1002,Mono,2021-02-28,1,1195,1,1192
1003,Monterey,2021-02-28,9,41765,18,41683
1004,Napa,2021-02-28,9,9101,15,9053
1005,Nevada,2021-02-28,5,4025,12,3972
1006,Orange,2021-02-28,120,246189,164,245706
1008,Placer,2021-02-28,34,19961,49,19775
1009,Plumas,2021-02-28,0,634,0,628
1010,Riverside,2021-02-28,95,279691,166,279214
1011,Sacramento,2021-02-28,63,93891,182,93463
1012,San Benito,2021-02-28,1,5779,5,5772
1013,San Bernardino,2021-02-28,67,282633,149,281620
1014,San Diego,2021-02-28,189,263385,262,260353
1015,San Francisco,2021-02-28,37,34439,31,34291
1016,San Joaquin,2021-02-28,42,65751,84,65662
1017,San Luis Obispo,2021-02-28,21,19524,11,19422
1018,San Mateo,2021-02-28,35,39265,61,39059
1019,Santa Barbara,2021-02-28,36,32126,72,31877
1020,Santa Clara,2021-02-28,139,111133,195,110556
1021,Santa Cruz,2021-02-28,7,14730,19,14571
1022,Shasta,2021-02-28,4,10913,5,10990
1023,Sierra,2021-02-28,0,48,0,48
1024,Siskiyou,2021-02-28,2,1436,1,1408
1025,Solano,2021-02-28,28,29953,40,29758
1026,Sonoma,2021-02-28,40,28351,52,28193
1027,Stanislaus,2021-02-28,51,50581,81,50228
1028,Sutter,2021-02-28,5,8854,5,8825
1029,Tehama,2021-02-28,3,4596,6,4590
1030,Trinity,2021-02-28,0,304,0,298
1031,Tulare,2021-02-28,30,47427,49,47258
1032,Tuolumne,2021-02-28,3,3914,6,3905
1034,Ventura,2021-02-28,74,77732,126,77749
1035,Yolo,2021-02-28,9,12977,17,12851
1036,Yuba,2021-02-28,3,5487,11,5461
1037,Alameda,2021-02-27,88,81016,178,80565
1038,Alpine,2021-02-27,0,79,0,77
1039,Amador,2021-02-27,6,3482,6,3463
1040,Butte,2021-02-27,11,11031,21,10962
1041,Calaveras,2021-02-27,1,1907,2,1875
1042,California,2021-02-27,2427,3498849,4685,3475562
1043,Colusa,2021-02-27,0,1874,4,1869
1044,Contra Costa,2021-02-27,80,62770,134,62248
1045,Del Norte,2021-02-27,3,993,10,978
1046,El Dorado,2021-02-27,5,9135,34,9072
1047,Fresno,2021-02-27,102,96117,191,95393
1048,Glenn,2021-02-27,3,2234,5,2225
1049,Humboldt,2021-02-27,5,3204,15,3167
1050,Imperial,2021-02-27,8,27010,15,26903
1051,Inyo,2021-02-27,3,1305,4,1275
1052,Kern,2021-02-27,79,92455,169,92053
1053,Kings,2021-02-27,21,22027,38,21955
1054,Lake,2021-02-27,5,3185,3,3156
1055,Lassen,2021-02-27,0,5116,4,5106
1056,Los Angeles,2021-02-27,569,1165537,1144,1154275
1057,Madera,2021-02-27,17,15583,31,15467
1058,Marin,2021-02-27,14,13219,43,13134
1059,Mariposa,2021-02-27,0,375,-1,374
1060,Mendocino,2021-02-27,2,3562,6,3555
1061,Merced,2021-02-27,29,28648,46,28501
1062,Modoc,2021-02-27,1,335,1,331
1063,Mono,2021-02-27,1,1194,0,1191
1064,Monterey,2021-02-27,25,41756,58,41665
1065,Napa,2021-02-27,6,9092,24,9038
1066,Nevada,2021-02-27,11,4020,8,3960
1067,Orange,2021-02-27,141,246069,264,245542
1069,Placer,2021-02-27,22,19927,14,19726
1070,Plumas,2021-02-27,0,634,0,628
1071,Riverside,2021-02-27,109,279596,276,279048
1072,Sacramento,2021-02-27,113,93828,101,93281
1073,San Benito,2021-02-27,1,5778,8,5767
1074,San Bernardino,2021-02-27,108,282566,339,281471
1075,San Diego,2021-02-27,225,263196,450,260091
1076,San Francisco,2021-02-27,32,34402,47,34260
1077,San Joaquin,2021-02-27,79,65709,86,65578
1078,San Luis Obispo,2021-02-27,15,19503,52,19411
1079,San Mateo,2021-02-27,44,39230,76,38998
1080,Santa Barbara,2021-02-27,43,32090,81,31805
1081,Santa Clara,2021-02-27,112,110994,193,110361
1082,Santa Cruz,2021-02-27,12,14723,24,14552
1083,Shasta,2021-02-27,5,10909,13,10985
1084,Sierra,2021-02-27,0,48,1,48
1085,Siskiyou,2021-02-27,0,1434,6,1407
1086,Solano,2021-02-27,33,29925,67,29718
1087,Sonoma,2021-02-27,30,28311,78,28141
1088,Stanislaus,2021-02-27,50,50530,93,50147
1089,Sutter,2021-02-27,9,8849,14,8820
1090,Tehama,2021-02-27,2,4593,3,4584
1091,Trinity,2021-02-27,0,304,0,298
1092,Tulare,2021-02-27,32,47397,74,47209
1093,Tuolumne,2021-02-27,1,3911,3,3899
1095,Ventura,2021-02-27,103,77658,89,77623
1096,Yolo,2021-02-27,6,12968,18,12834
1097,Yuba,2021-02-27,5,5484,12,5450
1098,Alameda,2021-02-26,122,80928,206,80387
1099,Alpine,2021-02-26,0,79,0,77
1100,Amador,2021-02-26,3,3476,9,3457
1101,Butte,2021-02-26,23,11020,19,10941
1102,Calaveras,2021-02-26,6,1906,5,1873
1103,California,2021-02-26,3285,3496422,5151,3470877
1104,Colusa,2021-02-26,3,1874,2,1865
1105,Contra Costa,2021-02-26,100,62690,204,62114
1106,Del Norte,2021-02-26,9,990,2,968
1107,El Dorado,2021-02-26,16,9130,26,9038
1108,Fresno,2021-02-26,146,96015,187,95202
1109,Glenn,2021-02-26,3,2231,1,2220
1110,Humboldt,2021-02-26,7,3199,23,3152
1111,Imperial,2021-02-26,10,27002,33,26888
1112,Inyo,2021-02-26,6,1302,7,1271
1113,Kern,2021-02-26,115,92376,149,91884
1114,Kings,2021-02-26,11,22006,17,21917
1115,Lake,2021-02-26,9,3180,12,3153
1116,Lassen,2021-02-26,1,5116,5,5102
1117,Los Angeles,2021-02-26,733,1164968,1285,1153131
1118,Madera,2021-02-26,36,15566,22,15436
1119,Marin,2021-02-26,24,13205,24,13091
1120,Mariposa,2021-02-26,0,375,0,375
1121,Mendocino,2021-02-26,3,3560,7,3549
1122,Merced,2021-02-26,45,28619,72,28455
1123,Modoc,2021-02-26,0,334,1,330
1124,Mono,2021-02-26,1,1193,1,1191
1125,Monterey,2021-02-26,22,41731,43,41607
1126,Napa,2021-02-26,25,9086,16,9014
1127,Nevada,2021-02-26,16,4009,12,3952
1128,Orange,2021-02-26,175,245928,278,245278
1130,Placer,2021-02-26,43,19905,51,19712
1131,Plumas,2021-02-26,0,634,2,628
1132,Riverside,2021-02-26,177,279487,228,278772
