county,date,cases,cumulative_cases,reported_cases,cumulative_reported_cases
Plumas,3/6/2021,0,639,-1,634
Riverside,3/6/2021,92,280647,150,280225
Sacramento,3/6/2021,93,94726,150,94332
San Benito,3/6/2021,1,5801,3,5793
San Bernardino,3/6/2021,80,283376,97,282737
San Diego,3/6/2021,213,264854,421,262778
San Francisco,3/6/2021,36,34656,34,34560
San Joaquin,3/6/2021,59,66280,121,66162
San Luis Obispo,3/6/2021,21,19687,35,19592
San Mateo,3/6/2021,38,39535,79,39384
Santa Barbara,3/6/2021,33,32372,37,32176
Santa Clara,3/6/2021,78,111985,186,111570
Santa Cruz,3/6/2021,9,14827,7,14701
Shasta,3/6/2021,6,10972,14,11076
Sierra,3/6/2021,0,48,0,48
Siskiyou,3/6/2021,3,1464,3,1432
Solano,3/6/2021,14,30142,49,30000
Sonoma,3/6/2021,21,28622,67,28484
Stanislaus,3/6/2021,44,51008,85,50691
Sutter,3/6/2021,6,8916,11,8887
Tehama,3/6/2021,7,4624,4,4610
Trinity,3/6/2021,0,305,0,302
Tulare,3/6/2021,21,47661,46,47515
Tuolumne,3/6/2021,0,3927,3,3920
Ventura,3/6/2021,55,78209,71,78439
Yolo,3/6/2021,9,13070,31,12951
Yuba,3/6/2021,12,5551,8,5504
Alameda,3/5/2021,95,81603,100,81215
Alpine,3/5/2021,0,81,0,78
Amador,3/5/2021,1,3497,4,3484
Butte,3/5/2021,7,11093,17,11050
Calaveras,3/5/2021,1,1930,6,1902
California,3/5/2021,2646,3515711,4452,3497578
Colusa,3/5/2021,1,1878,1,1874
Contra Costa,3/5/2021,82,63336,97,62886
Del Norte,3/5/2021,6,1017,6,995
El Dorado,3/5/2021,12,9196,17,9150
Fresno,3/5/2021,138,96900,161,96184
Glenn,3/5/2021,4,2252,5,2241
Humboldt,3/5/2021,7,3281,22,3234
Imperial,3/5/2021,12,27088,24,26970
Inyo,3/5/2021,3,1327,9,1309
Kern,3/5/2021,88,92933,76,92601
Kings,3/5/2021,17,22148,38,22063
Lake,3/5/2021,6,3206,4,3185
Lassen,3/5/2021,0,5124,1,5117
Los Angeles,3/5/2021,563,1169175,1283,1160688
Madera,3/5/2021,33,15730,28,15624
Marin,3/5/2021,16,13329,35,13275
Mariposa,3/5/2021,0,376,-1,375
Mendocino,3/5/2021,3,3583,8,3577
Merced,3/5/2021,44,28913,63,28734
Modoc,3/5/2021,1,339,1,337
Mono,3/5/2021,0,1200,0,1197
Monterey,3/5/2021,19,41895,31,41802
Napa,3/5/2021,7,9158,15,9109
Nevada,3/5/2021,9,4083,13,4033
Orange,3/5/2021,130,246928,135,246489
Placer,3/5/2021,26,20136,73,19973
Plumas,3/5/2021,0,639,1,635
Riverside,3/5/2021,118,280555,204,280075
Sacramento,3/5/2021,132,94633,200,94182
San Benito,3/5/2021,1,5800,9,5790
San Bernardino,3/5/2021,123,283296,233,282640
San Diego,3/5/2021,218,264641,499,262357
San Francisco,3/5/2021,33,34620,46,34526
San Joaquin,3/5/2021,82,66221,110,66041
San Luis Obispo,3/5/2021,36,19666,37,19557
San Mateo,3/5/2021,42,39497,80,39305
Santa Barbara,3/5/2021,34,32339,49,32139
Santa Clara,3/5/2021,126,111907,190,111384
Santa Cruz,3/5/2021,17,14818,25,14694
Shasta,3/5/2021,9,10966,12,11062
Sierra,3/5/2021,0,48,0,48
Siskiyou,3/5/2021,8,1461,2,1429
Solano,3/5/2021,23,30128,46,29951
Sonoma,3/5/2021,51,28601,38,28417
Stanislaus,3/5/2021,76,50964,85,50606
Sutter,3/5/2021,12,8910,27,8876
Tehama,3/5/2021,5,4617,2,4606
Trinity,3/5/2021,0,305,0,302
Tulare,3/5/2021,40,47640,71,47469
Tuolumne,3/5/2021,2,3927,1,3917
Ventura,3/5/2021,93,78154,184,78368
Yolo,3/5/2021,23,13061,25,12920
Yuba,3/5/2021,11,5539,13,5496
Alameda,3/4/2021,110,81508,143,81115
Alpine,3/4/2021,0,81,1,78
Amador,3/4/2021,2,3496,2,3480
Butte,3/4/2021,6,11086,19,11033
Calaveras,3/4/2021,4,1929,3,1896
California,3/4/2021,2725,3513065,4659,3493126
Colusa,3/4/2021,1,1877,0,1873
Contra Costa,3/4/2021,95,63254,121,62789
Del Norte,3/4/2021,5,1011,1,989
El Dorado,3/4/2021,13,9184,12,9133
Fresno,3/4/2021,130,96762,130,96023
Glenn,3/4/2021,1,2248,3,2236
Humboldt,3/4/2021,13,3274,16,3212
Imperial,3/4/2021,16,27076,7,26946
Inyo,3/4/2021,7,1324,6,1300
Kern,3/4/2021,64,92845,91,92525
Kings,3/4/2021,16,22131,16,22025
Lake,3/4/2021,5,3200,6,3181
Lassen,3/4/2021,0,5124,1,5116
Los Angeles,3/4/2021,607,1168612,1494,1159405
Madera,3/4/2021,11,15697,43,15596
Marin,3/4/2021,11,13313,24,13240
Mariposa,3/4/2021,1,376,0,376
Mendocino,3/4/2021,3,3580,5,3569
Merced,3/4/2021,40,28869,46,28671
Modoc,3/4/2021,0,338,3,336
Mono,3/4/2021,1,1200,6,1197
Monterey,3/4/2021,29,41876,40,41771
Napa,3/4/2021,9,9151,4,9094
Nevada,3/4/2021,10,4074,11,4020
Orange,3/4/2021,127,246798,234,246354
Placer,3/4/2021,25,20110,49,19900
Plumas,3/4/2021,1,639,3,634
Riverside,3/4/2021,153,280437,245,279871
Sacramento,3/4/2021,154,94501,163,93982
San Benito,3/4/2021,1,5799,7,5781
San Bernardino,3/4/2021,133,283173,269,282407
San Diego,3/4/2021,228,264423,508,261858
San Francisco,3/4/2021,29,34587,37,34480
San Joaquin,3/4/2021,98,66139,76,65931
San Luis Obispo,3/4/2021,22,19630,41,19520
San Mateo,3/4/2021,46,39455,36,39225
Santa Barbara,3/4/2021,37,32305,63,32090
Santa Clara,3/4/2021,139,111781,203,111194
Santa Cruz,3/4/2021,9,14801,24,14669
Shasta,3/4/2021,7,10957,27,11050
Sierra,3/4/2021,0,48,0,48
Siskiyou,3/4/2021,2,1453,3,1427
Solano,3/4/2021,32,30105,39,29905
Sonoma,3/4/2021,37,28550,72,28379
Stanislaus,3/4/2021,80,50888,83,50521
Sutter,3/4/2021,8,8898,9,8849
Tehama,3/4/2021,3,4612,3,4604
Trinity,3/4/2021,0,305,0,302
Tulare,3/4/2021,42,47600,50,47398
Tuolumne,3/4/2021,1,3925,2,3916
Ventura,3/4/2021,74,78061,127,78184
Yolo,3/4/2021,14,13038,5,12895
Yuba,3/4/2021,13,5528,4,5483
Alameda,3/3/2021,87,81398,68,80972
Alpine,3/3/2021,0,81,0,77
Amador,3/3/2021,2,3494,4,3478
Butte,3/3/2021,9,11080,7,11014
Calaveras,3/3/2021,3,1925,3,1893
California,3/3/2021,2967,3510340,3504,3488467
Colusa,3/3/2021,0,1876,1,1873
Contra Costa,3/3/2021,97,63159,111,62668
Del Norte,3/3/2021,6,1006,5,988
El Dorado,3/3/2021,8,9171,5,9121
Fresno,3/3/2021,147,96632,108,95893
Glenn,3/3/2021,6,2247,1,2233
Humboldt,3/3/2021,15,3261,12,3196
Imperial,3/3/2021,11,27060,13,26939
Inyo,3/3/2021,4,1317,2,1294
Kern,3/3/2021,94,92781,121,92434
Kings,3/3/2021,46,22115,10,22009
Lake,3/3/2021,2,3195,6,3175
Lassen,3/3/2021,5,5124,0,5115
Los Angeles,3/3/2021,600,1168005,1085,1157911
Madera,3/3/2021,20,15686,30,15553
Marin,3/3/2021,19,13302,30,13216
Mariposa,3/3/2021,0,375,0,376
Mendocino,3/3/2021,2,3577,2,3564
Merced,3/3/2021,48,28829,27,28625
Modoc,3/3/2021,0,338,1,333
Mono,3/3/2021,0,1199,0,1191
Monterey,3/3/2021,26,41847,15,41731
Napa,3/3/2021,11,9142,10,9090
Nevada,3/3/2021,8,4064,26,4009
Orange,3/3/2021,133,246671,116,246120
Placer,3/3/2021,50,20085,23,19851
Plumas,3/3/2021,3,638,3,631
Riverside,3/3/2021,183,280284,140,279626
Sacramento,3/3/2021,161,94347,129,93819
San Benito,3/3/2021,4,5798,4,5774
San Bernardino,3/3/2021,131,283040,219,282138
San Diego,3/3/2021,236,264195,352,261350
San Francisco,3/3/2021,40,34558,56,34443
San Joaquin,3/3/2021,101,66041,86,65855
San Luis Obispo,3/3/2021,28,19608,27,19479
San Mateo,3/3/2021,44,39409,41,39189
Santa Barbara,3/3/2021,49,32268,63,32027
Santa Clara,3/3/2021,167,111642,159,110991
Santa Cruz,3/3/2021,12,14792,34,14645
Shasta,3/3/2021,5,10950,11,11023
Sierra,3/3/2021,0,48,0,48
Siskiyou,3/3/2021,8,1451,12,1424
Solano,3/3/2021,31,30073,39,29866
Sonoma,3/3/2021,59,28513,46,28307
Stanislaus,3/3/2021,80,50808,79,50438
Sutter,3/3/2021,11,8890,8,8840
Tehama,3/3/2021,2,4609,4,4601
Trinity,3/3/2021,0,305,1,302
Tulare,3/3/2021,45,47558,22,47348
Tuolumne,3/3/2021,4,3924,6,3914
Ventura,3/3/2021,81,77987,105,78057
Yolo,3/3/2021,17,13024,23,12890
Yuba,3/3/2021,6,5515,4,5479
Alameda,3/2/2021,118,81311,99,80904
Alpine,3/2/2021,2,81,0,77
Amador,3/2/2021,3,3492,5,3474
Butte,3/2/2021,14,11071,26,11007
Calaveras,3/2/2021,7,1922,5,1890
California,3/2/2021,3058,3507373,3352,3484963
Colusa,3/2/2021,1,1876,1,1872
Contra Costa,3/2/2021,102,63062,99,62557
Del Norte,3/2/2021,3,1000,1,983
El Dorado,3/2/2021,16,9163,31,9116
Fresno,3/2/2021,128,96485,108,95785
Glenn,3/2/2021,5,2241,0,2232
Humboldt,3/2/2021,16,3246,5,3184
Imperial,3/2/2021,9,27049,13,26926
Inyo,3/2/2021,1,1313,7,1292
Kern,3/2/2021,77,92687,94,92313
Kings,3/2/2021,18,22069,11,21999
Lake,3/2/2021,3,3193,5,3169
Lassen,3/2/2021,2,5119,4,5115
Los Angeles,3/2/2021,632,1167405,842,1156826
Madera,3/2/2021,30,15666,18,15523
Marin,3/2/2021,20,13283,25,13186
Mariposa,3/2/2021,0,375,1,376
Mendocino,3/2/2021,6,3575,1,3562
Merced,3/2/2021,43,28781,23,28598
Modoc,3/2/2021,3,338,1,332
Mono,3/2/2021,2,1199,-1,1191
Monterey,3/2/2021,27,41821,19,41716
Napa,3/2/2021,10,9131,24,9080
Nevada,3/2/2021,19,4056,4,3983
Orange,3/2/2021,171,246538,152,246004
Placer,3/2/2021,33,20035,25,19828
Plumas,3/2/2021,1,635,0,628
Riverside,3/2/2021,223,280101,163,279486
Sacramento,3/2/2021,135,94186,144,93690
San Benito,3/2/2021,5,5794,-2,5770
San Bernardino,3/2/2021,140,282909,234,281919
San Diego,3/2/2021,291,263959,376,260998
San Francisco,3/2/2021,40,34518,69,34387
San Joaquin,3/2/2021,97,65940,70,65769
San Luis Obispo,3/2/2021,21,19580,23,19452
San Mateo,3/2/2021,57,39365,52,39148
Santa Barbara,3/2/2021,41,32219,55,31964
Santa Clara,3/2/2021,164,111475,148,110832
Santa Cruz,3/2/2021,21,14780,36,14611
Shasta,3/2/2021,9,10945,22,11012
Sierra,3/2/2021,0,48,0,48
Siskiyou,3/2/2021,1,1443,4,1412
Solano,3/2/2021,38,30042,48,29827
Sonoma,3/2/2021,41,28454,39,28261
Stanislaus,3/2/2021,64,50728,66,50359
Sutter,3/2/2021,10,8879,7,8832
Tehama,3/2/2021,4,4607,2,4597
Trinity,3/2/2021,0,305,3,301
Tulare,3/2/2021,29,47513,51,47326
Tuolumne,3/2/2021,1,3920,1,3908
Ventura,3/2/2021,76,77906,103,77952
Yolo,3/2/2021,15,13007,13,12867
Yuba,3/2/2021,12,5509,9,5475
Alameda,3/1/2021,112,81193,78,80805
Alpine,3/1/2021,0,79,0,77
Amador,3/1/2021,5,3489,3,3469
Butte,3/1/2021,15,11057,11,10981
Calaveras,3/1/2021,6,1915,4,1885
California,3/1/2021,3443,3504315,2533,3481611
Colusa,3/1/2021,0,1875,0,1871
Contra Costa,3/1/2021,118,62960,72,62458
Del Norte,3/1/2021,3,997,1,982
El Dorado,3/1/2021,9,9147,3,9085
Fresno,3/1/2021,172,96357,129,95677
Glenn,3/1/2021,2,2236,2,2232
Humboldt,3/1/2021,21,3230,0,3179
Imperial,3/1/2021,23,27040,4,26913
Inyo,3/1/2021,5,1312,3,1285
Kern,3/1/2021,102,92610,50,92219
Kings,3/1/2021,17,22051,21,21988
Lake,3/1/2021,2,3190,0,3164
Lassen,3/1/2021,1,5117,5,5111
Los Angeles,3/1/2021,755,1166773,843,1155984
Madera,3/1/2021,38,15636,9,15505
Marin,3/1/2021,21,13263,9,13161
Mariposa,3/1/2021,0,375,1,375
Mendocino,3/1/2021,4,3569,3,3561
Merced,3/1/2021,53,28738,29,28575
Modoc,3/1/2021,0,335,0,331
Mono,3/1/2021,2,1197,0,1192
Monterey,3/1/2021,29,41794,14,41697
Napa,3/1/2021,20,9121,3,9056
Nevada,3/1/2021,12,4037,7,3979
Orange,3/1/2021,178,246367,146,245852
Placer,3/1/2021,41,20002,28,19803
Plumas,3/1/2021,0,634,0,628
Riverside,3/1/2021,187,279878,109,279323
Sacramento,3/1/2021,160,94051,83,93546
San Benito,3/1/2021,10,5789,0,5772
San Bernardino,3/1/2021,136,282769,65,281685
San Diego,3/1/2021,283,263668,269,260622
San Francisco,3/1/2021,39,34478,27,34318
San Joaquin,3/1/2021,92,65843,37,65699
San Luis Obispo,3/1/2021,35,19559,7,19429
San Mateo,3/1/2021,43,39308,37,39096
Santa Barbara,3/1/2021,52,32178,32,31909
Santa Clara,3/1/2021,178,111311,128,110684
Santa Cruz,3/1/2021,29,14759,4,14575
Shasta,3/1/2021,23,10936,0,10990
Sierra,3/1/2021,0,48,0,48
Siskiyou,3/1/2021,6,1442,0,1408
Solano,3/1/2021,51,30004,21,29779
Sonoma,3/1/2021,62,28413,29,28222
Stanislaus,3/1/2021,83,50664,65,50293
Sutter,3/1/2021,15,8869,0,8825
Tehama,3/1/2021,7,4603,5,4595
Trinity,3/1/2021,1,305,0,298
Tulare,3/1/2021,57,47484,17,47275
Tuolumne,3/1/2021,5,3919,2,3907
Ventura,3/1/2021,98,77830,100,77849
Yolo,3/1/2021,15,12992,3,12854
Yuba,3/1/2021,10,5497,5,5466
Alameda,2/28/2021,65,81081,162,80727
Alpine,2/28/2021,0,79,0,77
Amador,2/28/2021,2,3484,3,3466
Butte,2/28/2021,11,11042,8,10970
Calaveras,2/28/2021,2,1909,6,1881
California,2/28/2021,2023,3500872,3516,3479078
Colusa,2/28/2021,1,1875,2,1871
Contra Costa,2/28/2021,72,62842,138,62386
Del Norte,2/28/2021,1,994,3,981
El Dorado,2/28/2021,3,9138,10,9082
Fresno,2/28/2021,68,96185,155,95548
Glenn,2/28/2021,0,2234,5,2230
Humboldt,2/28/2021,5,3209,12,3179
Imperial,2/28/2021,7,27017,6,26909
Inyo,2/28/2021,2,1307,7,1282
Kern,2/28/2021,53,92508,116,92169
Kings,2/28/2021,7,22034,12,21967
Lake,2/28/2021,3,3188,8,3164
Lassen,2/28/2021,0,5116,0,5106
Los Angeles,2/28/2021,481,1166018,866,1155141
Madera,2/28/2021,15,15598,29,15496
Marin,2/28/2021,23,13242,18,13152
Mariposa,2/28/2021,0,375,0,374
Mendocino,2/28/2021,3,3565,3,3558
Merced,2/28/2021,37,28685,45,28546
Modoc,2/28/2021,0,335,0,331
Mono,2/28/2021,1,1195,1,1192
Monterey,2/28/2021,9,41765,18,41683
Napa,2/28/2021,9,9101,15,9053
Nevada,2/28/2021,5,4025,12,3972
Orange,2/28/2021,120,246189,164,245706
Placer,2/28/2021,34,19961,49,19775
Plumas,2/28/2021,0,634,0,628
Riverside,2/28/2021,95,279691,166,279214
Sacramento,2/28/2021,63,93891,182,93463
San Benito,2/28/2021,1,5779,5,5772
San Bernardino,2/28/2021,67,282633,149,281620
San Diego,2/28/2021,189,263385,262,260353
San Francisco,2/28/2021,37,34439,31,34291
San Joaquin,2/28/2021,42,65751,84,65662
San Luis Obispo,2/28/2021,21,19524,11,19422
San Mateo,2/28/2021,35,39265,61,39059
Santa Barbara,2/28/2021,36,32126,72,31877
Santa Clara,2/28/2021,139,111133,195,110556
Santa Cruz,2/28/2021,7,14730,19,14571
Shasta,2/28/2021,4,10913,5,10990
Sierra,2/28/2021,0,48,0,48
Siskiyou,2/28/2021,2,1436,1,1408
Solano,2/28/2021,28,29953,40,29758
Sonoma,2/28/2021,40,28351,52,28193
Stanislaus,2/28/2021,51,50581,81,50228
Sutter,2/28/2021,5,8854,5,8825
Tehama,2/28/2021,3,4596,6,4590
Trinity,2/28/2021,0,304,0,298
Tulare,2/28/2021,30,47427,49,47258
Tuolumne,2/28/2021,3,3914,6,3905
Ventura,2/28/2021,74,77732,126,77749
Yolo,2/28/2021,9,12977,17,12851
Yuba,2/28/2021,3,5487,11,5461
Alameda,2/27/2021,88,81016,178,80565
Alpine,2/27/2021,0,79,0,77
Amador,2/27/2021,6,3482,6,3463
Butte,2/27/2021,11,11031,21,10962
Calaveras,2/27/2021,1,1907,2,1875
California,2/27/2021,2427,3498849,4685,3475562
Colusa,2/27/2021,0,1874,4,1869
Contra Costa,2/27/2021,80,62770,134,62248
Del Norte,2/27/2021,3,993,10,978
El Dorado,2/27/2021,5,9135,34,9072
Fresno,2/27/2021,102,96117,191,95393
Glenn,2/27/2021,3,2234,5,2225
Humboldt,2/27/2021,5,3204,15,3167
Imperial,2/27/2021,8,27010,15,26903
Inyo,2/27/2021,3,1305,4,1275
Kern,2/27/2021,79,92455,169,92053
Kings,2/27/2021,21,22027,38,21955
Lake,2/27/2021,5,3185,3,3156
Lassen,2/27/2021,0,5116,4,5106
Los Angeles,2/27/2021,569,1165537,1144,1154275
Madera,2/27/2021,17,15583,31,15467
Marin,2/27/2021,14,13219,43,13134
Mariposa,2/27/2021,0,375,-1,374
Mendocino,2/27/2021,2,3562,6,3555
Merced,2/27/2021,29,28648,46,28501
Modoc,2/27/2021,1,335,1,331
Mono,2/27/2021,1,1194,0,1191
Monterey,2/27/2021,25,41756,58,41665
Napa,2/27/2021,6,9092,24,9038
Nevada,2/27/2021,11,4020,8,3960
Orange,2/27/2021,141,246069,264,245542
Placer,2/27/2021,22,19927,14,19726
Plumas,2/27/2021,0,634,0,628
Riverside,2/27/2021,109,279596,276,279048
Sacramento,2/27/2021,113,93828,101,93281
San Benito,2/27/2021,1,5778,8,5767
San Bernardino,2/27/2021,108,282566,339,281471
San Diego,2/27/2021,225,263196,450,260091
San Francisco,2/27/2021,32,34402,47,34260
San Joaquin,2/27/2021,79,65709,86,65578
San Luis Obispo,2/27/2021,15,19503,52,19411
San Mateo,2/27/2021,44,39230,76,38998
Santa Barbara,2/27/2021,43,32090,81,31805
Santa Clara,2/27/2021,112,110994,193,110361
Santa Cruz,2/27/2021,12,14723,24,14552
Shasta,2/27/2021,5,10909,13,10985
Sierra,2/27/2021,0,48,1,48
Siskiyou,2/27/2021,0,1434,6,1407
Solano,2/27/2021,33,29925,67,29718
Sonoma,2/27/2021,30,28311,78,28141
Stanislaus,2/27/2021,50,50530,93,50147
Sutter,2/27/2021,9,8849,14,8820
Tehama,2/27/2021,2,4593,3,4584
Trinity,2/27/2021,0,304,0,298
Tulare,2/27/2021,32,47397,74,47209
Tuolumne,2/27/2021,1,3911,3,3899
Ventura,2/27/2021,103,77658,89,77623
Yolo,2/27/2021,6,12968,18,12834
Yuba,2/27/2021,5,5484,12,5450
Alameda,2/26/2021,122,80928,206,80387
Alpine,2/26/2021,0,79,0,77
Amador,2/26/2021,3,3476,9,3457
Butte,2/26/2021,23,11020,19,10941
Calaveras,2/26/2021,6,1906,5,1873
California,2/26/2021,3285,3496422,5151,3470877
Colusa,2/26/2021,3,1874,2,1865
Contra Costa,2/26/2021,100,62690,204,62114
Del Norte,2/26/2021,9,990,2,968
El Dorado,2/26/2021,16,9130,26,9038
Fresno,2/26/2021,146,96015,187,95202
Glenn,2/26/2021,3,2231,1,2220
Humboldt,2/26/2021,7,3199,23,3152
Imperial,2/26/2021,10,27002,33,26888
Inyo,2/26/2021,6,1302,7,1271
Kern,2/26/2021,115,92376,149,91884
Kings,2/26/2021,11,22006,17,21917
Lake,2/26/2021,9,3180,12,3153
Lassen,2/26/2021,1,5116,5,5102
Los Angeles,2/26/2021,733,1164968,1285,1153131
Madera,2/26/2021,36,15566,22,15436
Marin,2/26/2021,24,13205,24,13091
Mariposa,2/26/2021,0,375,0,375
Mendocino,2/26/2021,3,3560,7,3549
Merced,2/26/2021,45,28619,72,28455
Modoc,2/26/2021,0,334,1,330
Mono,2/26/2021,1,1193,1,1191
Monterey,2/26/2021,22,41731,43,41607
Napa,2/26/2021,25,9086,16,9014
Nevada,2/26/2021,16,4009,12,3952
Orange,2/26/2021,175,245928,278,245278
Placer,2/26/2021,43,19905,51,19712
Plumas,2/26/2021,0,634,2,628
Riverside,2/26/2021,177,279487,228,278772
Sacramento,2/26/2021,146,93715,219,93180
San Benito,2/26/2021,5,5777,7,5759
San Bernardino,2/26/2021,141,282458,186,281132
San Diego,2/26/2021,286,262971,662,259641
San Francisco,2/26/2021,47,34370,75,34213
San Joaquin,2/26/2021,80,65630,103,65492
San Luis Obispo,2/26/2021,19,19488,24,19359
San Mateo,2/26/2021,45,39186,50,38922
Santa Barbara,2/26/2021,76,32047,93,31724
Santa Clara,2/26/2021,148,110882,245,110168
Santa Cruz,2/26/2021,16,14711,36,14528
Shasta,2/26/2021,11,10904,25,10972
Sierra,2/26/2021,0,48,0,47
Siskiyou,2/26/2021,8,1434,11,1401
Solano,2/26/2021,30,29892,35,29651
Sonoma,2/26/2021,59,28281,59,28063
Stanislaus,2/26/2021,88,50480,90,50054
Sutter,2/26/2021,14,8840,17,8806
Tehama,2/26/2021,4,4591,3,4581
Trinity,2/26/2021,0,304,1,298
Tulare,2/26/2021,46,47365,83,47135
Tuolumne,2/26/2021,3,3910,2,3896
Ventura,2/26/2021,99,77555,139,77534
Yolo,2/26/2021,16,12962,29,12816
Yuba,2/26/2021,8,5479,9,5438
Alameda,2/25/2021,123,80806,111,80181
Alpine,2/25/2021,1,79,0,77
Amador,2/25/2021,5,3473,4,3448
Butte,2/25/2021,13,10997,7,10922
Calaveras,2/25/2021,3,1900,4,1868
California,2/25/2021,3336,3493137,5400,3465726
Colusa,2/25/2021,2,1871,0,1863
Contra Costa,2/25/2021,97,62590,134,61910
Del Norte,2/25/2021,1,981,6,966
El Dorado,2/25/2021,9,9114,19,9012
Fresno,2/25/2021,151,95869,221,95015
Glenn,2/25/2021,3,2228,9,2219
Humboldt,2/25/2021,11,3192,6,3129
Imperial,2/25/2021,14,26992,12,26855
Inyo,2/25/2021,3,1296,11,1264
Kern,2/25/2021,134,92261,210,91735
Kings,2/25/2021,31,21995,29,21900
Lake,2/25/2021,7,3171,7,3141
Lassen,2/25/2021,3,5115,2,5097
Los Angeles,2/25/2021,734,1164235,1524,1151846
Madera,2/25/2021,23,15530,24,15414
Marin,2/25/2021,26,13181,23,13067
Mariposa,2/25/2021,0,375,1,375
Mendocino,2/25/2021,7,3557,2,3542
Merced,2/25/2021,36,28574,88,28383
Modoc,2/25/2021,1,334,0,329
Mono,2/25/2021,2,1192,1,1190
Monterey,2/25/2021,25,41709,69,41564
Napa,2/25/2021,16,9061,22,8998
Nevada,2/25/2021,10,3993,13,3940
Orange,2/25/2021,204,245753,257,245000
Placer,2/25/2021,36,19862,13,19661
Plumas,2/25/2021,2,634,0,626
Riverside,2/25/2021,206,279310,251,278544
Sacramento,2/25/2021,144,93569,219,92961
San Benito,2/25/2021,2,5772,9,5752
San Bernardino,2/25/2021,142,282317,363,280946
San Diego,2/25/2021,293,262685,519,258979
San Francisco,2/25/2021,48,34323,77,34138
San Joaquin,2/25/2021,106,65550,115,65389
San Luis Obispo,2/25/2021,23,19469,26,19335
San Mateo,2/25/2021,37,39141,109,38872
Santa Barbara,2/25/2021,47,31971,68,31631
Santa Clara,2/25/2021,150,110734,252,109923
Santa Cruz,2/25/2021,21,14695,34,14492
Shasta,2/25/2021,15,10893,25,10947
Sierra,2/25/2021,0,48,0,47
Siskiyou,2/25/2021,4,1426,5,1390
Solano,2/25/2021,38,29862,39,29616
Sonoma,2/25/2021,63,28222,50,28004
Stanislaus,2/25/2021,65,50392,113,49964
Sutter,2/25/2021,10,8826,11,8789
Tehama,2/25/2021,3,4587,12,4578
Trinity,2/25/2021,0,304,3,297
Tulare,2/25/2021,54,47319,76,47052
Tuolumne,2/25/2021,3,3907,7,3894
Ventura,2/25/2021,105,77456,157,77395
Yolo,2/25/2021,12,12946,27,12787
Yuba,2/25/2021,11,5471,4,5429
Alameda,2/24/2021,141,80683,122,80070
Alpine,2/24/2021,1,78,0,77
Amador,2/24/2021,2,3468,4,3444
Butte,2/24/2021,14,10984,28,10915
Calaveras,2/24/2021,1,1897,1,1864
California,2/24/2021,3798,3489801,4965,3460326
Colusa,2/24/2021,3,1869,1,1863
Contra Costa,2/24/2021,131,62493,163,61776
Del Norte,2/24/2021,2,980,7,960
El Dorado,2/24/2021,15,9105,24,8993
Fresno,2/24/2021,165,95718,53,94794
Glenn,2/24/2021,2,2225,1,2210
Humboldt,2/24/2021,18,3181,15,3123
Imperial,2/24/2021,22,26978,27,26843
Inyo,2/24/2021,3,1293,3,1253
Kern,2/24/2021,134,92127,135,91525
Kings,2/24/2021,23,21964,32,21871
Lake,2/24/2021,7,3164,13,3134
Lassen,2/24/2021,4,5112,3,5095
Los Angeles,2/24/2021,839,1163501,1357,1150322
Madera,2/24/2021,14,15507,38,15390
Marin,2/24/2021,19,13155,29,13044
Mariposa,2/24/2021,0,375,0,374
Mendocino,2/24/2021,2,3550,0,3540
Merced,2/24/2021,82,28538,86,28295
Modoc,2/24/2021,1,333,1,329
Mono,2/24/2021,0,1190,0,1189
Monterey,2/24/2021,41,41684,56,41495
Napa,2/24/2021,11,9045,9,8976
Nevada,2/24/2021,8,3983,15,3927
Orange,2/24/2021,190,245549,177,244743
Placer,2/24/2021,27,19826,40,19648
Plumas,2/24/2021,1,632,0,626
Riverside,2/24/2021,223,279104,218,278293
Sacramento,2/24/2021,152,93425,110,92742
San Benito,2/24/2021,7,5770,12,5743
San Bernardino,2/24/2021,190,282175,304,280583
San Diego,2/24/2021,348,262392,658,258460
San Francisco,2/24/2021,51,34275,67,34061
San Joaquin,2/24/2021,93,65444,133,65274
San Luis Obispo,2/24/2021,30,19446,76,19309
San Mateo,2/24/2021,53,39104,101,38763
Santa Barbara,2/24/2021,58,31924,80,31563
Santa Clara,2/24/2021,219,110584,222,109671
Santa Cruz,2/24/2021,27,14674,23,14458
Shasta,2/24/2021,12,10878,19,10922
Sierra,2/24/2021,0,48,0,47
Siskiyou,2/24/2021,5,1422,5,1385
Solano,2/24/2021,37,29824,32,29577
Sonoma,2/24/2021,37,28159,72,27954
Stanislaus,2/24/2021,78,50327,102,49851
Sutter,2/24/2021,13,8816,12,8778
Tehama,2/24/2021,5,4584,10,4566
Trinity,2/24/2021,0,304,2,294
Tulare,2/24/2021,78,47265,39,46976
Tuolumne,2/24/2021,4,3904,23,3887
Ventura,2/24/2021,111,77351,145,77238
Yolo,2/24/2021,31,12934,31,12760
Yuba,2/24/2021,13,5460,8,5425
Alameda,2/23/2021,149,80542,152,79948
Alpine,2/23/2021,0,77,0,77
Amador,2/23/2021,5,3466,2,3440
Butte,2/23/2021,12,10970,32,10887
Calaveras,2/23/2021,3,1896,1,1863
California,2/23/2021,3992,3486003,5303,3455361
Colusa,2/23/2021,0,1866,2,1862
Contra Costa,2/23/2021,132,62362,135,61613
Del Norte,2/23/2021,1,978,5,953
El Dorado,2/23/2021,13,9090,29,8969
