county,date,total_doses
Stanislaus,12/21/2020,983
Sutter,12/21/2020,101
Tehama,12/21/2020,33
Trinity,12/21/2020,37
Tulare,12/21/2020,423
Tuolumne,12/21/2020,112
Ventura,12/21/2020,1465
Yolo,12/21/2020,252
Yuba,12/21/2020,40
Alameda,12/20/2020,1169
Amador,12/20/2020,4
Butte,12/20/2020,10
Calaveras,12/20/2020,2
Contra Costa,12/20/2020,577
El Dorado,12/20/2020,83
Fresno,12/20/2020,254
Glenn,12/20/2020,1
Humboldt,12/20/2020,28
Imperial,12/20/2020,2
Inyo,12/20/2020,59
Kern,12/20/2020,59
Kings,12/20/2020,13
Lake,12/20/2020,6
Lassen,12/20/2020,2
Los Angeles,12/20/2020,4582
Madera,12/20/2020,14
Marin,12/20/2020,163
Mariposa,12/20/2020,2
Mendocino,12/20/2020,7
Merced,12/20/2020,18
Mono,12/20/2020,6
Monterey,12/20/2020,422
Napa,12/20/2020,137
Nevada,12/20/2020,12
Orange,12/20/2020,1930
Placer,12/20/2020,231
Riverside,12/20/2020,1076
Sacramento,12/20/2020,631
San Benito,12/20/2020,22
San Bernardino,12/20/2020,1170
San Diego,12/20/2020,1178
San Francisco,12/20/2020,480
San Joaquin,12/20/2020,111
San Luis Obispo,12/20/2020,215
San Mateo,12/20/2020,494
Santa Barbara,12/20/2020,234
Santa Clara,12/20/2020,1855
Santa Cruz,12/20/2020,94
Siskiyou,12/20/2020,1
Solano,12/20/2020,353
Sonoma,12/20/2020,175
Stanislaus,12/20/2020,84
Sutter,12/20/2020,42
Tulare,12/20/2020,167
Tuolumne,12/20/2020,1
Ventura,12/20/2020,430
Yolo,12/20/2020,100
Yuba,12/20/2020,20
Alameda,12/19/2020,1456
Alpine,12/19/2020,2
Amador,12/19/2020,17
Butte,12/19/2020,7
Calaveras,12/19/2020,3
Contra Costa,12/19/2020,1101
El Dorado,12/19/2020,116
Fresno,12/19/2020,158
Glenn,12/19/2020,1
Humboldt,12/19/2020,10
Inyo,12/19/2020,85
Kern,12/19/2020,100
Kings,12/19/2020,11
Lake,12/19/2020,3
Lassen,12/19/2020,5
Los Angeles,12/19/2020,7210
Madera,12/19/2020,6
Marin,12/19/2020,347
Mendocino,12/19/2020,3
Merced,12/19/2020,38
Mono,12/19/2020,5
Monterey,12/19/2020,579
Napa,12/19/2020,141
Nevada,12/19/2020,55
Orange,12/19/2020,2152
Placer,12/19/2020,248
Plumas,12/19/2020,1
Riverside,12/19/2020,1018
Sacramento,12/19/2020,615
San Benito,12/19/2020,48
San Bernardino,12/19/2020,1064
San Diego,12/19/2020,2299
San Francisco,12/19/2020,599
San Joaquin,12/19/2020,184
San Luis Obispo,12/19/2020,164
San Mateo,12/19/2020,520
Santa Barbara,12/19/2020,325
Santa Clara,12/19/2020,2100
Santa Cruz,12/19/2020,176
Shasta,12/19/2020,1
Siskiyou,12/19/2020,3
Solano,12/19/2020,511
Sonoma,12/19/2020,108
Stanislaus,12/19/2020,136
Sutter,12/19/2020,44
Tulare,12/19/2020,327
Tuolumne,12/19/2020,5
Ventura,12/19/2020,912
Yolo,12/19/2020,85
Yuba,12/19/2020,12
Alameda,12/18/2020,1779
Alpine,12/18/2020,2
Amador,12/18/2020,44
Butte,12/18/2020,50
Calaveras,12/18/2020,38
Colusa,12/18/2020,1
Contra Costa,12/18/2020,1588
El Dorado,12/18/2020,233
Fresno,12/18/2020,342
Humboldt,12/18/2020,171
Imperial,12/18/2020,11
Inyo,12/18/2020,1
Kern,12/18/2020,318
Kings,12/18/2020,11
Lake,12/18/2020,50
Lassen,12/18/2020,1
Los Angeles,12/18/2020,14462
Madera,12/18/2020,60
Marin,12/18/2020,371
Mariposa,12/18/2020,5
Mendocino,12/18/2020,86
Merced,12/18/2020,145
Mono,12/18/2020,1
Monterey,12/18/2020,481
Napa,12/18/2020,103
Nevada,12/18/2020,51
Orange,12/18/2020,4912
Placer,12/18/2020,331
Plumas,12/18/2020,4
Riverside,12/18/2020,1718
Sacramento,12/18/2020,969
San Benito,12/18/2020,33
San Bernardino,12/18/2020,3138
San Diego,12/18/2020,3666
San Francisco,12/18/2020,882
San Joaquin,12/18/2020,511
San Luis Obispo,12/18/2020,223
San Mateo,12/18/2020,760
Santa Barbara,12/18/2020,377
Santa Clara,12/18/2020,1691
Santa Cruz,12/18/2020,465
Shasta,12/18/2020,168
Sierra,12/18/2020,1
Siskiyou,12/18/2020,3
Solano,12/18/2020,449
Sonoma,12/18/2020,419
Stanislaus,12/18/2020,338
Sutter,12/18/2020,20
Tehama,12/18/2020,2
Trinity,12/18/2020,2
Tulare,12/18/2020,292
Tuolumne,12/18/2020,98
Ventura,12/18/2020,1407
Yolo,12/18/2020,207
Yuba,12/18/2020,8
Alameda,12/17/2020,440
Amador,12/17/2020,5
Butte,12/17/2020,20
Calaveras,12/17/2020,3
Contra Costa,12/17/2020,901
El Dorado,12/17/2020,31
Fresno,12/17/2020,119
Glenn,12/17/2020,1
Humboldt,12/17/2020,114
Imperial,12/17/2020,4
Kern,12/17/2020,164
Kings,12/17/2020,8
Lake,12/17/2020,3
Lassen,12/17/2020,6
Los Angeles,12/17/2020,10232
Madera,12/17/2020,12
Marin,12/17/2020,259
Mariposa,12/17/2020,2
Mendocino,12/17/2020,71
Merced,12/17/2020,6
Monterey,12/17/2020,80
Napa,12/17/2020,44
Nevada,12/17/2020,6
Orange,12/17/2020,3683
Placer,12/17/2020,139
Riverside,12/17/2020,803
Sacramento,12/17/2020,647
San Benito,12/17/2020,9
San Bernardino,12/17/2020,2337
San Diego,12/17/2020,2354
San Francisco,12/17/2020,397
San Joaquin,12/17/2020,309
San Luis Obispo,12/17/2020,196
San Mateo,12/17/2020,177
Santa Barbara,12/17/2020,51
Santa Clara,12/17/2020,450
Santa Cruz,12/17/2020,390
Shasta,12/17/2020,418
Siskiyou,12/17/2020,4
Solano,12/17/2020,151
Sonoma,12/17/2020,102
Stanislaus,12/17/2020,73
Sutter,12/17/2020,2
Tehama,12/17/2020,12
Trinity,12/17/2020,4
Tulare,12/17/2020,109
Tuolumne,12/17/2020,16
Ventura,12/17/2020,248
Yolo,12/17/2020,101
Yuba,12/17/2020,4
Alameda,12/16/2020,201
Amador,12/16/2020,2
Butte,12/16/2020,3
Calaveras,12/16/2020,5
Contra Costa,12/16/2020,522
El Dorado,12/16/2020,40
Fresno,12/16/2020,120
Humboldt,12/16/2020,15
Imperial,12/16/2020,1
Kern,12/16/2020,18
Kings,12/16/2020,1
Lassen,12/16/2020,8
Los Angeles,12/16/2020,3356
Madera,12/16/2020,22
Marin,12/16/2020,107
Merced,12/16/2020,3
Modoc,12/16/2020,1
Monterey,12/16/2020,4
Napa,12/16/2020,12
Nevada,12/16/2020,3
Orange,12/16/2020,364
Placer,12/16/2020,52
Riverside,12/16/2020,64
Sacramento,12/16/2020,643
San Benito,12/16/2020,2
San Bernardino,12/16/2020,108
San Diego,12/16/2020,1105
San Francisco,12/16/2020,229
San Joaquin,12/16/2020,300
San Luis Obispo,12/16/2020,4
San Mateo,12/16/2020,103
Santa Barbara,12/16/2020,2
Santa Clara,12/16/2020,128
Santa Cruz,12/16/2020,57
Shasta,12/16/2020,131
Siskiyou,12/16/2020,2
Solano,12/16/2020,71
Sonoma,12/16/2020,29
Stanislaus,12/16/2020,38
Sutter,12/16/2020,4
Tehama,12/16/2020,2
Tulare,12/16/2020,3
Tuolumne,12/16/2020,43
Ventura,12/16/2020,70
Yolo,12/16/2020,78
Yuba,12/16/2020,4
Alameda,12/15/2020,35
Contra Costa,12/15/2020,18
El Dorado,12/15/2020,12
Fresno,12/15/2020,1
Humboldt,12/15/2020,2
Kern,12/15/2020,1
Los Angeles,12/15/2020,391
Marin,12/15/2020,2
Orange,12/15/2020,15
Placer,12/15/2020,29
Riverside,12/15/2020,4
Sacramento,12/15/2020,312
San Bernardino,12/15/2020,12
San Diego,12/15/2020,125
San Francisco,12/15/2020,8
San Joaquin,12/15/2020,12
San Mateo,12/15/2020,25
Santa Barbara,12/15/2020,2
Santa Clara,12/15/2020,63
Santa Cruz,12/15/2020,2
Solano,12/15/2020,4
Sonoma,12/15/2020,4
Stanislaus,12/15/2020,2
Sutter,12/15/2020,1
Tehama,12/15/2020,1
Ventura,12/15/2020,5
Yolo,12/15/2020,39
