,county,date,confirmed_patients,suspected_patients,total_covid_patients
678,Sonoma,2020-04-10,4,18,22
679,San Luis Obispo,2020-04-10,2,3,5
680,Mendocino,2020-04-10,0,1,1
681,Lake,2020-04-10,0,1,1
682,Orange,2020-04-10,139,129,268
683,Humboldt,2020-04-10,2,10,12
684,Santa Cruz,2020-04-10,4,11,15
685,Santa Clara,2020-04-10,151,44,195
686,Yolo,2020-04-10,3,2,5
687,Fresno,2020-04-10,27,41,68
688,Contra Costa,2020-04-10,42,30,72
689,Monterey,2020-04-10,18,21,39
690,Trinity,2020-04-10,0,0,0
691,Calaveras,2020-04-10,0,0,0
692,El Dorado,2020-04-10,17,1,18
693,Marin,2020-04-10,6,26,32
694,Nevada,2020-04-10,3,3,6
695,San Mateo,2020-04-10,56,12,68
696,Kern,2020-04-10,33,38,71
697,Yuba,2020-04-10,2,8,10
698,Napa,2020-04-10,0,7,7
699,Tulare,2020-04-10,11,10,21
700,Alameda,2020-04-10,93,71,164
701,Mono,2020-04-10,0,3,3
702,Riverside,2020-04-10,206,141,347
703,Siskiyou,2020-04-10,0,0,0
704,Kings,2020-04-10,8,0,8
705,Tehama,2020-04-10,0,1,1
706,San Benito,2020-04-10,2,1,3
707,Inyo,2020-04-10,9,135,144
708,San Bernardino,2020-04-10,156,295,451
709,Ventura,2020-04-10,19,76,95
710,Merced,2020-04-10,0,2,2
711,Shasta,2020-04-10,5,7,12
712,Amador,2020-04-10,0,0,0
713,Tuolumne,2020-04-10,0,0,0
714,Lassen,2020-04-10,0,2,2
715,Butte,2020-04-10,1,15,16
716,Stanislaus,2020-04-10,27,17,44
717,Glenn,2020-04-10,0,0,0
718,Madera,2020-04-10,0,5,5
719,Placer,2020-04-10,16,11,27
720,San Francisco,2020-04-10,85,46,131
721,Mariposa,2020-04-10,0,0,0
722,Sacramento,2020-04-10,70,45,115
723,Santa Barbara,2020-04-10,42,13,55
724,San Diego,2020-04-10,230,124,354
725,Merced,2020-04-11,0,2,2
726,Mono,2020-04-11,0,3,3
727,Modoc,2020-04-11,0,0,0
728,Placer,2020-04-11,20,19,39
729,Tehama,2020-04-11,0,0,0
730,Mariposa,2020-04-11,0,0,0
731,Sonoma,2020-04-11,3,19,22
732,Siskiyou,2020-04-11,0,0,0
733,Amador,2020-04-11,0,0,0
734,Shasta,2020-04-11,5,3,8
735,Alameda,2020-04-11,87,91,178
736,San Bernardino,2020-04-11,153,213,366
737,Calaveras,2020-04-11,0,1,1
738,Plumas,2020-04-11,0,0,0
739,Sacramento,2020-04-11,67,46,113
740,Glenn,2020-04-11,0,0,0
741,Nevada,2020-04-11,3,3,6
742,Colusa,2020-04-11,0,0,0
743,Stanislaus,2020-04-11,23,19,42
744,Kings,2020-04-11,10,0,10
745,Tulare,2020-04-11,12,3,15
746,Santa Clara,2020-04-11,146,61,207
747,San Mateo,2020-04-11,54,15,69
748,Imperial,2020-04-11,14,11,25
749,Del Norte,2020-04-11,0,2,2
750,Yolo,2020-04-11,3,4,7
751,Trinity,2020-04-11,0,0,0
752,Butte,2020-04-11,2,4,6
753,Marin,2020-04-11,2,27,29
754,Napa,2020-04-11,0,0,0
755,Yuba,2020-04-11,2,2,4
756,Fresno,2020-04-11,28,63,91
757,San Benito,2020-04-11,2,2,4
758,Humboldt,2020-04-11,2,5,7
759,Solano,2020-04-11,13,16,29
760,Los Angeles,2020-04-11,1362,905,2267
761,Inyo,2020-04-11,10,140,150
762,San Luis Obispo,2020-04-11,2,10,12
763,Riverside,2020-04-11,232,127,359
764,Sutter,2020-04-11,0,0,0
765,Kern,2020-04-11,32,52,84
766,Madera,2020-04-11,0,5,5
767,Monterey,2020-04-11,18,17,35
768,Lassen,2020-04-11,0,4,4
769,Tuolumne,2020-04-11,0,2,2
770,Santa Barbara,2020-04-11,40,16,56
771,San Francisco,2020-04-11,82,51,133
772,San Diego,2020-04-11,239,118,357
773,Lake,2020-04-11,0,0,0
774,Mendocino,2020-04-11,0,1,1
775,San Joaquin,2020-04-11,23,14,37
776,El Dorado,2020-04-11,17,2,19
777,Orange,2020-04-11,144,109,253
778,Contra Costa,2020-04-11,39,38,77
779,Ventura,2020-04-11,22,58,80
780,Santa Cruz,2020-04-11,4,14,18
781,Orange,2020-04-12,138,108,246
782,Marin,2020-04-12,2,24,26
783,Riverside,2020-04-12,245,142,387
784,Sutter,2020-04-12,0,0,0
785,Tehama,2020-04-12,0,3,3
786,Butte,2020-04-12,2,0,2
787,Santa Cruz,2020-04-12,4,15,19
788,Sonoma,2020-04-12,3,11,14
789,Placer,2020-04-12,19,15,34
790,Yuba,2020-04-12,1,0,1
791,Del Norte,2020-04-12,0,2,2
792,Yolo,2020-04-12,4,4,8
793,Glenn,2020-04-12,0,0,0
794,Mariposa,2020-04-12,0,0,0
795,Napa,2020-04-12,0,0,0
796,Kings,2020-04-12,8,0,8
797,Lassen,2020-04-12,0,4,4
798,Siskiyou,2020-04-12,0,0,0
799,San Benito,2020-04-12,0,0,0
800,Inyo,2020-04-12,10,140,150
801,Colusa,2020-04-12,0,0,0
802,El Dorado,2020-04-12,19,1,20
803,Plumas,2020-04-12,0,0,0
804,Alameda,2020-04-12,91,101,192
805,Kern,2020-04-12,31,28,59
806,Madera,2020-04-12,0,5,5
807,San Diego,2020-04-12,244,108,352
808,Sacramento,2020-04-12,69,46,115
809,Fresno,2020-04-12,23,46,69
810,Mendocino,2020-04-12,0,0,0
811,San Joaquin,2020-04-12,25,21,46
812,Lake,2020-04-12,0,0,0
813,Nevada,2020-04-12,3,1,4
814,Tulare,2020-04-12,15,4,19
815,Merced,2020-04-12,0,3,3
816,Los Angeles,2020-04-12,1433,715,2148
817,Ventura,2020-04-12,21,65,86
818,Stanislaus,2020-04-12,19,19,38
819,San Bernardino,2020-04-12,157,172,329
820,Santa Clara,2020-04-12,145,51,196
821,San Francisco,2020-04-12,92,44,136
822,San Luis Obispo,2020-04-12,2,8,10
823,Shasta,2020-04-12,4,3,7
824,Santa Barbara,2020-04-12,42,7,49
825,Contra Costa,2020-04-12,46,32,78
826,Monterey,2020-04-12,19,13,32
827,San Mateo,2020-04-12,46,31,77
828,Tuolumne,2020-04-12,0,0,0
829,Amador,2020-04-12,0,0,0
830,Calaveras,2020-04-12,0,2,2
831,Humboldt,2020-04-12,2,4,6
832,Imperial,2020-04-12,18,13,31
833,Solano,2020-04-12,13,19,32
834,Trinity,2020-04-12,0,0,0
835,Modoc,2020-04-12,0,0,0
836,Mono,2020-04-12,0,3,3
837,Riverside,2020-04-13,247,122,369
838,San Diego,2020-04-13,243,107,350
839,Santa Clara,2020-04-13,151,66,217
840,Fresno,2020-04-13,22,57,79
841,Tehama,2020-04-13,0,0,0
842,El Dorado,2020-04-13,19,1,20
843,Sonoma,2020-04-13,3,14,17
844,Tulare,2020-04-13,14,3,17
845,Inyo,2020-04-13,10,150,160
846,Santa Barbara,2020-04-13,42,7,49
847,Calaveras,2020-04-13,0,1,1
848,Contra Costa,2020-04-13,44,44,88
849,Kings,2020-04-13,0,1,1
850,Monterey,2020-04-13,22,19,41
851,Kern,2020-04-13,39,32,71
852,Amador,2020-04-13,0,0,0
853,Alameda,2020-04-13,85,81,166
854,Placer,2020-04-13,18,9,27
855,Sacramento,2020-04-13,73,36,109
856,Lake,2020-04-13,0,2,2
857,Solano,2020-04-13,13,13,26
858,Orange,2020-04-13,149,81,230
859,San Luis Obispo,2020-04-13,2,5,7
860,Madera,2020-04-13,0,4,4
861,San Benito,2020-04-13,1,1,2
862,Tuolumne,2020-04-13,0,0,0
863,Los Angeles,2020-04-13,1501,793,2294
864,Modoc,2020-04-13,0,0,0
865,Ventura,2020-04-13,21,56,77
866,Lassen,2020-04-13,0,4,4
867,Siskiyou,2020-04-13,0,2,2
868,Humboldt,2020-04-13,2,8,10
869,San Francisco,2020-04-13,89,48,137
870,Mariposa,2020-04-13,0,3,3
871,Imperial,2020-04-13,19,8,27
872,San Mateo,2020-04-13,57,19,76
873,Butte,2020-04-13,1,8,9
874,Nevada,2020-04-13,2,2,4
875,Marin,2020-04-13,2,20,22
876,San Bernardino,2020-04-13,167,155,322
877,Yuba,2020-04-13,1,2,3
878,Glenn,2020-04-13,0,0,0
879,Mendocino,2020-04-13,7,1,8
880,Del Norte,2020-04-13,0,1,1
881,San Joaquin,2020-04-13,26,16,42
882,Sutter,2020-04-13,0,0,0
883,Colusa,2020-04-13,0,0,0
884,Yolo,2020-04-13,4,0,4
885,Shasta,2020-04-13,3,0,3
886,Napa,2020-04-13,0,1,1
887,Santa Cruz,2020-04-13,4,8,12
888,Merced,2020-04-13,0,4,4
889,Stanislaus,2020-04-13,21,22,43
890,Plumas,2020-04-13,0,1,1
891,Mono,2020-04-13,0,1,1
892,Trinity,2020-04-13,0,0,0
893,Sacramento,2020-04-14,70,46,116
894,Fresno,2020-04-14,24,45,69
895,Shasta,2020-04-14,1,4,5
896,Inyo,2020-04-14,10,156,166
897,Imperial,2020-04-14,19,14,33
898,Yuba,2020-04-14,1,1,2
899,Plumas,2020-04-14,0,1,1
900,Contra Costa,2020-04-14,37,51,88
901,Tuolumne,2020-04-14,0,0,0
902,Madera,2020-04-14,0,4,4
903,Lassen,2020-04-14,0,6,6
904,Yolo,2020-04-14,3,0,3
905,Santa Cruz,2020-04-14,4,4,8
906,Mariposa,2020-04-14,0,3,3
907,San Joaquin,2020-04-14,22,10,32
908,Siskiyou,2020-04-14,0,0,0
909,Marin,2020-04-14,2,23,25
910,Kern,2020-04-14,35,23,58
911,Glenn,2020-04-14,0,0,0
912,Nevada,2020-04-14,3,4,7
913,Santa Clara,2020-04-14,144,47,191
914,Amador,2020-04-14,0,0,0
915,Del Norte,2020-04-14,0,5,5
916,Calaveras,2020-04-14,0,1,1
917,San Luis Obispo,2020-04-14,3,15,18
918,Kings,2020-04-14,8,0,8
919,Sonoma,2020-04-14,3,9,12
920,Placer,2020-04-14,17,15,32
921,Sutter,2020-04-14,0,0,0
922,Ventura,2020-04-14,24,35,59
923,San Benito,2020-04-14,1,1,2
924,Mendocino,2020-04-14,0,0,0
925,San Bernardino,2020-04-14,166,149,315
926,Humboldt,2020-04-14,2,7,9
927,Merced,2020-04-14,0,4,4
928,Stanislaus,2020-04-14,18,25,43
929,Colusa,2020-04-14,0,0,0
930,Tulare,2020-04-14,15,5,20
931,Butte,2020-04-14,1,6,7
932,Mono,2020-04-14,0,1,1
933,San Mateo,2020-04-14,55,12,67
934,Lake,2020-04-14,0,3,3
935,Monterey,2020-04-14,18,13,31
936,Trinity,2020-04-14,0,0,0
937,Riverside,2020-04-14,235,117,352
938,Orange,2020-04-14,147,111,258
939,Los Angeles,2020-04-14,1587,613,2200
940,Santa Barbara,2020-04-14,42,8,50
941,Solano,2020-04-14,12,25,37
942,San Diego,2020-04-14,243,109,352
943,Alameda,2020-04-14,92,106,198
944,Napa,2020-04-14,0,0,0
945,El Dorado,2020-04-14,20,3,23
946,Modoc,2020-04-14,0,1,1
947,San Francisco,2020-04-14,87,53,140
948,Tehama,2020-04-14,0,0,0
949,Mendocino,2020-04-15,0,0,0
950,Los Angeles,2020-04-15,1624,632,2256
951,Kings,2020-04-15,8,0,8
952,San Diego,2020-04-15,236,112,348
953,San Mateo,2020-04-15,53,18,71
954,Tehama,2020-04-15,0,0,0
955,Contra Costa,2020-04-15,38,41,79
956,Mariposa,2020-04-15,0,4,4
957,Sutter,2020-04-15,0,0,0
958,San Joaquin,2020-04-15,21,21,42
959,Modoc,2020-04-15,0,0,0
960,San Bernardino,2020-04-15,149,109,258
961,Fresno,2020-04-15,25,33,58
962,Napa,2020-04-15,0,0,0
963,Riverside,2020-04-15,207,155,362
964,Marin,2020-04-15,4,10,14
965,Siskiyou,2020-04-15,2,0,2
966,Placer,2020-04-15,13,11,24
967,Solano,2020-04-15,9,14,23
968,Stanislaus,2020-04-15,19,17,36
969,El Dorado,2020-04-15,0,5,5
970,Shasta,2020-04-15,1,1,2
971,Calaveras,2020-04-15,0,0,0
972,Lake,2020-04-15,3,3,6
973,Humboldt,2020-04-15,2,5,7
974,Plumas,2020-04-15,0,0,0
975,Del Norte,2020-04-15,0,0,0
976,Glenn,2020-04-15,0,0,0
977,Sacramento,2020-04-15,66,60,126
978,Kern,2020-04-15,40,12,52
979,Santa Cruz,2020-04-15,4,2,6
980,Inyo,2020-04-15,15,163,178
981,San Francisco,2020-04-15,87,84,171
982,Monterey,2020-04-15,20,11,31
983,Alameda,2020-04-15,81,99,180
984,Sonoma,2020-04-15,3,13,16
985,Butte,2020-04-15,1,5,6
986,Mono,2020-04-15,0,0,0
987,San Luis Obispo,2020-04-15,2,6,8
988,Yuba,2020-04-15,0,2,2
989,San Benito,2020-04-15,1,0,1
990,Madera,2020-04-15,1,6,7
991,Lassen,2020-04-15,0,6,6
992,Imperial,2020-04-15,21,13,34
993,Colusa,2020-04-15,0,0,0
994,Ventura,2020-04-15,25,57,82
995,Tulare,2020-04-15,18,3,21
996,Santa Clara,2020-04-15,144,42,186
997,Trinity,2020-04-15,0,0,0
998,Nevada,2020-04-15,3,4,7
999,Merced,2020-04-15,0,0,0
1000,Amador,2020-04-15,0,0,0
1001,Yolo,2020-04-15,2,1,3
1002,Tuolumne,2020-04-15,0,0,0
1003,Orange,2020-04-15,156,103,259
1004,Santa Barbara,2020-04-15,37,7,44
1005,Sacramento,2020-04-16,64,54,118
1006,Siskiyou,2020-04-16,0,2,2
1007,Tehama,2020-04-16,0,1,1
1008,San Mateo,2020-04-16,54,18,72
1009,Monterey,2020-04-16,20,22,42
1010,Santa Cruz,2020-04-16,4,3,7
1011,Sonoma,2020-04-16,3,10,13
1012,Del Norte,2020-04-16,0,3,3
1013,Napa,2020-04-16,0,0,0
1014,Tuolumne,2020-04-16,0,0,0
1015,Humboldt,2020-04-16,1,5,6
1016,Nevada,2020-04-16,3,3,6
1017,Imperial,2020-04-16,21,7,28
1018,Lake,2020-04-16,1,0,1
1019,Colusa,2020-04-16,0,1,1
1020,Mariposa,2020-04-16,0,1,1
1021,Solano,2020-04-16,9,15,24
1022,Ventura,2020-04-16,24,52,76
1023,Butte,2020-04-16,1,10,11
1024,Glenn,2020-04-16,0,0,0
1025,Santa Clara,2020-04-16,134,48,182
1026,Marin,2020-04-16,5,7,12
1027,Amador,2020-04-16,0,0,0
1028,Mono,2020-04-16,0,0,0
1029,Sutter,2020-04-16,0,0,0
1030,Merced,2020-04-16,1,1,2
1031,Mendocino,2020-04-16,0,0,0
1032,Orange,2020-04-16,152,117,269
1033,Shasta,2020-04-16,1,0,1
1034,Riverside,2020-04-16,216,150,366
1035,Inyo,2020-04-16,0,3,3
1036,Tulare,2020-04-16,22,5,27
1037,San Benito,2020-04-16,1,0,1
1038,San Francisco,2020-04-16,84,35,119
1039,Stanislaus,2020-04-16,18,19,37
1040,Yuba,2020-04-16,0,2,2
1041,Fresno,2020-04-16,33,33,66
1042,Madera,2020-04-16,0,7,7
1043,Placer,2020-04-16,12,18,30
1044,Los Angeles,2020-04-16,1679,620,2299
1045,Contra Costa,2020-04-16,37,59,96
1046,Trinity,2020-04-16,0,0,0
1047,Calaveras,2020-04-16,0,1,1
1048,San Bernardino,2020-04-16,164,124,288
1049,Lassen,2020-04-16,0,5,5
1050,Plumas,2020-04-16,0,0,0
1051,Kings,2020-04-16,8,0,8
1052,San Luis Obispo,2020-04-16,3,11,14
1053,Yolo,2020-04-16,2,1,3
1054,Santa Barbara,2020-04-16,37,4,41
1055,Kern,2020-04-16,41,19,60
1056,Modoc,2020-04-16,0,2,2
1057,Alameda,2020-04-16,73,82,155
1058,El Dorado,2020-04-16,0,5,5
1059,San Diego,2020-04-16,231,111,342
1060,San Joaquin,2020-04-16,21,16,37
1061,Marin,2020-04-17,4,2,6
1062,San Bernardino,2020-04-17,165,123,288
1063,Kings,2020-04-17,7,0,7
1064,Butte,2020-04-17,1,9,10
1065,Lassen,2020-04-17,0,5,5
1066,Riverside,2020-04-17,215,144,359
1067,Alameda,2020-04-17,85,91,176
1068,Mariposa,2020-04-17,0,1,1
1069,Sonoma,2020-04-17,2,6,8
1070,Del Norte,2020-04-17,0,4,4
1071,Stanislaus,2020-04-17,15,17,32
1072,Kern,2020-04-17,36,16,52
1073,Yolo,2020-04-17,4,0,4
1074,Glenn,2020-04-17,0,0,0
1075,Siskiyou,2020-04-17,0,3,3
1076,Santa Clara,2020-04-17,140,60,200
1077,Modoc,2020-04-17,0,1,1
1078,Lake,2020-04-17,0,6,6
1079,Sutter,2020-04-17,0,0,0
1080,Mono,2020-04-17,0,0,0
1081,Madera,2020-04-17,0,5,5
1082,Sacramento,2020-04-17,63,46,109
1083,Nevada,2020-04-17,2,4,6
1084,San Diego,2020-04-17,232,111,343
1085,Napa,2020-04-17,0,1,1
1086,Humboldt,2020-04-17,0,4,4
1087,Trinity,2020-04-17,0,0,0
1088,San Benito,2020-04-17,1,0,1
1089,Shasta,2020-04-17,1,0,1
1090,Colusa,2020-04-17,0,1,1
1091,Fresno,2020-04-17,31,29,60
1092,Mendocino,2020-04-17,0,0,0
1093,Inyo,2020-04-17,0,3,3
1094,Imperial,2020-04-17,19,15,34
1095,Santa Barbara,2020-04-17,36,6,42
1096,San Luis Obispo,2020-04-17,3,11,14
1097,San Francisco,2020-04-17,79,36,115
1098,San Joaquin,2020-04-17,23,23,46
1099,Los Angeles,2020-04-17,1720,634,2354
1100,Monterey,2020-04-17,22,25,47
1101,San Mateo,2020-04-17,51,16,67
1102,Tehama,2020-04-17,0,0,0
1103,Orange,2020-04-17,160,124,284
1104,Amador,2020-04-17,0,0,0
1105,Tuolumne,2020-04-17,0,0,0
1106,Tulare,2020-04-17,23,5,28
1107,Placer,2020-04-17,12,17,29
1108,Santa Cruz,2020-04-17,2,3,5
1109,Solano,2020-04-17,10,11,21
1110,El Dorado,2020-04-17,0,6,6
1111,Calaveras,2020-04-17,0,2,2
1112,Contra Costa,2020-04-17,34,46,80
1113,Merced,2020-04-17,0,4,4
1114,Yuba,2020-04-17,0,5,5
1115,Ventura,2020-04-17,23,33,56
1116,Plumas,2020-04-17,0,1,1
1117,Contra Costa,2020-04-18,35,44,79
1118,Yuba,2020-04-18,0,3,3
1119,Humboldt,2020-04-18,0,4,4
1120,Solano,2020-04-18,9,11,20
1121,Kings,2020-04-18,8,0,8
1122,Tehama,2020-04-18,0,0,0
1123,San Joaquin,2020-04-18,23,27,50
1124,Marin,2020-04-18,3,1,4
1125,Yolo,2020-04-18,4,0,4
1126,Sutter,2020-04-18,0,0,0
1127,Glenn,2020-04-18,0,0,0
1128,Napa,2020-04-18,0,0,0
1129,Tuolumne,2020-04-18,0,0,0
1130,Placer,2020-04-18,11,17,28
1131,Fresno,2020-04-18,32,35,67
1132,Mono,2020-04-18,0,0,0
1133,El Dorado,2020-04-18,0,8,8
1134,Mariposa,2020-04-18,0,0,0
1135,Madera,2020-04-18,0,7,7
1136,Imperial,2020-04-18,21,12,33
1137,Del Norte,2020-04-18,0,2,2
1138,San Benito,2020-04-18,0,0,0
1139,Ventura,2020-04-18,25,28,53
1140,Riverside,2020-04-18,223,118,341
1141,Trinity,2020-04-18,0,0,0
1142,Inyo,2020-04-18,1,1,2
1143,Kern,2020-04-18,33,14,47
1144,Santa Barbara,2020-04-18,31,9,40
1145,Colusa,2020-04-18,0,0,0
1146,Modoc,2020-04-18,0,1,1
1147,Siskiyou,2020-04-18,0,1,1
1148,Shasta,2020-04-18,1,1,2
1149,Orange,2020-04-18,157,120,277
1150,Nevada,2020-04-18,4,5,9
1151,Stanislaus,2020-04-18,14,23,37
1152,Lassen,2020-04-18,0,1,1
1153,Alameda,2020-04-18,82,73,155
1154,Sonoma,2020-04-18,2,4,6
1155,Calaveras,2020-04-18,0,0,0
1156,Amador,2020-04-18,0,0,0
1157,Merced,2020-04-18,0,3,3
1158,Butte,2020-04-18,1,4,5
1159,Lake,2020-04-18,0,0,0
1160,Tulare,2020-04-18,27,0,27
1161,Santa Cruz,2020-04-18,2,2,4
1162,Plumas,2020-04-18,0,1,1
1163,San Mateo,2020-04-18,49,12,61
1164,San Bernardino,2020-04-18,161,108,269
1165,San Luis Obispo,2020-04-18,3,12,15
1166,Mendocino,2020-04-18,0,0,0
1167,Santa Clara,2020-04-18,137,52,189
1168,Los Angeles,2020-04-18,1709,578,2287
1169,Monterey,2020-04-18,26,21,47
1170,Sacramento,2020-04-18,65,46,111
1171,San Diego,2020-04-18,223,97,320
1172,San Francisco,2020-04-18,74,29,103
1173,Plumas,2020-04-19,0,0,0
1174,San Joaquin,2020-04-19,23,16,39
1175,Napa,2020-04-19,0,3,3
1176,Del Norte,2020-04-19,0,0,0
1177,Trinity,2020-04-19,0,0,0
1178,Mono,2020-04-19,0,0,0
1179,Shasta,2020-04-19,1,0,1
1180,Santa Barbara,2020-04-19,29,7,36
1181,Santa Clara,2020-04-19,143,32,175
1182,Contra Costa,2020-04-19,34,40,74
1183,San Luis Obispo,2020-04-19,2,7,9
1184,San Francisco,2020-04-19,73,34,107
1185,Ventura,2020-04-19,26,26,52
1186,San Mateo,2020-04-19,53,6,59
1187,Solano,2020-04-19,11,10,21
1188,El Dorado,2020-04-19,0,11,11
1189,Madera,2020-04-19,0,7,7
1190,Riverside,2020-04-19,236,113,349
1191,Stanislaus,2020-04-19,13,16,29
1192,Sonoma,2020-04-19,2,8,10
1193,Los Angeles,2020-04-19,1739,549,2288
1194,Glenn,2020-04-19,0,0,0
1195,Humboldt,2020-04-19,0,3,3
1196,Colusa,2020-04-19,1,0,1
1197,Lassen,2020-04-19,0,1,1
1198,San Diego,2020-04-19,226,94,320
1199,Inyo,2020-04-19,1,0,1
1200,Orange,2020-04-19,162,130,292
1201,Fresno,2020-04-19,32,35,67
1202,San Benito,2020-04-19,0,0,0
1203,Yuba,2020-04-19,0,2,2
1204,Sacramento,2020-04-19,65,39,104
1205,Placer,2020-04-19,11,12,23
1206,Monterey,2020-04-19,25,6,31
1207,Modoc,2020-04-19,0,0,0
1208,San Bernardino,2020-04-19,158,97,255
1209,Marin,2020-04-19,3,7,10
1210,Alameda,2020-04-19,84,63,147
1211,Kings,2020-04-19,8,0,8
1212,Nevada,2020-04-19,1,4,5
1213,Tehama,2020-04-19,0,0,0
1214,Siskiyou,2020-04-19,0,1,1
1215,Calaveras,2020-04-19,0,0,0
1216,Mendocino,2020-04-19,0,0,0
1217,Mariposa,2020-04-19,0,0,0
1218,Merced,2020-04-19,0,2,2
1219,Tuolumne,2020-04-19,0,0,0
1220,Lake,2020-04-19,0,2,2
1221,Tulare,2020-04-19,27,0,27
1222,Sutter,2020-04-19,0,0,0
1223,Imperial,2020-04-19,25,8,33
1224,Butte,2020-04-19,1,3,4
1225,Yolo,2020-04-19,6,0,6
1226,Amador,2020-04-19,0,0,0
1227,Santa Cruz,2020-04-19,2,3,5
1228,Kern,2020-04-19,34,20,54
1229,Shasta,2020-04-20,1,0,1
1230,Imperial,2020-04-20,25,9,34
1231,Glenn,2020-04-20,0,0,0
1232,Kern,2020-04-20,34,11,45
1233,Monterey,2020-04-20,24,7,31
1234,Marin,2020-04-20,6,4,10
1235,Yuba,2020-04-20,0,1,1
1236,Merced,2020-04-20,0,1,1
1237,Humboldt,2020-04-20,0,6,6
1238,Modoc,2020-04-20,0,0,0
1239,Inyo,2020-04-20,1,0,1
1240,Riverside,2020-04-20,240,145,385
1241,Sacramento,2020-04-20,69,32,101
1242,Lassen,2020-04-20,0,1,1
1243,Solano,2020-04-20,10,11,21
1244,Lake,2020-04-20,0,2,2
1245,Alameda,2020-04-20,85,52,137
1246,Nevada,2020-04-20,1,5,6
1247,Sutter,2020-04-20,0,0,0
1248,Yolo,2020-04-20,5,1,6
1249,Madera,2020-04-20,0,6,6
1250,Del Norte,2020-04-20,0,2,2
1251,Tulare,2020-04-20,27,0,27
1252,San Francisco,2020-04-20,79,27,106
1253,Plumas,2020-04-20,0,0,0
1254,Kings,2020-04-20,8,0,8
1255,Siskiyou,2020-04-20,0,1,1
1256,Santa Cruz,2020-04-20,3,1,4
1257,San Bernardino,2020-04-20,152,200,352
1258,Ventura,2020-04-20,29,18,47
1259,Trinity,2020-04-20,0,0,0
1260,Amador,2020-04-20,0,0,0
1261,San Joaquin,2020-04-20,30,23,53
1262,Calaveras,2020-04-20,0,1,1
1263,San Diego,2020-04-20,238,76,314
1264,Mendocino,2020-04-20,0,0,0
1265,Contra Costa,2020-04-20,37,28,65
1266,Butte,2020-04-20,1,2,3
1267,San Mateo,2020-04-20,56,16,72
1268,Santa Barbara,2020-04-20,30,9,39
1269,Placer,2020-04-20,8,7,15
1270,Orange,2020-04-20,172,102,274
1271,Sonoma,2020-04-20,2,12,14
1272,San Luis Obispo,2020-04-20,2,3,5
1273,Fresno,2020-04-20,35,30,65
1274,El Dorado,2020-04-20,0,4,4
1275,Mariposa,2020-04-20,0,1,1
1276,San Benito,2020-04-20,0,0,0
1277,Napa,2020-04-20,1,2,3
1278,Colusa,2020-04-20,1,0,1
1279,Los Angeles,2020-04-20,1791,602,2393
1280,Santa Clara,2020-04-20,149,42,191
1281,Stanislaus,2020-04-20,13,18,31
1282,Tuolumne,2020-04-20,0,0,0
1283,Mono,2020-04-20,0,0,0
1284,Tehama,2020-04-20,0,0,0
1285,San Bernardino,2020-04-21,153,204,357
1286,Santa Cruz,2020-04-21,3,2,5
1287,Kern,2020-04-21,31,12,43
1288,Del Norte,2020-04-21,0,1,1
1289,Napa,2020-04-21,1,1,2
1290,Sutter,2020-04-21,0,0,0
1291,Merced,2020-04-21,0,3,3
1292,Tulare,2020-04-21,27,0,27
1293,San Francisco,2020-04-21,76,45,121
1294,Glenn,2020-04-21,0,0,0
1295,Placer,2020-04-21,4,18,22
1296,Mono,2020-04-21,0,0,0
1297,Ventura,2020-04-21,28,28,56
1298,San Benito,2020-04-21,1,0,1
1299,Amador,2020-04-21,0,0,0
1300,Santa Barbara,2020-04-21,26,8,34
1301,Yuba,2020-04-21,0,0,0
1302,Shasta,2020-04-21,1,0,1
1303,Madera,2020-04-21,0,5,5
1304,Tuolumne,2020-04-21,0,0,0
1305,Imperial,2020-04-21,23,12,35
1306,Stanislaus,2020-04-21,11,20,31
1307,Modoc,2020-04-21,0,1,1
1308,Nevada,2020-04-21,1,4,5
1309,Tehama,2020-04-21,0,0,0
1310,Sonoma,2020-04-21,2,17,19
1311,Yolo,2020-04-21,5,2,7
1312,Inyo,2020-04-21,1,0,1
1313,Mariposa,2020-04-21,0,1,1
1314,Colusa,2020-04-21,1,0,1
1315,Santa Clara,2020-04-21,144,34,178
1316,Lassen,2020-04-21,0,1,1
1317,Lake,2020-04-21,0,2,2
1318,Humboldt,2020-04-21,0,5,5
1319,El Dorado,2020-04-21,0,3,3
1320,San Luis Obispo,2020-04-21,1,5,6
1321,Orange,2020-04-21,179,129,308
1322,Fresno,2020-04-21,35,35,70
1323,Contra Costa,2020-04-21,33,44,77
1324,Trinity,2020-04-21,0,0,0
1325,Mendocino,2020-04-21,0,1,1
1326,Calaveras,2020-04-21,0,0,0
1327,Marin,2020-04-21,5,4,9
1328,Siskiyou,2020-04-21,0,1,1
1329,Alameda,2020-04-21,85,59,144
1330,Plumas,2020-04-21,0,0,0
1331,Solano,2020-04-21,6,17,23
1332,San Joaquin,2020-04-21,27,24,51
1333,San Diego,2020-04-21,221,84,305
1334,Los Angeles,2020-04-21,1854,617,2471
1335,Kings,2020-04-21,8,0,8
1336,Riverside,2020-04-21,250,120,370
1337,Butte,2020-04-21,0,1,1
1338,San Mateo,2020-04-21,53,14,67
1339,Sacramento,2020-04-21,54,39,93
1340,Monterey,2020-04-21,7,4,11
1341,San Benito,2020-04-22,0,0,0
1342,Trinity,2020-04-22,0,0,0
1343,Mariposa,2020-04-22,0,0,0
