,county,date,total_doses
3975,Mariposa,2021-01-07,49
3976,Mendocino,2021-01-07,355
3977,Merced,2021-01-07,188
3978,Modoc,2021-01-07,72
3979,Mono,2021-01-07,55
3980,Monterey,2021-01-07,735
3981,Napa,2021-01-07,484
3982,Nevada,2021-01-07,216
3983,Orange,2021-01-07,9152
3984,Outside California,2021-01-07,4189
3985,Placer,2021-01-07,975
3986,Plumas,2021-01-07,55
3987,Riverside,2021-01-07,2735
3988,Sacramento,2021-01-07,2815
3989,San Benito,2021-01-07,77
3990,San Bernardino,2021-01-07,5353
3991,San Diego,2021-01-07,5572
3992,San Francisco,2021-01-07,2039
3993,San Joaquin,2021-01-07,1041
3994,San Luis Obispo,2021-01-07,1127
3995,San Mateo,2021-01-07,1385
3996,Santa Barbara,2021-01-07,1026
3997,Santa Clara,2021-01-07,4065
3998,Santa Cruz,2021-01-07,529
3999,Shasta,2021-01-07,116
4000,Sierra,2021-01-07,20
4001,Siskiyou,2021-01-07,174
4002,Solano,2021-01-07,1039
4003,Sonoma,2021-01-07,1009
4004,Stanislaus,2021-01-07,1037
4005,Sutter,2021-01-07,249
4006,Tehama,2021-01-07,57
4007,Tulare,2021-01-07,779
4008,Tuolumne,2021-01-07,118
4009,Unknown,2021-01-07,70
4010,Ventura,2021-01-07,2060
4011,Yolo,2021-01-07,705
4012,Yuba,2021-01-07,75
4013,Alameda,2021-01-06,3222
4014,Alpine,2021-01-06,31
4015,Amador,2021-01-06,38
4016,Butte,2021-01-06,622
4017,Calaveras,2021-01-06,107
4018,Colusa,2021-01-06,15
4019,Contra Costa,2021-01-06,3252
4020,Del Norte,2021-01-06,78
4021,El Dorado,2021-01-06,259
4022,Fresno,2021-01-06,958
4023,Glenn,2021-01-06,61
4024,Humboldt,2021-01-06,295
4025,Imperial,2021-01-06,190
4026,Inyo,2021-01-06,69
4027,Kern,2021-01-06,1163
4028,Kings,2021-01-06,274
4029,Lake,2021-01-06,77
4030,Lassen,2021-01-06,94
4031,Los Angeles,2021-01-06,22233
4032,Madera,2021-01-06,184
4033,Maricopa,2021-01-06,1
4034,Marin,2021-01-06,820
4035,Mariposa,2021-01-06,5
4036,Mendocino,2021-01-06,148
4037,Merced,2021-01-06,247
4038,Modoc,2021-01-06,3
4039,Mono,2021-01-06,44
4040,Monterey,2021-01-06,652
4041,Napa,2021-01-06,455
4042,Nevada,2021-01-06,93
4043,Orange,2021-01-06,4931
4044,Outside California,2021-01-06,2744
4045,Placer,2021-01-06,753
4046,Plumas,2021-01-06,125
4047,Riverside,2021-01-06,2458
4048,Sacramento,2021-01-06,2717
4049,San Benito,2021-01-06,94
4050,San Bernardino,2021-01-06,3410
4051,San Diego,2021-01-06,4917
4052,San Francisco,2021-01-06,1867
4053,San Joaquin,2021-01-06,1193
4054,San Luis Obispo,2021-01-06,725
4055,San Mateo,2021-01-06,1417
4056,Santa Barbara,2021-01-06,654
4057,Santa Clara,2021-01-06,3245
4058,Santa Cruz,2021-01-06,804
4059,Shasta,2021-01-06,438
4060,Sierra,2021-01-06,1
4061,Siskiyou,2021-01-06,59
4062,Solano,2021-01-06,814
4063,Sonoma,2021-01-06,944
4064,Stanislaus,2021-01-06,942
4065,Sutter,2021-01-06,206
4066,Tehama,2021-01-06,70
4067,Trinity,2021-01-06,23
4068,Tulare,2021-01-06,862
4069,Tuolumne,2021-01-06,108
4070,Unknown,2021-01-06,6
4071,Ventura,2021-01-06,2045
4072,Yolo,2021-01-06,474
4073,Yuba,2021-01-06,150
4074,Alameda,2021-01-05,2175
4075,Alpine,2021-01-05,9
4076,Amador,2021-01-05,33
4077,Butte,2021-01-05,194
4078,Calaveras,2021-01-05,39
4079,Colusa,2021-01-05,68
4080,Contra Costa,2021-01-05,2089
4081,Del Norte,2021-01-05,33
4082,El Dorado,2021-01-05,200
4083,Fresno,2021-01-05,769
4084,Glenn,2021-01-05,9
4085,Humboldt,2021-01-05,125
4086,Imperial,2021-01-05,172
4087,Inyo,2021-01-05,34
4088,Kern,2021-01-05,1123
4089,Kings,2021-01-05,197
4090,Lake,2021-01-05,62
4091,Lassen,2021-01-05,194
4092,Los Angeles,2021-01-05,15880
4093,Madera,2021-01-05,273
4094,Marin,2021-01-05,363
4095,Mariposa,2021-01-05,23
4096,Mendocino,2021-01-05,71
4097,Merced,2021-01-05,315
4098,Modoc,2021-01-05,3
4099,Mono,2021-01-05,45
4100,Monterey,2021-01-05,748
4101,Napa,2021-01-05,150
4102,Nevada,2021-01-05,271
4103,Orange,2021-01-05,3470
4104,Outside California,2021-01-05,1563
4105,Placer,2021-01-05,709
4106,Plumas,2021-01-05,23
4107,Riverside,2021-01-05,1976
4108,Sacramento,2021-01-05,2190
4109,San Benito,2021-01-05,118
4110,San Bernardino,2021-01-05,2327
4111,San Diego,2021-01-05,4292
4112,San Francisco,2021-01-05,2223
4113,San Joaquin,2021-01-05,938
4114,San Luis Obispo,2021-01-05,978
4115,San Mateo,2021-01-05,1172
4116,Santa Barbara,2021-01-05,748
4117,Santa Clara,2021-01-05,3017
4118,Santa Cruz,2021-01-05,565
4119,Shasta,2021-01-05,335
4120,Sierra,2021-01-05,67
4121,Siskiyou,2021-01-05,117
4122,Solano,2021-01-05,690
4123,Sonoma,2021-01-05,436
4124,Stanislaus,2021-01-05,820
4125,Sutter,2021-01-05,99
4126,Tehama,2021-01-05,71
4127,Trinity,2021-01-05,2
4128,Tulare,2021-01-05,462
4129,Tuolumne,2021-01-05,91
4130,Unknown,2021-01-05,6
4131,Ventura,2021-01-05,1365
4132,Yolo,2021-01-05,610
4133,Yuba,2021-01-05,67
4134,Alameda,2021-01-04,1630
4135,Alpine,2021-01-04,10
4136,Amador,2021-01-04,123
4137,Butte,2021-01-04,206
4138,Calaveras,2021-01-04,33
4139,Colusa,2021-01-04,4
4140,Contra Costa,2021-01-04,1900
4141,Del Norte,2021-01-04,102
4142,El Dorado,2021-01-04,190
4143,Fresno,2021-01-04,618
4144,Glenn,2021-01-04,7
4145,Humboldt,2021-01-04,214
4146,Imperial,2021-01-04,84
4147,Inyo,2021-01-04,1
4148,Kern,2021-01-04,554
4149,Kings,2021-01-04,112
4150,Lake,2021-01-04,15
4151,Lassen,2021-01-04,15
4152,Los Angeles,2021-01-04,12570
4153,Madera,2021-01-04,128
4154,Marin,2021-01-04,284
4155,Mariposa,2021-01-04,8
4156,Mendocino,2021-01-04,834
4157,Merced,2021-01-04,77
4158,Modoc,2021-01-04,8
4159,Mono,2021-01-04,1
4160,Monterey,2021-01-04,411
4161,Napa,2021-01-04,104
4162,Nevada,2021-01-04,71
4163,Orange,2021-01-04,2665
4164,Outside California,2021-01-04,1174
4165,Placer,2021-01-04,614
4166,Plumas,2021-01-04,9
4167,Riverside,2021-01-04,1249
4168,Sacramento,2021-01-04,1958
4169,San Benito,2021-01-04,62
4170,San Bernardino,2021-01-04,2107
4171,San Diego,2021-01-04,3720
4172,San Francisco,2021-01-04,1827
4173,San Joaquin,2021-01-04,464
4174,San Luis Obispo,2021-01-04,674
4175,San Mateo,2021-01-04,1040
4176,Santa Barbara,2021-01-04,303
4177,Santa Clara,2021-01-04,2453
4178,Santa Cruz,2021-01-04,279
4179,Shasta,2021-01-04,346
4180,Siskiyou,2021-01-04,130
4181,Solano,2021-01-04,449
4182,Sonoma,2021-01-04,335
4183,Stanislaus,2021-01-04,101
4184,Sutter,2021-01-04,248
4185,Tehama,2021-01-04,31
4186,Trinity,2021-01-04,27
4187,Tulare,2021-01-04,91
4188,Tuolumne,2021-01-04,67
4189,Unknown,2021-01-04,3
4190,Ventura,2021-01-04,1075
4191,Yolo,2021-01-04,195
4192,Yuba,2021-01-04,91
4193,Alameda,2021-01-03,330
4194,Amador,2021-01-03,64
4195,Butte,2021-01-03,4
4196,Calaveras,2021-01-03,8
4197,Contra Costa,2021-01-03,170
4198,El Dorado,2021-01-03,89
4199,Fresno,2021-01-03,152
4200,Imperial,2021-01-03,90
4201,Inyo,2021-01-03,1
4202,Kern,2021-01-03,22
4203,Los Angeles,2021-01-03,899
4204,Madera,2021-01-03,5
4205,Marin,2021-01-03,55
4206,Merced,2021-01-03,9
4207,Monterey,2021-01-03,30
4208,Napa,2021-01-03,12
4209,Nevada,2021-01-03,128
4210,Orange,2021-01-03,543
4211,Outside California,2021-01-03,179
4212,Placer,2021-01-03,153
4213,Riverside,2021-01-03,344
4214,Sacramento,2021-01-03,404
4215,San Benito,2021-01-03,3
4216,San Bernardino,2021-01-03,133
4217,San Diego,2021-01-03,857
4218,San Francisco,2021-01-03,288
4219,San Joaquin,2021-01-03,32
4220,San Luis Obispo,2021-01-03,16
4221,San Mateo,2021-01-03,275
4222,Santa Barbara,2021-01-03,23
4223,Santa Clara,2021-01-03,569
4224,Santa Cruz,2021-01-03,15
4225,Shasta,2021-01-03,1
4226,Siskiyou,2021-01-03,1
4227,Solano,2021-01-03,56
4228,Sonoma,2021-01-03,21
4229,Stanislaus,2021-01-03,87
4230,Sutter,2021-01-03,1
4231,Tulare,2021-01-03,22
4232,Tuolumne,2021-01-03,3
4233,Unknown,2021-01-03,1
4234,Ventura,2021-01-03,15
4235,Yolo,2021-01-03,43
4236,Yuba,2021-01-03,10
4237,Alameda,2021-01-02,704
4238,Alpine,2021-01-02,1
4239,Amador,2021-01-02,55
4240,Butte,2021-01-02,37
4241,Calaveras,2021-01-02,11
4242,Contra Costa,2021-01-02,331
4243,El Dorado,2021-01-02,148
4244,Fresno,2021-01-02,1024
4245,Glenn,2021-01-02,2
4246,Humboldt,2021-01-02,38
4247,Imperial,2021-01-02,4
4248,Kern,2021-01-02,75
4249,Kings,2021-01-02,10
4250,Lake,2021-01-02,2
4251,Lassen,2021-01-02,1
4252,Los Angeles,2021-01-02,4358
4253,Madera,2021-01-02,76
4254,Marin,2021-01-02,102
4255,Mendocino,2021-01-02,1
4256,Merced,2021-01-02,126
4257,Modoc,2021-01-02,2
4258,Monterey,2021-01-02,136
4259,Napa,2021-01-02,99
4260,Nevada,2021-01-02,1
4261,Orange,2021-01-02,1386
4262,Outside California,2021-01-02,272
4263,Placer,2021-01-02,184
4264,Riverside,2021-01-02,821
4265,Sacramento,2021-01-02,561
4266,San Benito,2021-01-02,25
4267,San Bernardino,2021-01-02,474
4268,San Diego,2021-01-02,3734
4269,San Francisco,2021-01-02,329
4270,San Joaquin,2021-01-02,247
4271,San Luis Obispo,2021-01-02,31
4272,San Mateo,2021-01-02,395
4273,Santa Barbara,2021-01-02,587
4274,Santa Clara,2021-01-02,1076
4275,Santa Cruz,2021-01-02,68
4276,Shasta,2021-01-02,2
4277,Siskiyou,2021-01-02,1
4278,Solano,2021-01-02,211
4279,Sonoma,2021-01-02,132
4280,Stanislaus,2021-01-02,30
4281,Sutter,2021-01-02,134
4282,Tulare,2021-01-02,27
4283,Tuolumne,2021-01-02,118
4284,Unknown,2021-01-02,2
4285,Ventura,2021-01-02,169
4286,Yolo,2021-01-02,67
4287,Yuba,2021-01-02,22
4288,Alameda,2021-01-01,166
4289,Amador,2021-01-01,1
4290,Butte,2021-01-01,7
4291,Contra Costa,2021-01-01,57
4292,El Dorado,2021-01-01,3
4293,Fresno,2021-01-01,7
4294,Imperial,2021-01-01,5
4295,Inyo,2021-01-01,1
4296,Kern,2021-01-01,9
4297,Kings,2021-01-01,1
4298,Lake,2021-01-01,1
4299,Los Angeles,2021-01-01,862
4300,Marin,2021-01-01,5
4301,Mendocino,2021-01-01,2
4302,Mono,2021-01-01,1
4303,Monterey,2021-01-01,8
4304,Napa,2021-01-01,1
4305,Nevada,2021-01-01,1
4306,Orange,2021-01-01,376
4307,Outside California,2021-01-01,104
4308,Placer,2021-01-01,14
4309,Riverside,2021-01-01,97
4310,Sacramento,2021-01-01,68
4311,San Bernardino,2021-01-01,271
4312,San Diego,2021-01-01,1098
4313,San Francisco,2021-01-01,62
4314,San Joaquin,2021-01-01,15
4315,San Luis Obispo,2021-01-01,11
4316,San Mateo,2021-01-01,34
4317,Santa Barbara,2021-01-01,107
4318,Santa Clara,2021-01-01,131
4319,Santa Cruz,2021-01-01,32
4320,Solano,2021-01-01,13
4321,Sonoma,2021-01-01,8
4322,Stanislaus,2021-01-01,5
4323,Sutter,2021-01-01,3
4324,Tehama,2021-01-01,2
4325,Tuolumne,2021-01-01,6
4326,Ventura,2021-01-01,11
4327,Yolo,2021-01-01,53
4328,Alameda,2020-12-31,1771
4329,Alpine,2020-12-31,1
4330,Amador,2020-12-31,192
4331,Butte,2020-12-31,210
4332,Calaveras,2020-12-31,34
4333,Colusa,2020-12-31,18
4334,Contra Costa,2020-12-31,910
4335,Del Norte,2020-12-31,16
4336,El Dorado,2020-12-31,108
4337,Fresno,2020-12-31,888
4338,Glenn,2020-12-31,38
4339,Humboldt,2020-12-31,242
4340,Imperial,2020-12-31,198
4341,Inyo,2020-12-31,29
4342,Kern,2020-12-31,277
4343,Kings,2020-12-31,44
4344,Lake,2020-12-31,67
4345,Lassen,2020-12-31,51
4346,Los Angeles,2020-12-31,7778
4347,Madera,2020-12-31,203
4348,Marin,2020-12-31,198
4349,Mariposa,2020-12-31,13
4350,Mendocino,2020-12-31,128
4351,Merced,2020-12-31,102
4352,Mono,2020-12-31,4
4353,Monterey,2020-12-31,34
4354,Napa,2020-12-31,466
4355,Nevada,2020-12-31,39
4356,Orange,2020-12-31,1433
4357,Outside California,2020-12-31,1148
4358,Placer,2020-12-31,530
4359,Plumas,2020-12-31,4
4360,Riverside,2020-12-31,1014
4361,Sacramento,2020-12-31,1211
4362,San Benito,2020-12-31,19
4363,San Bernardino,2020-12-31,1344
4364,San Diego,2020-12-31,2946
4365,San Francisco,2020-12-31,958
4366,San Joaquin,2020-12-31,445
4367,San Luis Obispo,2020-12-31,106
4368,San Mateo,2020-12-31,696
4369,Santa Barbara,2020-12-31,238
4370,Santa Clara,2020-12-31,1188
4371,Santa Cruz,2020-12-31,313
4372,Shasta,2020-12-31,81
4373,Sierra,2020-12-31,12
4374,Siskiyou,2020-12-31,12
4375,Solano,2020-12-31,530
4376,Sonoma,2020-12-31,514
4377,Stanislaus,2020-12-31,276
4378,Sutter,2020-12-31,70
4379,Tehama,2020-12-31,14
4380,Trinity,2020-12-31,2
4381,Tulare,2020-12-31,93
4382,Tuolumne,2020-12-31,27
4383,Unknown,2020-12-31,2
4384,Ventura,2020-12-31,470
4385,Yolo,2020-12-31,183
4386,Yuba,2020-12-31,36
4387,Alameda,2020-12-30,3092
4388,Alpine,2020-12-30,14
4389,Amador,2020-12-30,120
4390,Butte,2020-12-30,497
4391,Calaveras,2020-12-30,93
4392,Colusa,2020-12-30,50
4393,Contra Costa,2020-12-30,2384
4394,Del Norte,2020-12-30,67
4395,El Dorado,2020-12-30,501
4396,Fresno,2020-12-30,962
4397,Glenn,2020-12-30,129
4398,Humboldt,2020-12-30,219
4399,Imperial,2020-12-30,366
4400,Inyo,2020-12-30,56
4401,Kern,2020-12-30,1199
4402,Kings,2020-12-30,147
4403,Lake,2020-12-30,88
4404,Lassen,2020-12-30,37
4405,Los Angeles,2020-12-30,14779
4406,Madera,2020-12-30,216
4407,Marin,2020-12-30,623
4408,Mariposa,2020-12-30,21
4409,Mendocino,2020-12-30,120
4410,Merced,2020-12-30,219
4411,Modoc,2020-12-30,7
4412,Mono,2020-12-30,76
4413,Monterey,2020-12-30,565
4414,Napa,2020-12-30,634
4415,Nevada,2020-12-30,85
4416,Orange,2020-12-30,5077
4417,Outside California,2020-12-30,1990
4418,Placer,2020-12-30,726
4419,Plumas,2020-12-30,22
4420,Riverside,2020-12-30,2557
4421,Sacramento,2020-12-30,2550
4422,San Benito,2020-12-30,58
4423,San Bernardino,2020-12-30,2887
4424,San Diego,2020-12-30,5869
4425,San Francisco,2020-12-30,1468
4426,San Joaquin,2020-12-30,984
4427,San Luis Obispo,2020-12-30,1176
4428,San Mateo,2020-12-30,1252
4429,Santa Barbara,2020-12-30,579
4430,Santa Clara,2020-12-30,2941
4431,Santa Cruz,2020-12-30,356
4432,Shasta,2020-12-30,177
4433,Sierra,2020-12-30,2
4434,Siskiyou,2020-12-30,93
4435,Solano,2020-12-30,1194
4436,Sonoma,2020-12-30,1092
4437,Stanislaus,2020-12-30,532
4438,Sutter,2020-12-30,136
4439,Tehama,2020-12-30,54
4440,Trinity,2020-12-30,10
4441,Tulare,2020-12-30,472
4442,Tuolumne,2020-12-30,74
4443,Unknown,2020-12-30,55
4444,Ventura,2020-12-30,1983
4445,Yolo,2020-12-30,625
4446,Yuba,2020-12-30,64
4447,Alameda,2020-12-29,2406
4448,Amador,2020-12-29,26
4449,Butte,2020-12-29,203
4450,Calaveras,2020-12-29,167
4451,Clark,2020-12-29,1
4452,Colusa,2020-12-29,11
4453,Contra Costa,2020-12-29,1825
4454,Del Norte,2020-12-29,4
4455,El Dorado,2020-12-29,450
4456,Fresno,2020-12-29,1769
4457,Glenn,2020-12-29,82
4458,Humboldt,2020-12-29,162
4459,Imperial,2020-12-29,190
4460,Inyo,2020-12-29,20
4461,Kern,2020-12-29,746
4462,Kings,2020-12-29,78
4463,Lake,2020-12-29,14
4464,Lassen,2020-12-29,35
4465,Los Angeles,2020-12-29,11471
4466,Madera,2020-12-29,171
4467,Marin,2020-12-29,397
4468,Mariposa,2020-12-29,26
4469,Mendocino,2020-12-29,120
4470,Merced,2020-12-29,178
4471,Modoc,2020-12-29,10
4472,Mono,2020-12-29,29
4473,Monterey,2020-12-29,901
4474,Napa,2020-12-29,271
4475,Nevada,2020-12-29,100
4476,Orange,2020-12-29,3525
4477,Outside California,2020-12-29,1605
4478,Placer,2020-12-29,762
4479,Plumas,2020-12-29,32
4480,Riverside,2020-12-29,1735
4481,Sacramento,2020-12-29,1938
4482,San Benito,2020-12-29,48
4483,San Bernardino,2020-12-29,2199
4484,San Diego,2020-12-29,5845
4485,San Francisco,2020-12-29,1244
4486,San Joaquin,2020-12-29,789
4487,San Luis Obispo,2020-12-29,903
4488,San Mateo,2020-12-29,1116
4489,Santa Barbara,2020-12-29,550
4490,Santa Clara,2020-12-29,2314
4491,Santa Cruz,2020-12-29,790
4492,Shasta,2020-12-29,186
4493,Sierra,2020-12-29,49
4494,Siskiyou,2020-12-29,4
4495,Solano,2020-12-29,881
4496,Sonoma,2020-12-29,1131
4497,Stanislaus,2020-12-29,490
4498,Sutter,2020-12-29,101
4499,Tehama,2020-12-29,31
4500,Trinity,2020-12-29,8
4501,Tulare,2020-12-29,544
4502,Tuolumne,2020-12-29,105
4503,Unknown,2020-12-29,3
4504,Ventura,2020-12-29,1163
4505,Yolo,2020-12-29,483
4506,Yuba,2020-12-29,77
4507,Alameda,2020-12-28,1844
4508,Amador,2020-12-28,31
4509,Butte,2020-12-28,280
4510,Calaveras,2020-12-28,22
4511,Colusa,2020-12-28,7
4512,Contra Costa,2020-12-28,1812
4513,Del Norte,2020-12-28,34
4514,El Dorado,2020-12-28,215
4515,Fresno,2020-12-28,1058
4516,Glenn,2020-12-28,20
4517,Humboldt,2020-12-28,149
4518,Imperial,2020-12-28,214
4519,Inyo,2020-12-28,48
4520,Kern,2020-12-28,826
4521,Kings,2020-12-28,130
4522,Lake,2020-12-28,52
4523,Lassen,2020-12-28,3
4524,Los Angeles,2020-12-28,10181
4525,Madera,2020-12-28,104
4526,Marin,2020-12-28,406
4527,Mariposa,2020-12-28,4
4528,Mendocino,2020-12-28,73
4529,Merced,2020-12-28,124
4530,Modoc,2020-12-28,2
4531,Mono,2020-12-28,94
4532,Monterey,2020-12-28,478
4533,Napa,2020-12-28,248
4534,Nevada,2020-12-28,170
4535,Orange,2020-12-28,3502
4536,Outside California,2020-12-28,1468
4537,Placer,2020-12-28,666
4538,Plumas,2020-12-28,8
4539,Riverside,2020-12-28,1618
4540,Sacramento,2020-12-28,1895
4541,San Benito,2020-12-28,63
4542,San Bernardino,2020-12-28,1549
4543,San Diego,2020-12-28,5879
4544,San Francisco,2020-12-28,1261
4545,San Joaquin,2020-12-28,609
4546,San Luis Obispo,2020-12-28,878
4547,San Mateo,2020-12-28,1033
4548,Santa Barbara,2020-12-28,352
4549,Santa Clara,2020-12-28,2312
4550,Santa Cruz,2020-12-28,483
4551,Shasta,2020-12-28,40
4552,Sierra,2020-12-28,1
4553,Siskiyou,2020-12-28,2
4554,Solano,2020-12-28,855
4555,Sonoma,2020-12-28,990
4556,Stanislaus,2020-12-28,480
4557,Sutter,2020-12-28,82
4558,Tehama,2020-12-28,56
4559,Trinity,2020-12-28,30
4560,Tulare,2020-12-28,484
4561,Tuolumne,2020-12-28,78
4562,Unknown,2020-12-28,3
4563,Ventura,2020-12-28,1062
4564,Yolo,2020-12-28,342
4565,Yuba,2020-12-28,51
4566,Alameda,2020-12-27,491
4567,Amador,2020-12-27,1
4568,Butte,2020-12-27,35
4569,Colusa,2020-12-27,1
4570,Contra Costa,2020-12-27,235
4571,El Dorado,2020-12-27,37
4572,Fresno,2020-12-27,296
4573,Glenn,2020-12-27,4
4574,Humboldt,2020-12-27,1
4575,Imperial,2020-12-27,62
4576,Kern,2020-12-27,35
4577,Kings,2020-12-27,4
4578,Lake,2020-12-27,2
4579,Los Angeles,2020-12-27,1737
4580,Madera,2020-12-27,31
4581,Marin,2020-12-27,93
4582,Mariposa,2020-12-27,1
4583,Mendocino,2020-12-27,1
4584,Merced,2020-12-27,12
4585,Monterey,2020-12-27,6
4586,Napa,2020-12-27,32
4587,Nevada,2020-12-27,88
4588,Orange,2020-12-27,579
4589,Outside California,2020-12-27,180
4590,Placer,2020-12-27,187
4591,Riverside,2020-12-27,362
4592,Sacramento,2020-12-27,348
4593,San Benito,2020-12-27,8
4594,San Bernardino,2020-12-27,343
4595,San Diego,2020-12-27,2494
4596,San Francisco,2020-12-27,269
4597,San Joaquin,2020-12-27,39
4598,San Luis Obispo,2020-12-27,75
4599,San Mateo,2020-12-27,280
4600,Santa Barbara,2020-12-27,62
4601,Santa Clara,2020-12-27,593
4602,Santa Cruz,2020-12-27,32
4603,Shasta,2020-12-27,1
4604,Siskiyou,2020-12-27,2
4605,Solano,2020-12-27,101
4606,Sonoma,2020-12-27,92
4607,Stanislaus,2020-12-27,10
4608,Sutter,2020-12-27,24
4609,Tehama,2020-12-27,2
4610,Tulare,2020-12-27,15
4611,Ventura,2020-12-27,58
4612,Yolo,2020-12-27,46
4613,Yuba,2020-12-27,15
4614,Alameda,2020-12-26,847
4615,Amador,2020-12-26,6
4616,Butte,2020-12-26,93
4617,Calaveras,2020-12-26,3
4618,Contra Costa,2020-12-26,641
4619,El Dorado,2020-12-26,43
4620,Fresno,2020-12-26,720
4621,Glenn,2020-12-26,2
4622,Humboldt,2020-12-26,7
4623,Imperial,2020-12-26,1
4624,Inyo,2020-12-26,74
4625,Kern,2020-12-26,33
4626,Kings,2020-12-26,7
4627,Lake,2020-12-26,2
4628,Los Angeles,2020-12-26,2515
4629,Madera,2020-12-26,28
4630,Marin,2020-12-26,139
4631,Mariposa,2020-12-26,1
4632,Mendocino,2020-12-26,2
4633,Merced,2020-12-26,6
4634,Mono,2020-12-26,3
4635,Monterey,2020-12-26,89
4636,Napa,2020-12-26,39
4637,Nevada,2020-12-26,5
4638,Orange,2020-12-26,1048
4639,Outside California,2020-12-26,313
4640,Placer,2020-12-26,159
4641,Riverside,2020-12-26,401
4642,Sacramento,2020-12-26,507
4643,San Benito,2020-12-26,13
4644,San Bernardino,2020-12-26,461
4645,San Diego,2020-12-26,3288
4646,San Francisco,2020-12-26,237
4647,San Joaquin,2020-12-26,100
4648,San Luis Obispo,2020-12-26,90
4649,San Mateo,2020-12-26,532
4650,Santa Barbara,2020-12-26,328
4651,Santa Clara,2020-12-26,1199
4652,Santa Cruz,2020-12-26,64
4653,Shasta,2020-12-26,4
4654,Siskiyou,2020-12-26,2
4655,Solano,2020-12-26,174
4656,Sonoma,2020-12-26,264
4657,Stanislaus,2020-12-26,47
4658,Sutter,2020-12-26,38
4659,Tehama,2020-12-26,3
4660,Tulare,2020-12-26,9
4661,Tuolumne,2020-12-26,3
4662,Ventura,2020-12-26,106
4663,Yolo,2020-12-26,76
4664,Yuba,2020-12-26,15
4665,Alameda,2020-12-25,157
4666,Contra Costa,2020-12-25,38
4667,El Dorado,2020-12-25,8
4668,Fresno,2020-12-25,2
4669,Humboldt,2020-12-25,1
4670,Inyo,2020-12-25,1
4671,Kern,2020-12-25,1
4672,Los Angeles,2020-12-25,520
4673,Marin,2020-12-25,27
4674,Mendocino,2020-12-25,1
4675,Merced,2020-12-25,4
4676,Monterey,2020-12-25,6
4677,Napa,2020-12-25,1
4678,Nevada,2020-12-25,2
4679,Orange,2020-12-25,14
4680,Outside California,2020-12-25,34
4681,Riverside,2020-12-25,28
4682,Sacramento,2020-12-25,1
4683,San Benito,2020-12-25,3
4684,San Bernardino,2020-12-25,75
4685,San Diego,2020-12-25,880
4686,San Francisco,2020-12-25,30
4687,San Joaquin,2020-12-25,13
4688,San Luis Obispo,2020-12-25,2
4689,San Mateo,2020-12-25,107
4690,Santa Clara,2020-12-25,327
4691,Santa Cruz,2020-12-25,11
4692,Solano,2020-12-25,10
4693,Sonoma,2020-12-25,8
4694,Ventura,2020-12-25,11
4695,Yolo,2020-12-25,1
4696,Alameda,2020-12-24,1206
4697,Amador,2020-12-24,5
4698,Butte,2020-12-24,160
4699,Calaveras,2020-12-24,2
4700,Colusa,2020-12-24,2
4701,Contra Costa,2020-12-24,645
4702,El Dorado,2020-12-24,86
4703,Fresno,2020-12-24,574
4704,Glenn,2020-12-24,9
4705,Humboldt,2020-12-24,24
4706,Imperial,2020-12-24,5
4707,Inyo,2020-12-24,17
4708,Kern,2020-12-24,122
4709,Kings,2020-12-24,11
4710,Lake,2020-12-24,2
4711,Lassen,2020-12-24,11
4712,Los Angeles,2020-12-24,6913
4713,Madera,2020-12-24,43
4714,Marin,2020-12-24,355
4715,Mendocino,2020-12-24,49
4716,Merced,2020-12-24,70
4717,Modoc,2020-12-24,1
4718,Mono,2020-12-24,3
4719,Monterey,2020-12-24,82
4720,Napa,2020-12-24,138
4721,Nevada,2020-12-24,15
4722,Orange,2020-12-24,1311
4723,Outside California,2020-12-24,823
4724,Placer,2020-12-24,395
4725,Plumas,2020-12-24,6
4726,Riverside,2020-12-24,817
4727,Sacramento,2020-12-24,1040
4728,San Benito,2020-12-24,12
4729,San Bernardino,2020-12-24,1157
4730,San Diego,2020-12-24,2730
4731,San Francisco,2020-12-24,829
4732,San Joaquin,2020-12-24,210
4733,San Luis Obispo,2020-12-24,195
4734,San Mateo,2020-12-24,849
4735,Santa Barbara,2020-12-24,87
4736,Santa Clara,2020-12-24,1864
4737,Santa Cruz,2020-12-24,125
4738,Shasta,2020-12-24,18
4739,Siskiyou,2020-12-24,5
4740,Solano,2020-12-24,420
4741,Sonoma,2020-12-24,304
4742,Stanislaus,2020-12-24,97
4743,Sutter,2020-12-24,17
4744,Tehama,2020-12-24,5
4745,Tulare,2020-12-24,18
4746,Unknown,2020-12-24,2
4747,Ventura,2020-12-24,475
4748,Yolo,2020-12-24,151
4749,Yuba,2020-12-24,20
4750,Alameda,2020-12-23,1877
4751,Amador,2020-12-23,39
4752,Butte,2020-12-23,870
4753,Calaveras,2020-12-23,77
4754,Colusa,2020-12-23,10
4755,Contra Costa,2020-12-23,1550
4756,Del Norte,2020-12-23,58
4757,El Dorado,2020-12-23,189
4758,Fresno,2020-12-23,1079
4759,Glenn,2020-12-23,26
4760,Humboldt,2020-12-23,301
4761,Imperial,2020-12-23,212
4762,Inyo,2020-12-23,71
4763,Kern,2020-12-23,557
4764,Kings,2020-12-23,134
4765,Lake,2020-12-23,91
4766,Lassen,2020-12-23,6
4767,Los Angeles,2020-12-23,11836
4768,Madera,2020-12-23,65
4769,Marin,2020-12-23,731
